Time (sec),AF Correction 1 (%),AF Correction 3 (%),AF Sens 1 Curr (mA),AF Sens 1 Ratio (AFR),AVCS Exh Table (°),AVCS In Table (°),Accel Position (%),Battery Volts (V),Boost Extended (psi),CL Fuel Target (AFR),CL Fuel Target Table (AFR),CPC Purge Valve Duty (%),Calculated Load (g/rev),Catalyst Temp (F),Comm Fuel Final (AFR),Coolant Temp (F),Dyn Adv Mult (DAM),Dynamic Adv Base Table (°),Dynamic Adv Lrn (°),EGR Estimate (steps),Engine Start Mode (mode),Feedback Knock (°),Fine Knock Learn (°),Fuel Econ Corr (mult),Fuel Pressure (psi),Fuel Pressure Target (psi),Fuel Pump Duty (%),Gear Position (Gear),Ignition Timing (°),Inj Duty Cycle (%),Intake Temp (F),MAF Corr Final (g/s),MAF Table (g/s),MAF Volts (V),Man Abs Press (psi),Oil Temp (F),Per Gear Boost (%),Primary Ign (°),RPM (RPM),Req Torque (Nm),TD Boost Error Ext (psi),TGV Map Ratio (mult),TPS Duty (%),Target Boost Final Abs Ext (psi),Throttle Pos (%),Vehicle Speed (mph),Wastegate Duty (%),AP Info:[AP3-SUB-004 v1.7.4.0-17408][2016 USDM WRX MT COBB Custom Features Gen2][Reflash: Stage2 91 v361.ptm - Realtime: Stage2 91 v361.ptm]
75.090,4.69,4.69,-0.38,13.98,0.00,-13.00,12.9,13.68,-5.80,13.99,14.73,0.0,0.40,703.9,13.94,196,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,565,730,71.8,0,12.50,0.84,104,5.27,11.23,1.54,8.24,187,0.0,16.50,786,80.49,4.66,0.000,25.78,11.85,13.0,0,0.00,0
75.118,4.69,4.69,-0.38,14.00,0.00,-12.80,13.3,13.68,-5.57,13.99,14.73,0.0,0.40,703.9,13.94,196,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,592,730,71.8,0,13.50,1.01,104,5.46,11.05,1.54,8.24,187,0.0,16.00,787,80.58,4.35,0.000,20.31,11.85,13.0,0,0.00,0
75.133,4.69,4.69,-0.25,14.02,0.00,-12.60,13.3,13.84,-5.28,13.99,14.73,0.0,0.41,703.9,13.89,196,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,655,730,71.8,0,13.50,1.01,104,5.58,10.87,1.52,8.70,187,0.0,15.50,790,80.58,4.12,0.000,34.38,11.85,12.6,0,0.00,0
75.165,4.69,4.69,-0.25,14.05,0.00,-12.60,13.3,13.84,-4.96,13.99,14.73,0.0,0.43,703.9,13.89,196,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,653,730,71.8,0,13.50,1.01,104,5.71,10.51,1.52,8.70,187,0.0,15.00,791,80.58,3.83,0.000,34.38,11.85,12.6,0,0.00,0
75.197,5.47,4.69,-0.25,14.07,0.00,-12.40,13.3,13.76,-4.70,13.99,14.73,0.0,0.43,703.9,13.89,196,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,707,730,71.8,0,13.00,1.02,104,5.83,10.33,1.50,9.08,187,0.0,14.50,795,80.58,3.36,0.000,32.81,11.85,12.6,0,0.00,0
75.213,5.47,4.69,-0.25,14.09,0.00,-12.20,13.3,13.76,-4.38,13.99,14.72,0.0,0.44,704.3,13.89,196,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,671,823,71.8,0,13.00,1.02,104,5.97,9.80,1.46,9.40,187,0.0,14.50,797,80.58,3.10,0.000,17.19,11.85,12.6,0,0.00,0
75.244,5.47,4.69,-0.25,14.21,0.00,-12.20,13.3,13.76,-4.09,13.99,14.72,0.0,0.45,704.3,13.89,196,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,754,823,71.8,0,13.00,1.02,104,6.08,9.46,1.46,9.62,187,0.0,15.00,801,80.64,2.94,0.000,17.19,11.85,12.6,0,0.00,0
75.273,5.47,4.69,-0.12,14.30,0.05,-12.00,13.3,13.68,-3.95,14.03,14.72,0.0,0.45,704.3,14.59,196,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,755,823,71.8,0,14.00,1.03,104,6.15,9.21,1.42,9.62,187,0.0,14.50,802,80.66,2.60,0.000,24.22,11.85,12.6,0,0.00,0
75.288,5.47,4.69,-0.12,14.30,0.09,-12.01,13.3,13.68,-3.80,14.05,14.72,0.0,0.45,704.3,14.59,196,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,794,823,71.8,0,14.00,1.03,104,6.20,9.21,1.42,9.68,187,0.0,14.50,802,80.70,2.46,0.000,24.22,11.86,12.6,0,0.00,0
75.318,6.25,4.69,-0.12,14.36,0.09,-11.81,13.3,13.68,-3.67,14.07,14.72,0.0,0.47,704.3,14.59,196,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,795,823,71.8,0,14.50,1.03,104,6.24,9.12,1.40,9.68,186,0.0,14.50,801,80.64,2.33,0.000,24.22,11.86,12.6,0,0.00,0
75.334,6.25,4.69,-0.12,14.48,0.02,-11.80,13.3,13.68,-3.56,14.09,14.72,0.0,0.47,704.3,14.53,196,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,815,823,71.8,0,14.50,1.03,104,6.29,8.49,1.40,9.86,186,0.0,14.00,800,80.59,2.21,0.000,24.22,11.85,12.6,0,0.00,0
75.367,6.25,3.91,0.00,14.51,0.02,-11.80,13.3,13.76,-3.38,14.11,14.72,0.0,0.47,704.3,14.53,196,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,790,823,71.8,0,14.50,1.02,104,6.32,8.86,1.38,10.03,186,0.0,14.00,800,80.68,2.11,0.000,24.22,11.86,12.6,0,0.00,0
75.393,6.25,3.91,0.00,14.60,0.00,-11.80,13.3,13.76,-3.25,14.13,14.72,0.0,0.48,704.6,14.47,196,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,825,916,71.8,0,14.00,1.02,104,6.39,8.78,1.40,10.03,186,0.0,13.50,795,80.94,2.01,0.000,24.22,11.86,12.6,0,0.00,0
75.435,7.03,3.12,0.00,14.73,0.00,-11.60,13.7,13.60,-3.12,14.17,14.71,0.0,0.49,704.6,14.47,196,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,800,916,71.8,0,13.50,1.01,104,6.47,8.86,1.40,10.16,186,0.0,13.00,788,81.30,1.86,0.000,27.34,11.88,13.0,0,0.00,0
75.450,7.03,3.12,0.00,14.94,0.00,-11.40,13.7,13.60,-2.94,14.22,14.71,0.0,0.49,704.6,14.47,196,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,835,916,71.8,0,13.50,1.01,104,6.56,9.29,1.40,10.30,186,0.0,12.50,779,81.56,1.69,0.000,27.34,11.89,13.0,0,0.00,0
75.478,7.81,3.12,0.00,15.03,0.00,-11.20,14.1,13.60,-2.86,14.24,14.71,0.0,0.50,704.6,14.47,196,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,851,916,71.8,0,13.00,1.00,104,6.63,8.86,1.42,10.45,186,0.0,12.50,769,81.84,1.60,0.000,25.78,11.90,13.4,1,0.00,0
75.508,8.59,2.34,0.00,15.17,0.00,-11.00,14.1,13.68,-2.76,14.26,14.71,0.0,0.52,704.6,14.42,196,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,871,1022,71.8,0,12.50,0.98,104,6.68,9.29,1.42,10.45,186,0.0,12.00,765,82.03,1.53,0.000,41.41,11.91,13.8,1,0.00,0
75.533,9.38,2.34,0.12,15.61,0.00,-10.50,14.5,13.68,-2.57,14.30,14.70,0.0,0.53,705.0,14.47,196,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,945,1022,71.8,0,11.50,0.97,104,6.78,9.63,1.44,10.63,186,0.0,11.50,757,82.21,1.35,0.000,42.19,11.92,14.2,1,0.00,0
75.563,9.38,2.34,0.12,15.57,0.00,-10.50,14.5,13.68,-2.44,14.32,14.70,0.0,0.54,705.0,14.47,196,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,904,1022,71.8,0,11.50,0.97,104,6.86,9.12,1.44,10.83,186,0.0,11.00,748,82.47,1.25,0.000,42.19,11.92,14.2,1,0.00,0
75.598,10.16,2.34,0.12,15.67,0.00,-10.00,14.9,13.76,-2.31,14.36,14.70,0.0,0.56,705.0,14.47,196,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,943,1022,71.8,0,10.50,0.96,104,6.92,9.03,1.44,11.02,186,0.0,10.50,745,82.93,1.09,0.000,40.62,11.95,14.2,1,0.00,0
75.624,10.94,2.34,0.25,15.92,0.00,-9.50,15.3,13.60,-2.20,14.38,14.70,0.0,0.56,705.0,14.53,196,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,947,1115,71.8,0,9.50,0.95,104,6.98,9.12,1.42,11.02,187,0.0,10.00,744,83.47,1.02,0.000,40.62,11.96,14.6,1,0.00,0
75.659,10.94,2.34,0.25,16.13,0.00,-9.50,16.1,13.60,-2.10,14.42,14.70,0.0,0.56,705.0,14.53,196,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,974,1115,71.8,0,9.50,0.95,102,7.04,8.86,1.42,11.20,187,0.0,10.00,744,84.64,0.92,0.000,40.62,12.01,14.6,1,0.00,0
75.693,11.72,1.56,0.25,16.20,0.00,-9.00,16.5,13.68,-1.96,14.46,14.70,0.0,0.57,705.0,14.53,196,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,1014,1115,71.8,0,9.00,0.95,104,7.09,8.71,1.42,11.34,187,0.0,10.00,744,85.45,0.82,0.000,39.06,12.05,14.6,1,0.00,0
75.708,11.72,1.56,0.25,16.16,0.00,-9.00,17.3,13.76,-1.88,14.48,14.70,0.0,0.57,705.4,14.53,196,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,1001,1115,71.8,0,8.50,0.95,102,7.12,8.41,1.42,11.43,187,0.0,10.00,749,86.45,0.77,0.000,32.03,12.08,14.6,1,0.00,0
75.750,12.50,0.78,0.38,16.47,0.00,-9.00,17.6,13.76,-1.83,14.50,14.70,0.0,0.56,705.4,14.53,196,1.000,0.00,0.00,2.0,0.0,0.00,0.00,1.000,1010,1115,71.8,0,8.00,0.97,102,7.16,8.78,1.40,11.43,187,0.0,10.00,754,86.81,0.77,0.000,26.56,12.10,14.6,1,0.00,0
75.770,12.50,0.78,0.38,16.51,0.00,-9.50,18.0,13.76,-1.79,14.54,14.70,0.0,0.56,705.4,14.53,196,1.000,0.00,0.00,3.0,0.0,0.00,0.00,1.000,1033,1115,71.8,0,8.00,0.97,102,7.19,8.49,1.40,11.49,187,0.0,10.00,762,87.18,0.72,0.000,26.56,12.12,14.6,1,0.00,0
75.793,12.50,0.78,0.38,16.40,0.00,-9.50,18.0,13.60,-1.74,14.56,14.70,0.0,0.56,705.4,14.53,196,1.000,0.00,0.00,3.0,0.0,0.00,0.00,1.000,1004,1115,71.8,1,9.00,0.98,102,7.20,8.49,1.40,11.54,187,0.0,10.00,764,87.26,0.67,0.000,31.25,12.13,14.6,1,0.00,0
75.824,12.50,0.78,0.38,16.56,0.00,-9.50,18.0,13.60,-1.71,14.58,14.70,0.0,0.56,705.4,14.53,196,1.000,0.00,0.00,4.0,0.0,0.00,0.00,1.000,1062,1115,71.8,1,9.00,0.98,102,7.22,8.71,1.40,11.54,187,0.0,10.00,766,87.26,0.66,0.000,31.25,12.13,14.6,1,0.00,0
75.850,13.28,0.78,0.38,16.60,0.00,-9.50,18.0,13.68,-1.68,14.62,14.71,0.0,0.56,705.4,14.53,196,1.000,0.00,0.00,5.0,0.0,0.00,0.00,1.000,1073,1115,71.8,0,9.00,0.98,102,7.24,8.78,1.40,11.56,187,0.0,10.00,769,87.18,0.63,0.000,38.28,12.12,14.6,2,0.00,0
75.890,13.28,0.78,0.38,16.51,0.00,-9.50,18.0,13.68,-1.69,14.66,14.71,0.0,0.56,705.8,14.53,196,1.000,0.00,0.00,5.0,0.0,0.00,0.00,1.000,1031,1115,71.8,0,9.50,0.98,102,7.25,8.86,1.40,11.57,187,0.0,10.00,769,87.26,0.62,0.000,39.06,12.13,14.6,2,0.00,0
75.914,13.28,0.00,0.38,16.33,0.00,-9.50,18.0,13.68,-1.69,14.68,14.71,0.0,0.56,705.8,14.53,196,1.000,0.00,0.00,5.0,0.0,0.00,0.00,1.000,1034,1115,71.8,0,9.50,0.98,102,7.25,8.34,1.40,11.57,187,0.0,10.00,772,87.18,0.60,0.000,28.91,12.12,14.6,2,0.00,0
75.939,12.50,0.00,0.38,16.34,0.00,-9.50,18.0,13.60,-1.65,14.80,14.71,0.0,0.56,705.8,14.64,196,1.000,0.00,0.00,5.0,0.0,0.00,0.00,1.000,1034,1115,71.8,0,9.50,0.99,102,7.27,8.41,1.40,11.57,187,0.0,10.00,774,87.26,0.60,0.000,35.94,12.13,14.6,2,0.00,0
75.962,12.50,0.00,0.38,16.35,0.00,-9.50,18.0,13.60,-1.65,14.80,14.71,0.0,0.56,705.8,14.64,196,1.000,0.00,0.00,5.0,0.0,0.00,0.00,1.000,1058,1115,71.8,1,9.50,0.99,102,7.27,8.71,1.40,11.57,187,0.0,10.00,772,87.26,0.58,0.000,35.94,12.13,14.6,2,0.00,0
75.988,12.50,0.00,0.25,16.15,0.00,-9.50,18.0,13.52,-1.67,14.80,14.71,10.0,0.56,705.8,14.64,196,1.000,0.00,0.00,5.0,0.0,0.00,0.00,1.000,1017,1115,71.8,1,9.50,0.99,102,7.28,8.27,1.40,11.58,187,0.0,10.00,769,87.35,0.60,0.000,28.12,12.13,14.6,2,0.00,0
76.030,12.50,0.00,0.25,16.11,0.00,-9.00,18.0,13.68,-1.67,14.80,14.71,10.0,0.57,706.2,14.64,196,1.000,0.00,0.00,5.0,0.0,0.00,0.00,1.000,1042,1115,71.8,1,9.50,0.98,102,7.30,8.34,1.38,11.57,187,0.0,9.50,763,87.26,0.60,0.000,36.72,12.13,14.6,2,0.00,0
76.059,12.50,0.00,0.25,16.14,0.00,-9.00,18.0,13.68,-1.65,14.80,14.71,10.0,0.57,706.2,14.64,196,1.000,0.00,0.00,5.0,0.0,0.00,0.00,1.000,1087,1115,71.8,1,9.50,0.98,102,7.30,8.95,1.38,11.57,187,0.0,9.50,760,87.35,0.60,0.000,36.72,12.13,14.6,2,0.00,0
76.075,12.50,0.00,0.25,16.12,0.00,-9.00,18.0,13.68,-1.67,14.80,14.71,0.0,0.57,706.2,14.64,196,1.000,0.00,0.00,5.0,0.0,0.00,0.00,1.000,1064,1115,71.8,1,9.50,0.97,102,7.31,8.63,1.40,11.56,187,0.0,9.50,756,87.44,0.60,0.000,22.66,12.13,15.0,2,0.00,0
76.105,12.50,0.00,0.25,15.98,0.00,-8.50,18.0,13.52,-1.64,14.80,14.71,0.0,0.58,706.2,14.64,196,1.000,0.00,0.00,5.0,0.0,0.00,0.00,1.000,1087,1115,71.8,1,9.00,0.97,102,7.33,8.20,1.40,11.59,187,0.0,9.00,754,87.62,0.59,0.000,27.34,12.14,15.0,3,0.00,0
76.140,12.50,0.00,0.25,16.02,0.00,-8.50,18.4,13.52,-1.61,14.80,14.71,0.0,0.58,706.2,14.70,196,1.000,0.00,0.00,5.0,0.0,0.00,0.00,1.000,1080,1115,71.8,1,9.00,0.97,102,7.34,8.71,1.40,11.59,187,0.0,9.00,753,87.71,0.56,0.000,27.34,12.14,15.0,3,0.00,0
76.157,12.50,0.00,0.25,16.06,0.00,-8.50,18.4,13.52,-1.63,14.80,14.71,0.0,0.58,706.2,14.70,196,1.000,0.35,0.00,5.0,0.0,0.00,0.00,1.000,1081,1115,71.8,1,9.00,0.96,102,7.36,8.63,1.40,11.63,187,0.0,9.00,755,87.99,0.58,0.000,29.69,12.15,15.0,3,0.00,0
76.185,12.50,0.00,0.25,15.96,0.00,-8.50,18.8,13.68,-1.61,14.80,14.71,0.0,0.58,706.6,14.70,196,1.000,0.35,0.00,5.0,0.0,0.00,0.00,1.000,1075,1115,71.8,1,7.50,0.97,102,7.38,8.63,1.40,11.64,187,0.0,9.00,757,88.34,0.57,0.000,20.31,12.16,15.0,3,0.00,0
76.200,12.50,0.00,0.25,16.05,0.00,-9.00,19.2,13.68,-1.62,14.80,14.71,0.0,0.57,706.6,14.64,196,1.000,0.35,0.00,5.0,0.0,0.00,0.00,1.000,1054,1115,71.8,1,7.50,0.97,102,7.42,8.95,1.40,11.64,187,0.0,9.50,772,89.06,0.61,0.000,20.31,12.18,15.0,3,0.00,0
76.230,12.50,0.00,0.25,15.98,0.00,-9.50,19.6,13.60,-1.64,14.80,14.71,0.0,0.56,706.6,14.64,196,1.000,0.00,0.00,5.0,0.0,0.00,0.00,1.000,1076,1115,71.8,1,7.50,0.99,102,7.45,8.34,1.40,11.61,187,0.0,10.00,789,89.51,0.67,0.000,17.19,12.22,14.6,3,0.00,0
76.250,12.50,0.00,0.25,16.00,0.00,-9.50,19.6,13.60,-1.63,14.80,14.71,0.0,0.56,706.6,14.64,196,1.000,0.00,0.00,5.0,0.0,0.00,0.00,1.000,1082,1115,71.8,1,7.50,0.99,102,7.47,8.86,1.40,11.61,187,0.0,10.50,799,89.88,0.66,0.000,17.19,12.23,14.6,3,0.00,0
76.275,12.50,0.00,0.25,16.05,0.82,-9.96,20.0,13.76,-1.67,14.80,14.71,0.0,0.54,706.6,14.59,196,1.000,0.00,0.00,5.0,0.0,0.00,0.00,1.000,1059,1022,71.8,1,9.00,1.02,102,7.74,8.05,1.40,11.57,187,0.0,10.50,826,92.61,0.77,0.000,25.00,12.29,13.8,4,0.00,0
76.305,12.50,0.00,0.25,15.96,0.80,-9.44,20.4,13.60,-1.75,14.80,14.71,0.0,0.54,706.6,14.64,196,1.000,0.35,0.00,5.0,0.0,0.00,0.00,1.000,1026,1022,71.8,1,9.50,1.08,102,7.94,8.34,1.36,11.48,187,0.0,11.00,846,94.97,0.84,0.000,29.69,12.35,14.6,4,0.00,0
76.321,12.50,0.00,0.25,15.98,2.18,-9.89,20.8,13.60,-1.82,14.80,14.71,0.0,0.56,706.6,14.64,196,1.000,0.35,0.00,5.0,0.0,0.00,0.00,1.000,1076,1115,71.8,1,9.50,1.08,102,8.04,9.12,1.36,11.36,187,0.0,10.00,858,97.35,1.04,0.000,29.69,12.47,14.6,4,0.00,0
76.355,13.28,0.00,0.25,16.06,3.61,-9.21,21.2,13.68,-1.84,14.80,14.71,0.0,0.56,707.1,14.70,196,1.000,0.35,0.00,7.0,0.0,0.00,0.00,1.000,1093,1022,71.8,1,9.50,1.12,102,8.37,9.89,1.40,11.36,187,0.0,10.50,888,100.43,1.28,0.000,50.78,12.64,15.7,4,0.00,0
76.387,13.28,0.00,0.25,16.00,4.94,-9.74,21.2,13.68,-1.88,14.80,14.71,0.0,0.56,707.1,14.70,196,1.000,0.35,0.00,7.0,0.0,0.00,0.00,1.000,1091,1022,71.8,1,9.50,1.12,102,8.57,10.24,1.40,11.27,187,0.0,10.00,913,103.36,1.41,0.000,50.78,12.73,15.7,4,0.00,0
76.417,13.28,0.00,0.25,16.02,5.84,-8.35,21.6,13.52,-1.84,14.80,14.71,0.0,0.57,707.1,14.70,196,1.000,0.35,0.00,7.0,0.0,0.00,0.00,1.000,1091,1115,71.8,1,10.00,1.17,102,9.11,11.05,1.50,11.29,187,0.0,9.50,939,106.46,1.55,0.000,31.25,12.92,16.9,4,0.00,0
76.433,13.28,0.00,0.25,15.95,6.80,-8.24,21.6,13.52,-1.80,14.80,14.71,0.0,0.58,707.1,14.70,196,1.000,0.70,0.00,7.0,0.0,0.00,0.00,1.000,1039,1115,71.8,1,10.00,1.20,102,9.38,11.50,1.54,11.42,187,0.0,9.00,958,108.81,1.60,0.000,26.56,13.00,17.3,4,0.00,0
76.467,13.28,0.00,0.25,16.01,6.60,-7.55,22.0,13.52,-1.74,14.80,14.71,0.0,0.59,707.1,14.76,196,1.000,0.70,0.00,7.0,0.0,0.00,0.00,1.000,1121,1115,71.8,1,10.00,1.20,102,9.51,12.07,1.54,11.53,187,0.0,9.00,958,109.33,1.69,0.000,26.56,13.14,17.3,4,0.00,0
76.496,13.28,0.00,0.25,16.06,8.03,-6.57,22.0,13.60,-1.67,14.80,14.71,0.0,0.59,707.1,14.76,196,1.000,0.70,0.50,7.0,0.0,0.00,0.00,1.000,1138,1208,71.8,1,8.50,1.23,102,9.91,11.88,1.56,11.63,187,0.0,8.50,979,112.15,1.76,0.000,35.16,13.31,17.7,4,0.00,0
76.508,14.06,0.00,0.25,16.04,8.03,-6.57,22.4,13.52,-1.62,14.80,14.71,0.0,0.59,707.5,14.76,196,1.000,0.70,0.50,7.0,0.0,0.00,0.00,1.000,1135,1208,71.8,1,8.00,1.27,102,10.17,12.54,1.56,11.63,187,0.0,8.50,997,114.99,1.88,0.000,46.09,13.46,18.9,4,0.00,0
76.545,14.06,0.00,0.25,16.19,8.50,-5.67,23.5,13.52,-1.59,14.80,14.71,0.0,0.61,707.5,14.76,196,1.000,1.05,0.50,8.0,0.0,0.00,0.00,1.000,1210,1208,71.8,1,8.00,1.27,102,10.51,12.83,1.56,11.72,187,0.0,8.50,1017,118.94,2.07,0.000,46.09,13.68,18.9,4,0.00,0
76.560,14.06,0.00,0.25,16.35,9.51,-5.46,24.3,13.68,-1.39,14.80,14.71,0.0,0.63,707.5,14.82,196,1.000,1.05,1.00,9.0,0.0,0.00,0.00,1.000,1261,1208,71.8,1,7.00,1.30,102,11.11,16.57,1.64,11.80,187,0.0,7.00,1043,127.59,2.25,0.000,57.03,13.94,26.0,4,0.00,0
76.588,14.84,0.00,0.25,16.37,8.91,-2.03,25.1,13.52,-1.23,14.80,14.71,0.0,0.67,707.5,14.82,196,1.000,1.41,1.00,9.0,0.0,0.00,0.00,1.000,1213,1301,71.8,1,6.00,1.35,102,12.21,17.18,1.78,12.29,187,0.0,6.00,1063,132.28,2.47,0.000,30.47,14.44,28.3,4,0.00,0
76.629,14.84,0.00,0.25,16.36,9.54,-1.85,25.9,13.52,-1.09,14.80,14.70,0.0,0.69,707.5,14.82,196,1.000,1.76,1.00,9.0,0.0,0.00,0.00,1.000,1247,1301,71.8,1,6.00,1.35,102,12.35,15.24,1.78,12.46,187,0.0,6.00,1081,135.89,2.55,0.000,30.47,14.66,28.3,4,0.00,0
76.645,14.84,0.00,0.38,16.56,9.84,-1.35,26.7,13.52,-0.87,14.80,14.70,0.0,0.69,707.5,14.82,196,1.000,1.76,1.50,10.0,0.0,0.00,0.00,1.000,1307,1301,71.8,1,4.00,1.38,102,12.95,15.97,1.74,12.51,187,0.0,5.50,1098,144.70,2.76,0.000,52.34,15.09,32.3,5,0.00,0
76.673,15.62,0.00,0.38,16.59,11.38,-0.54,28.6,13.60,-0.74,14.80,14.70,0.0,0.71,708.0,14.82,196,1.000,2.11,2.00,11.0,0.0,0.00,0.00,1.000,1341,1301,71.8,1,4.50,1.42,102,13.39,15.85,1.68,12.61,187,0.0,5.00,1123,157.01,3.02,0.000,82.81,15.45,42.5,5,0.00,0
76.709,16.41,0.00,0.38,16.54,15.79,-0.65,31.4,13.60,-0.63,14.80,14.70,0.0,0.72,708.0,14.82,196,1.000,2.46,2.00,11.0,0.0,0.00,0.00,1.000,1358,1393,71.8,1,5.00,1.72,102,14.06,15.37,1.78,12.74,187,0.0,4.50,1151,169.35,3.28,0.010,69.53,15.78,61.8,5,0.00,0
76.729,16.41,0.00,0.38,16.58,18.26,0.34,32.5,13.60,-0.57,14.77,14.67,0.0,0.72,708.0,14.82,196,1.000,2.46,2.00,11.0,0.0,0.00,0.00,1.000,1313,1393,71.8,1,5.00,1.72,102,14.73,16.09,1.78,12.80,187,0.0,4.50,1177,175.95,3.47,0.030,69.53,16.10,61.8,5,0.00,0
76.753,16.41,0.00,0.38,16.49,20.48,0.86,33.7,13.28,-0.49,14.77,14.67,0.0,0.76,708.0,14.82,196,1.000,2.46,2.00,8.0,0.0,0.00,0.00,1.000,1350,1447,71.8,1,4.50,1.78,102,15.31,15.00,1.70,12.81,187,0.0,4.00,1202,182.01,3.60,0.060,71.09,16.28,75.6,5,0.00,0
76.780,16.41,0.00,0.38,16.48,21.75,1.10,34.1,13.52,-0.45,14.77,14.67,0.0,0.75,708.0,14.82,196,1.000,2.46,2.00,7.0,0.0,0.00,0.00,1.000,1423,1393,71.8,1,4.50,2.10,102,15.71,16.57,1.78,12.83,187,0.0,5.00,1231,187.05,3.65,0.080,57.03,16.37,84.3,6,0.00,0
76.798,16.41,0.00,0.38,16.40,21.47,1.52,34.1,13.52,-0.43,14.77,14.67,0.0,0.74,708.0,14.82,196,1.000,2.46,2.00,6.0,0.0,0.00,0.00,1.000,1431,1393,71.8,1,4.50,2.10,102,16.11,16.70,1.78,12.83,187,0.0,5.00,1254,190.29,3.74,0.100,57.03,16.49,84.3,6,0.00,0
76.827,16.41,0.00,0.25,16.35,21.95,1.74,34.1,13.52,-0.42,14.67,14.67,0.0,0.75,708.5,14.70,196,1.000,2.46,2.00,5.0,0.0,0.00,0.00,1.000,1385,1393,71.8,1,5.00,2.18,102,16.45,18.52,1.86,12.84,187,0.0,5.50,1276,193.18,3.83,0.120,10.94,16.59,100.0,6,0.00,0
76.856,16.41,0.00,0.25,16.03,19.45,4.61,34.1,13.52,-0.41,14.67,14.67,0.0,0.76,708.5,14.70,196,1.000,2.11,2.00,4.0,0.0,0.00,0.00,1.000,1453,1447,71.8,1,5.00,2.18,102,16.83,17.67,1.86,12.82,187,0.0,8.00,1294,195.88,3.85,0.439,10.94,16.62,100.0,6,0.00,0
76.868,16.41,0.00,0.25,15.87,17.48,7.07,34.5,13.68,-0.40,14.63,14.63,0.0,0.76,708.5,14.64,196,1.000,1.41,2.00,3.0,0.0,0.00,0.00,1.000,1438,1447,71.8,1,7.00,2.23,102,17.22,17.30,1.80,12.84,187,0.0,11.00,1315,199.06,4.03,0.772,48.44,16.83,100.0,6,0.00,0
76.898,16.41,0.00,0.25,15.73,17.61,7.03,34.5,13.68,-0.39,14.63,14.63,0.0,0.79,708.5,14.64,196,1.000,1.41,2.00,3.0,0.0,0.00,0.00,1.000,1442,1447,71.8,1,7.00,2.23,102,17.78,18.65,1.80,12.86,187,0.0,11.00,1333,201.78,4.11,0.792,48.44,16.92,100.0,6,0.00,0
76.923,15.62,0.00,0.12,15.31,17.58,7.05,34.9,13.20,-0.38,14.63,14.63,0.0,0.78,708.5,14.64,196,1.000,1.76,1.00,1.0,0.0,0.00,0.00,1.000,1436,1447,71.8,1,9.00,1.99,102,17.90,20.60,1.80,12.87,187,0.0,12.00,1370,208.15,4.32,0.832,40.62,17.14,100.0,6,0.78,0
76.954,14.84,0.00,0.00,14.86,17.86,7.50,35.3,13.04,-0.36,14.63,14.63,0.0,0.79,708.5,14.64,196,1.000,2.11,2.00,0.0,0.0,0.00,0.00,1.000,1423,1447,71.8,1,10.00,2.05,102,18.66,18.52,1.90,12.85,187,0.0,12.00,1388,212.10,4.40,0.862,46.88,17.23,100.0,6,4.31,0
76.980,14.06,0.00,0.00,14.70,17.91,7.39,36.1,13.20,-0.36,14.32,14.63,0.0,0.80,709.1,14.36,196,1.000,1.76,2.00,0.0,0.0,0.00,0.00,1.000,1408,1447,71.8,1,11.00,2.40,102,18.89,19.55,1.94,12.87,187,0.0,12.00,1419,218.53,4.76,0.892,39.06,17.59,100.0,6,8.24,0
77.022,14.06,0.00,0.00,14.60,17.93,7.31,36.9,13.20,-0.35,14.32,14.63,0.0,0.79,709.1,14.36,196,1.000,1.76,2.00,0.0,0.0,0.00,0.00,1.000,1439,1447,71.8,1,11.00,2.40,102,19.26,21.60,1.94,12.89,187,0.0,12.50,1445,222.84,5.04,0.922,39.06,17.88,100.0,6,8.24,0
