Time (sec),AF Correction 1 (%),AF Learning 1 (%),AF Sens 1 Curr (mA),AF Sens 1 Ratio (AFR),AVCS Exh Table (°),AVCS In Table (°),Accel Position (%),Battery Volts (V),Boost Extended (psi),CL Fuel Target (AFR),CL Fuel Target Table (AFR),CPC Purge Valve Duty (%),Calculated Load (g/rev),Catalyst Temp (F),Comm Fuel Final (AFR),Coolant Temp (F),Dyn Adv Mult (DAM),Dynamic Adv (°),Dynamic Adv Base Table (°),Dynamic Adv Lrn (°),EGR Estimate (steps),Engine Start Mode (mode),Ethanol Final (%),Feedback Knock (°),Fine Knock Learn (°),Fuel Econ Corr (mult),Fuel Pressure (psi),Fuel Pressure Target (psi),Fuel Pump Duty (%),Gear Position (Gear),Ignition Timing (°),Inj Duty Cycle (%),Intake Temp (F),Knock Sum (count),MAF Corr Final (g/s),MAF Table (g/s),MAF Volts (V),Man Abs Press (psi),Oil Temp (F),Per Gear Boost (%),Primary Ign (°),RPM (RPM),Req Torque (Nm),TD Boost Error Ext (psi),TGV Map Ratio (mult),TPS Duty (%),TPS Volts Main (V),Target Boost Final Abs Ext (psi),Throttle Pos (%),Vehicle Speed (mph),Wastegate Duty (%),AP Info:[AP3-SUB-004 v1.7.4.2-17439][2016 USDM WRX MT COBB Custom Features Gen2][Reflash: _Stage 1 19psi.ptm - Realtime: _Stage 1 19psi.ptm]
66.816,0.00,7.03,2.62,22.20,0.00,-6.00,0.0,13.76,-11.12,14.61,14.60,0.0,0.06,1041.8,13.30,192,0.625,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,526,438,71.8,6,16.50,1.98,77,7,3.77,2.89,0.88,1.93,201,0.0,30.50,3091,0.00,1.10,1.000,-39.84,0.74,3.04,7.1,85,0.00,0
66.848,0.00,7.03,2.75,22.20,0.00,-6.00,0.0,13.76,-11.13,14.61,14.60,0.0,0.06,1042.3,13.25,192,0.625,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,531,438,71.8,6,16.50,1.95,77,7,3.73,3.19,0.88,1.93,201,0.0,30.00,3052,0.00,1.12,1.000,-32.81,0.74,3.05,7.1,85,0.00,0
66.870,0.00,7.03,2.75,22.20,0.00,-6.00,0.0,13.76,-11.13,14.61,14.60,0.0,0.06,1042.3,13.30,192,0.625,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,531,438,71.8,6,16.50,1.95,77,7,3.70,3.61,0.88,1.93,201,0.0,30.00,3023,0.00,1.13,1.000,-32.81,0.74,3.06,7.1,85,0.00,0
66.892,0.00,7.03,2.75,22.20,0.00,-6.00,0.0,13.76,-11.13,14.61,14.60,0.0,0.06,1042.3,13.30,192,0.625,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,536,438,71.8,6,16.50,1.92,77,7,3.68,4.01,0.98,1.93,201,0.0,30.00,2990,0.00,1.14,1.000,-39.84,0.74,3.07,6.7,85,0.00,0
66.920,0.00,7.03,2.75,22.20,0.00,-6.00,0.0,13.76,-11.13,14.61,14.60,0.0,0.06,1042.3,13.30,192,0.625,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,536,438,71.8,6,16.50,1.92,77,7,3.65,3.66,0.98,1.93,201,0.0,30.00,2954,0.00,1.15,1.000,-39.84,0.74,3.08,6.7,85,0.00,0
66.949,0.00,7.03,2.75,22.20,0.00,-6.00,1.6,13.84,-11.11,14.61,14.60,0.0,0.06,1042.3,13.30,192,0.625,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,541,438,71.8,6,16.50,1.89,77,7,3.62,3.12,0.94,1.93,201,0.0,29.50,2930,7.55,1.25,1.000,-32.03,0.74,3.17,6.7,85,0.00,0
66.979,0.00,7.03,2.75,22.20,0.00,-6.00,7.1,13.92,-11.11,14.61,14.60,0.0,0.06,1042.3,13.30,192,0.625,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,541,438,71.8,6,16.50,1.86,77,7,3.61,3.05,0.88,1.93,201,0.0,29.50,2898,17.98,2.10,1.000,-6.25,0.74,4.04,8.3,84,0.00,0
67.007,0.00,7.03,2.75,22.20,0.00,-6.00,12.5,13.92,-11.08,14.28,14.60,0.0,0.08,1042.3,13.34,192,0.625,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,506,438,71.8,6,16.50,1.86,77,7,3.81,4.44,0.88,2.01,201,0.0,29.50,2866,71.40,6.54,1.000,-6.25,0.74,8.50,8.3,84,0.00,0
67.038,0.00,7.03,2.75,22.20,0.00,-6.00,16.5,13.92,-10.92,14.28,14.60,0.0,0.08,1043.5,13.34,192,0.625,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,467,438,71.8,6,17.00,1.83,77,7,4.95,10.00,1.04,2.57,201,0.0,29.50,2876,109.74,8.40,1.000,42.97,0.86,10.43,16.1,84,0.00,0
67.059,0.00,7.03,2.88,22.20,0.00,-6.00,24.3,13.76,-10.32,14.28,14.60,0.0,0.13,1043.5,13.34,192,0.625,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,408,438,71.8,6,18.00,0.63,77,7,8.45,25.03,1.68,3.73,201,0.0,30.00,2995,168.60,12.90,1.000,45.31,1.14,15.63,21.7,84,0.00,0
67.085,0.00,7.03,2.88,22.20,0.00,-6.00,34.5,13.92,-9.30,14.28,14.60,0.0,0.23,1043.5,13.11,192,0.625,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,342,438,71.8,6,19.00,2.79,77,7,14.56,32.49,2.08,5.36,201,0.0,31.00,3264,236.69,15.45,1.000,59.38,1.38,18.82,29.1,84,2.75,0
67.113,0.00,7.03,2.88,22.20,6.85,-7.08,40.8,13.92,-8.03,14.28,14.60,0.0,0.34,1043.5,12.89,192,0.625,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,368,650,71.8,6,19.00,2.79,77,7,20.39,44.65,2.08,7.55,201,0.0,30.00,3276,261.05,17.86,1.000,59.38,1.38,22.07,29.1,84,2.75,0
67.138,0.00,7.03,2.88,22.20,15.21,-3.51,42.7,13.52,-5.97,14.28,14.60,0.0,0.54,1043.5,12.93,192,0.625,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,744,1115,71.8,6,19.50,4.77,77,7,30.97,64.32,2.58,10.24,201,0.0,27.00,3123,265.20,17.57,1.000,77.34,1.76,23.22,48.0,84,11.37,0
67.168,0.00,7.03,1.75,22.20,20.40,-1.46,42.4,13.60,-3.87,14.30,14.62,0.0,0.70,1044.6,13.11,192,0.625,0.00,0.35,0.00,3.0,0.0,0.0,0.00,0.00,1.000,1155,1447,71.8,6,18.50,5.85,77,7,36.23,65.90,2.72,11.72,201,0.0,23.50,3049,265.20,14.80,1.000,66.41,1.88,23.36,45.3,84,12.55,0
67.192,0.00,7.03,1.75,22.20,20.26,-0.58,42.7,13.60,-2.86,14.31,14.63,0.0,0.70,1044.6,13.11,192,0.625,0.00,0.35,0.00,4.0,0.0,0.0,0.00,0.00,1.000,1385,1447,71.8,6,18.50,5.85,77,7,37.10,56.75,2.72,11.96,201,0.0,23.50,3149,264.84,13.64,1.000,66.41,1.88,23.35,45.3,84,12.55,0
67.227,0.00,7.03,1.00,20.18,19.91,-1.05,42.7,13.28,-1.79,14.25,14.57,0.0,0.76,1044.6,13.11,192,0.625,0.70,1.41,0.00,4.0,0.0,0.0,0.00,0.00,1.000,1491,1672,71.8,6,18.50,5.43,77,7,42.80,56.05,2.50,12.78,201,0.0,23.00,3208,265.02,12.81,1.000,56.25,2.30,23.41,59.1,84,12.16,0
67.259,0.00,7.03,0.50,16.93,20.52,2.24,43.5,13.44,-1.15,14.09,14.41,0.0,0.83,1044.6,13.11,192,0.625,1.05,1.76,1.00,4.0,0.0,0.0,0.00,0.00,1.000,1644,1725,71.8,6,19.00,5.39,77,7,43.24,54.17,2.38,12.75,201,0.0,20.50,3156,266.81,11.83,1.000,-12.50,2.38,23.57,51.2,84,12.16,0
67.290,0.00,7.03,0.50,15.69,20.37,4.12,45.1,13.44,-0.62,14.11,14.43,0.0,0.83,1044.6,13.11,192,0.625,1.05,1.76,1.00,4.0,0.0,0.0,0.00,0.00,1.000,1701,1672,71.8,6,19.00,5.39,77,7,43.46,50.87,2.38,12.80,201,0.0,20.50,3078,269.64,11.45,1.000,-12.50,2.38,23.80,51.2,84,12.16,0
67.319,0.00,7.03,0.12,14.37,19.95,5.36,47.8,13.60,-0.29,14.30,14.62,0.0,0.87,1044.6,14.15,192,0.625,1.05,1.76,1.00,2.0,0.0,0.0,0.00,0.00,1.000,1676,1725,78.8,6,19.00,5.29,77,7,46.37,54.58,2.46,12.87,201,0.0,19.50,3148,273.85,11.54,1.000,53.12,2.28,24.12,56.3,84,13.73,0
67.337,0.00,7.03,0.00,14.54,19.52,7.59,49.8,13.60,0.02,14.29,14.61,0.0,0.91,1045.8,14.31,192,0.625,1.05,1.76,1.00,2.0,0.0,0.0,0.00,0.00,1.000,1668,1805,78.8,6,18.50,5.40,77,7,48.47,56.40,2.56,13.02,201,0.0,18.00,3148,276.89,11.64,1.000,72.66,2.92,24.46,82.3,84,15.29,0
67.366,0.00,7.03,0.00,14.36,19.32,10.10,49.8,13.60,0.30,14.28,14.60,0.0,0.93,1045.8,14.31,192,0.625,1.05,2.11,1.00,2.0,0.0,0.0,0.00,0.00,1.000,1715,1805,78.8,6,18.50,5.40,77,7,49.24,56.05,2.56,13.54,201,0.0,17.50,3112,277.21,11.25,1.000,72.66,2.92,24.60,82.3,84,15.29,0
67.394,0.00,7.03,-0.12,14.36,19.50,10.01,49.8,13.60,0.60,14.28,14.60,0.0,0.94,1045.8,14.31,192,0.625,1.05,2.11,1.00,2.0,0.0,0.0,0.00,0.00,1.000,1675,1805,78.8,6,17.50,5.31,77,7,50.70,56.05,2.60,14.02,201,0.0,17.50,3126,277.14,11.02,1.000,32.81,3.32,24.60,83.1,84,16.08,0
67.409,0.78,7.03,-0.12,14.52,17.79,11.81,49.8,13.52,0.76,14.28,14.60,0.0,0.96,1045.8,14.31,192,0.625,1.05,2.11,1.00,2.0,0.0,0.0,0.00,0.00,1.000,1766,1884,78.8,6,17.50,5.37,77,7,52.42,56.40,2.50,14.30,201,0.0,17.00,3146,277.34,10.91,1.000,45.31,3.36,24.63,85.0,84,16.08,0
67.441,0.78,7.03,-0.12,14.58,16.40,13.97,50.6,13.52,0.90,14.28,14.60,0.0,1.01,1045.8,14.31,192,0.625,1.05,2.11,1.00,2.0,0.0,0.0,0.00,0.00,1.000,1862,1938,78.8,6,17.50,5.37,77,7,53.26,57.28,2.50,14.53,201,0.0,16.00,3126,278.76,10.84,1.000,45.31,3.36,24.72,85.0,84,16.08,0
67.464,1.56,7.03,0.00,14.63,16.73,14.53,51.0,13.36,1.04,14.28,14.60,0.0,1.03,1045.8,14.31,192,0.625,0.00,2.46,1.00,2.0,0.0,0.0,-1.41,0.00,1.000,1851,1991,78.8,6,14.50,5.98,77,8,54.22,59.77,2.50,14.51,201,0.0,15.00,3112,279.18,10.74,1.000,19.53,3.80,24.79,100.0,84,16.86,0
67.500,1.56,7.03,-0.12,14.38,15.00,16.04,50.6,13.52,1.22,14.28,14.60,0.0,1.05,1046.9,14.31,192,0.625,0.00,2.46,1.00,2.0,0.0,0.0,-1.41,0.00,1.000,1954,1991,78.8,6,14.50,6.02,77,8,55.93,64.96,2.54,14.51,201,0.0,15.00,3151,278.81,10.55,1.000,32.03,3.90,24.82,100.0,84,16.86,0
67.525,1.56,7.03,-0.12,14.38,15.00,16.14,50.6,13.52,1.43,14.28,14.60,0.0,1.07,1046.9,14.31,192,0.625,0.00,2.46,1.00,2.0,0.0,0.0,-1.41,0.00,1.000,1929,1991,78.8,6,14.50,6.02,77,8,56.38,60.43,2.54,14.50,201,0.0,14.00,3135,278.81,10.39,1.000,32.03,3.90,24.82,100.0,84,16.86,0
67.557,0.78,7.03,-0.12,14.35,15.00,18.01,50.6,13.36,1.80,14.19,14.51,0.0,1.11,1046.9,14.31,192,0.625,0.00,2.46,1.00,2.0,0.0,0.0,-1.41,0.00,1.000,1941,1991,78.8,6,14.00,6.02,77,8,57.50,67.80,2.68,14.78,201,0.0,13.50,3116,278.83,10.18,1.000,36.72,3.92,24.79,100.0,84,16.86,0
67.586,1.56,7.03,-0.12,14.38,15.00,17.96,50.6,13.52,2.15,14.19,14.51,0.0,1.11,1046.9,14.20,192,0.625,0.00,2.46,1.00,2.0,0.0,0.0,-1.41,0.00,1.000,1997,1991,78.8,6,13.00,5.98,77,8,58.59,72.52,2.82,15.28,201,0.0,13.00,3128,278.75,9.68,1.000,35.94,3.94,24.77,100.0,84,16.86,0
67.615,2.34,7.03,-0.12,14.38,15.00,19.20,50.6,13.52,2.45,14.11,14.43,0.0,1.15,1046.9,14.20,192,0.625,0.00,2.46,1.00,2.0,0.0,0.0,-1.41,0.00,1.000,1915,1991,78.8,6,11.50,6.03,77,8,60.83,73.54,2.80,15.82,201,0.0,12.50,3143,278.56,9.39,1.000,34.38,3.94,24.78,100.0,84,16.47,0
67.631,2.34,7.03,-0.12,14.43,15.00,19.17,50.6,13.52,2.61,14.11,14.43,0.0,1.16,1046.9,14.15,192,0.625,0.00,2.46,1.00,2.0,0.0,0.0,-1.41,0.00,1.000,1857,1991,78.8,6,11.50,6.03,77,8,61.03,69.81,2.80,16.23,201,0.0,11.50,3136,278.49,9.18,1.000,34.38,3.94,24.77,100.0,84,16.47,0
67.647,3.12,7.03,-0.12,14.46,15.00,20.65,50.6,13.44,2.88,14.02,14.34,0.0,1.20,1048.0,14.15,192,0.625,0.00,2.46,1.00,2.0,0.0,0.0,-1.41,0.00,1.000,1953,1991,78.8,6,10.50,6.69,77,8,63.46,75.91,2.74,16.64,201,0.0,11.50,3140,278.24,8.97,1.000,8.59,3.78,24.74,93.3,84,16.47,0
67.676,3.12,7.03,-0.12,14.35,15.00,23.55,50.6,13.44,3.12,13.85,14.17,0.0,1.22,1048.0,13.94,192,0.625,0.00,2.46,1.00,2.0,0.0,0.0,-1.41,0.00,1.000,2032,1991,78.8,6,10.50,6.69,77,8,64.01,79.46,2.74,16.72,201,0.0,11.00,3136,278.26,8.66,1.000,8.59,3.78,24.74,93.3,84,16.47,0
67.706,3.91,7.03,-0.12,14.29,15.00,23.55,50.6,13.44,3.26,13.85,14.17,0.0,1.27,1048.0,13.89,192,0.625,0.00,2.46,1.00,2.0,0.0,0.0,-1.41,0.00,1.000,2094,1991,78.8,6,9.00,6.69,77,8,66.95,83.62,2.78,16.73,201,0.0,9.50,3131,278.40,8.51,1.000,57.03,3.62,24.76,93.7,84,16.47,0
67.737,3.91,7.03,-0.25,14.06,15.00,25.00,50.6,13.52,3.63,13.80,14.08,0.0,1.31,1048.0,14.20,192,0.625,0.35,2.81,1.00,2.0,0.0,0.0,-1.41,0.00,1.000,2091,1991,78.8,6,8.00,7.35,77,8,68.48,86.12,2.86,16.84,201,0.0,9.00,3133,278.39,8.14,1.000,30.47,3.74,24.75,94.9,84,16.47,0
67.768,3.91,7.03,-0.25,13.89,15.00,25.00,50.6,13.52,3.84,13.60,13.85,0.0,1.32,1048.0,14.09,192,0.625,-1.76,2.81,1.00,2.0,0.0,0.0,-1.41,-2.11,1.000,2089,1991,78.8,6,8.00,7.35,77,8,69.64,76.30,2.86,16.98,201,0.0,8.50,3146,278.31,7.90,1.000,30.47,3.74,24.75,94.9,84,16.47,0
67.790,3.12,7.03,-0.38,13.82,15.00,25.00,50.6,13.52,4.28,13.39,13.63,0.0,1.36,1048.0,13.89,192,0.625,-1.76,2.81,-0.50,2.0,0.0,0.0,-1.41,-2.11,1.000,2081,1991,78.8,6,5.50,7.38,77,8,71.07,75.51,3.02,17.46,201,0.0,8.00,3138,278.36,7.63,1.000,46.88,3.74,24.76,96.9,84,16.47,0
67.818,3.91,7.03,-0.38,13.79,15.00,25.00,50.6,13.44,4.73,13.41,13.63,0.0,1.40,1049.2,13.68,192,0.625,-1.76,2.81,-0.50,2.0,0.0,0.0,-1.41,-2.11,1.000,2044,1991,78.8,6,5.00,7.36,77,8,74.41,83.62,3.02,18.11,201,0.0,7.50,3131,278.40,7.33,1.000,21.09,3.80,24.75,94.9,84,16.47,0
67.845,3.91,7.03,-0.38,13.84,15.00,25.00,50.6,13.44,4.99,13.00,13.18,0.0,1.45,1049.2,13.68,192,0.625,-1.76,2.81,-0.50,2.0,0.0,0.0,-1.41,-2.11,1.000,2020,1991,78.8,6,5.00,7.36,77,8,75.47,80.27,3.02,18.55,201,0.0,6.50,3133,278.50,6.72,1.000,21.09,3.80,24.76,94.9,84,16.47,0
67.876,6.25,7.03,-0.38,13.63,15.00,25.00,50.6,13.68,5.31,12.79,12.95,0.0,1.49,1049.2,13.20,192,0.625,-1.76,2.81,-0.50,2.0,0.0,0.0,-1.41,-2.11,1.000,1972,1991,78.8,6,3.00,8.71,77,8,81.13,88.86,2.94,19.12,201,0.0,6.00,3142,278.34,6.49,1.000,21.09,3.70,24.76,91.7,84,16.47,0
67.903,7.03,7.03,-0.62,13.23,15.00,25.00,50.6,13.60,5.64,12.37,12.50,0.0,1.56,1049.2,12.76,192,0.625,-1.76,3.16,-0.50,2.0,0.0,0.0,-1.41,-2.11,1.000,1969,1991,78.8,6,2.00,9.37,77,8,82.10,93.13,2.98,19.36,202,0.0,5.00,3138,278.59,6.18,1.000,17.97,3.52,24.77,87.0,84,16.47,0
67.931,6.25,7.03,-1.00,12.75,15.00,25.00,50.6,13.52,5.83,12.39,12.50,0.0,1.59,1049.2,12.50,192,0.625,-1.76,3.16,-0.50,2.0,0.0,0.0,-1.41,-2.11,1.000,2032,1991,78.8,6,0.50,10.07,77,8,83.55,86.93,2.96,19.36,202,0.0,4.50,3146,278.54,5.99,1.000,46.09,3.50,24.78,88.6,84,16.47,0
67.957,6.25,7.03,-1.00,12.06,15.00,25.00,50.6,13.52,6.17,12.21,12.29,0.0,1.64,1049.2,12.50,192,0.625,-1.41,3.16,-0.50,2.0,0.0,0.0,-1.05,-2.11,1.000,2035,1991,78.8,6,0.50,10.07,77,8,87.28,100.26,2.96,19.42,202,0.0,3.50,3135,278.60,5.83,1.000,46.09,3.50,24.79,88.6,84,16.47,0
67.988,3.12,5.47,-1.50,11.72,15.00,25.00,50.6,13.68,6.68,12.12,12.19,0.0,1.73,1050.3,12.30,192,0.625,-1.05,3.52,-0.50,2.0,0.0,0.0,-1.05,-2.11,1.000,2036,1991,78.8,6,-0.50,10.71,77,8,91.50,95.06,3.06,19.85,202,0.0,2.00,3146,278.58,5.29,1.000,2.34,3.50,24.78,86.2,84,16.47,0
68.032,0.78,4.69,-1.75,11.50,15.00,25.00,50.6,13.76,7.33,11.97,12.01,0.0,1.84,1050.3,11.98,192,0.625,-1.05,3.87,0.00,2.0,0.0,0.0,-1.05,-2.11,1.000,2033,1991,78.8,6,-2.00,10.75,77,8,96.62,102.90,3.16,20.74,202,0.0,0.50,3141,278.54,4.63,1.000,20.31,3.44,24.78,85.0,84,16.47,0
68.059,0.78,4.69,-1.75,11.59,15.00,25.72,50.6,13.60,7.80,11.88,11.92,0.0,1.85,1050.3,11.91,192,0.625,-1.05,3.87,0.00,2.0,0.0,0.0,-1.05,-2.11,1.000,2051,1991,78.8,6,-3.50,12.03,77,8,97.33,93.90,3.14,21.50,202,0.0,0.50,3130,278.41,4.21,1.000,42.19,3.42,24.77,85.4,84,16.86,0
68.092,0.78,4.69,-1.75,11.47,15.00,25.81,50.6,13.60,8.05,11.87,11.92,0.0,1.90,1050.3,11.91,192,0.625,-1.05,3.87,0.00,2.0,0.0,0.0,-1.05,-2.11,1.000,1963,1991,78.8,6,-3.50,12.03,77,8,99.48,108.12,3.14,21.89,202,0.0,0.50,3138,278.48,3.66,1.000,42.19,3.42,24.77,85.4,84,16.86,0
68.126,0.78,5.47,-1.88,11.06,15.00,27.09,50.6,13.68,8.46,11.82,11.88,0.0,1.91,1050.3,11.87,192,0.625,-1.05,3.87,0.00,2.0,0.0,0.0,-1.05,-2.11,1.000,2000,1991,78.8,6,-4.00,12.72,77,8,101.04,102.90,3.14,22.31,202,0.0,0.50,3148,278.30,3.26,1.000,45.31,3.48,24.77,89.0,84,17.25,0
68.153,-2.34,6.25,-2.12,11.05,15.00,27.27,50.6,13.60,8.84,11.82,11.88,0.0,1.95,1051.4,11.83,192,0.625,-1.05,3.87,0.00,2.0,0.0,0.0,-1.05,-2.11,1.000,2014,1991,78.8,6,-4.00,12.75,77,8,103.46,112.39,3.12,22.20,202,0.0,0.00,3147,278.31,3.06,1.000,53.12,3.50,24.76,88.6,84,17.65,0
68.178,-2.34,6.25,-2.12,10.94,15.00,27.91,50.6,13.76,9.13,11.79,11.85,0.0,1.99,1051.4,11.80,192,0.625,-1.05,3.87,0.00,2.0,0.0,0.0,-1.05,-2.11,1.000,1932,1991,78.8,6,-4.50,12.77,77,8,104.80,102.90,3.22,22.31,202,0.0,0.00,3145,278.21,2.85,1.000,11.72,3.54,24.77,87.8,84,17.65,0
68.194,-2.34,6.25,-2.12,10.96,15.00,28.72,50.6,13.76,9.45,11.77,11.84,0.0,2.02,1051.4,11.80,192,0.625,-1.05,3.87,0.00,2.0,0.0,0.0,-1.05,-2.11,1.000,1978,1991,78.8,6,-4.50,12.77,77,8,105.83,103.78,3.22,22.57,202,0.0,0.00,3142,278.34,2.34,1.000,11.72,3.54,24.76,87.8,84,17.65,0
68.234,-3.12,6.25,-2.12,11.04,15.00,28.81,50.6,13.76,10.00,11.76,11.83,0.0,2.03,1051.4,11.80,192,0.625,-1.05,3.87,0.00,2.0,0.0,0.0,-1.05,-2.11,1.000,1885,1991,78.8,6,-4.50,12.74,77,8,107.29,107.27,3.28,23.30,202,0.0,0.00,3154,278.15,1.72,1.000,16.41,3.48,24.77,86.6,84,17.25,0
68.263,-3.12,6.25,-2.12,11.04,15.00,29.36,50.2,13.68,10.29,11.74,11.82,0.0,2.04,1051.4,11.76,192,0.625,-1.05,3.87,0.00,2.0,0.0,0.0,-1.05,-2.11,1.000,1844,1991,78.8,6,-4.50,13.45,77,8,107.18,104.22,3.28,23.88,202,0.0,0.00,3151,277.96,1.47,1.000,11.72,3.52,24.75,87.4,84,16.47,0
68.294,-3.12,6.25,-2.00,11.17,15.00,28.81,50.2,13.68,10.47,11.75,11.83,0.0,2.06,1052.5,11.76,192,0.625,-1.05,3.87,0.00,2.0,0.0,0.0,-1.05,-2.11,1.000,1960,1991,78.8,6,-4.50,13.48,77,8,108.71,112.81,3.24,24.19,202,0.0,0.00,3152,277.73,1.27,1.000,53.91,3.36,24.73,83.9,84,16.08,0
68.325,-3.12,6.25,-2.00,11.15,15.00,29.45,50.2,13.68,10.52,11.74,11.82,0.0,2.06,1052.5,11.76,192,0.625,-1.05,3.87,0.00,2.0,0.0,0.0,-1.05,-2.11,1.000,1804,1991,78.8,6,-4.50,13.48,77,8,108.26,105.55,3.24,24.13,202,0.0,0.00,3147,277.65,1.13,1.000,53.91,3.36,24.70,83.9,84,16.08,0
68.355,-3.12,6.25,-2.12,11.29,15.00,29.45,50.2,13.52,10.53,11.73,11.81,0.0,2.04,1052.5,11.76,192,0.625,-1.05,3.87,0.00,2.0,0.0,0.0,-1.05,-2.11,1.000,1975,1991,78.8,6,-5.00,14.10,77,8,107.67,111.96,3.14,23.64,202,0.0,0.00,3155,277.50,1.10,1.000,30.47,3.36,24.70,83.1,84,16.08,0
68.372,-2.34,6.25,-2.00,11.27,15.00,29.36,49.8,13.76,10.62,11.74,11.82,0.0,2.06,1052.5,11.76,192,0.625,-1.05,3.87,0.00,2.0,0.0,0.0,-1.05,-2.11,1.000,2027,1991,78.8,6,-4.50,13.42,77,8,108.11,109.83,3.20,23.55,202,0.0,0.00,3150,277.56,1.06,1.000,21.88,3.36,24.70,83.1,84,16.08,0
68.394,-2.34,6.25,-2.00,11.22,15.00,29.45,49.8,13.76,10.66,11.73,11.81,0.0,2.06,1052.5,11.76,192,0.625,-1.05,3.87,0.00,2.0,0.0,0.0,-1.05,-2.11,1.000,1849,1991,78.8,6,-4.50,13.42,77,8,108.10,105.99,3.20,23.58,202,0.0,0.00,3153,277.40,1.00,1.000,21.88,3.36,24.68,83.1,84,16.08,0
68.431,-3.12,6.25,-2.00,11.32,15.00,29.36,50.2,13.68,10.77,11.73,11.81,0.0,2.06,1052.5,11.76,192,0.625,-1.05,3.87,0.00,2.0,0.0,0.0,-1.05,-2.11,1.000,1878,1991,78.8,6,-4.50,12.78,77,8,108.67,105.99,3.28,23.76,202,0.0,0.00,3158,277.48,0.88,1.000,38.28,3.34,24.70,83.1,84,15.69,0
68.455,-2.34,6.25,-1.88,11.35,15.00,29.45,50.2,13.76,10.89,11.73,11.81,0.0,2.06,1053.6,11.76,192,0.625,-1.05,3.87,0.00,2.0,0.0,0.0,-1.05,-2.11,1.000,1938,1991,78.8,6,-4.50,13.45,77,8,108.42,112.39,3.24,23.99,202,0.0,0.00,3154,277.50,0.82,1.000,24.22,3.36,24.70,83.1,85,15.69,0
68.476,-2.34,6.25,-1.88,11.38,15.00,29.36,50.2,13.76,10.88,11.73,11.81,0.0,2.04,1053.6,11.76,192,0.625,-0.70,3.87,0.00,2.0,0.0,0.0,-0.70,-2.11,1.000,1905,1991,78.8,6,-4.50,13.45,77,8,107.96,103.34,3.24,24.15,202,0.0,0.00,3155,277.50,0.77,1.000,24.22,3.36,24.70,83.1,85,15.69,0
68.506,-3.12,6.25,-1.88,11.38,15.00,29.27,50.2,13.84,10.69,11.73,11.81,0.0,2.04,1053.6,11.76,192,0.625,-0.70,3.87,0.00,2.0,0.0,0.0,-0.70,-2.11,1.000,1958,1991,78.8,6,-4.00,14.13,77,8,107.57,103.78,3.16,24.13,202,0.0,0.00,3160,277.58,0.89,1.000,32.03,3.34,24.72,83.1,85,15.69,0
68.535,-3.91,6.25,-2.00,11.37,15.00,28.81,50.2,13.60,10.62,11.76,11.83,0.0,2.02,1053.6,11.76,192,0.625,-0.70,3.87,0.00,2.0,0.0,0.0,-0.70,-2.11,1.000,1972,1991,78.8,6,-4.00,13.50,77,8,106.88,110.25,3.14,23.62,202,0.0,0.00,3165,277.54,0.99,1.000,49.22,3.36,24.72,83.5,85,16.08,0
68.551,-3.91,6.25,-2.00,11.47,15.00,28.72,50.2,13.60,10.52,11.76,11.83,0.0,2.03,1053.6,11.76,192,0.625,-0.70,3.87,0.00,2.0,0.0,0.0,-0.70,-2.11,1.000,2069,1991,78.8,6,-4.00,13.50,77,8,106.87,106.84,3.14,23.36,202,0.0,0.00,3154,277.60,1.11,1.000,49.22,3.36,24.72,83.5,85,16.08,0
68.583,-3.12,6.25,-1.88,11.44,15.00,28.81,50.2,13.76,10.45,11.76,11.83,0.0,2.03,1053.6,11.76,192,0.625,-0.70,3.87,0.00,2.0,0.0,0.0,-0.70,-2.11,1.000,2101,1991,78.8,6,-4.00,12.81,77,8,106.70,102.02,3.20,23.30,202,0.0,0.00,3159,277.69,1.16,1.000,42.97,3.36,24.71,83.9,85,16.08,0
68.614,-3.12,6.25,-1.75,11.52,15.00,28.63,50.2,13.68,10.48,11.76,11.83,0.0,2.00,1053.6,11.76,192,0.625,-0.70,3.87,0.00,2.0,0.0,0.0,-0.70,-2.11,1.000,2002,1991,78.8,6,-4.00,12.80,77,8,105.80,109.40,3.24,23.19,202,0.0,0.00,3158,277.69,1.20,1.000,35.16,3.38,24.72,83.9,85,16.47,0
