Time (sec),AF Correction 1 (%),AF Learning 1 (%),AF Sens 1 Ratio (AFR),AVCS Exh Left (°),AVCS Exh Right (°),AVCS In Left (°),AVCS In Right (°),Accel Position (%),Baro Pressure (psi),Boost Extended (psi),CL Fuel Target (AFR),Calculated Load Ext (g/rev),Closed Loop Sw (on/off),Comm Fuel Final (AFR),Coolant Temp (F),Dyn Adv Mult (DAM),Ethanol Final (%),Feedback Knock (°),Fine Knock Learn (°),Fuel Pressure (psi),Fuel Pressure Target (psi),Fuel Pump Duty (%),Gear Position (Gear),Ignition Timing (°),Inj Duty Cycle (%),Intake Temp (F),Intake Temp Manifold (F),KS Noise Cyl 1 (raw),KS Noise Cyl 2 (raw),KS Noise Cyl 3 (raw),KS Noise Cyl 4 (raw),Limits Boost Table Base Rel SL Ext (psi),MAF Corr Final (g/s),MAF Table (g/s),MAF Volts (V),Man Abs Press (psi),Oil Temp (F),RPM (RPM),Req Torque (Nm),Roughness Cyl 1 (count),Roughness Cyl 2 (count),Roughness Cyl 3 (count),Roughness Cyl 4 (count),Sns Only TGV R (raw),TGV Map Ratio (mult),Target Boost Final Abs Ext (psi),Throttle Pos (%),Wastegate Duty (%),AP Info:[AP3-SUB-004 v1.7.4.2-17441][2016 USDM WRX MT COBB Custom Features Gen2][Reflash: 2016 WRX 91 - 01.ptm - Realtime: 2016 WRX 91 - 01.ptm]
14.485,3.12,2.34,11.42,21,21,25,26,100.0,13.05,10.90,11.53,1.96,on,11.54,198,1.000,0.0,0.00,0.00,2147,2150,78.8,3,-2.00,13.30,111,104,1349,1121,1241,524,22.0,102.23,104.22,3.20,24.16,211,3124,350.00,0,0,0,0,7.56,1.000,34.30,100.0,51.37,0
14.516,3.12,2.34,11.36,21,21,25,26,100.0,13.05,10.92,11.51,1.97,on,11.54,198,1.000,0.0,0.00,0.00,2131,2150,78.8,3,-2.00,13.30,111,104,1349,666,1241,1047,22.0,102.44,104.22,3.20,24.21,211,3126,350.00,0,0,0,0,7.57,1.000,34.30,100.0,51.37,0
14.536,2.34,2.34,11.29,21,21,25,26,100.0,13.05,10.83,11.54,1.97,on,11.54,198,1.000,0.0,0.00,0.00,2203,2150,78.8,3,-2.00,12.67,111,104,960,861,754,1047,22.0,103.04,105.55,3.12,24.20,211,3134,350.00,0,0,0,0,7.57,1.000,34.30,100.0,51.37,0
14.560,1.56,2.34,11.38,21,21,25,25,100.0,13.05,10.74,11.53,1.97,on,11.54,198,1.000,0.0,0.00,0.00,2227,2150,78.8,3,-2.50,12.70,111,104,1288,861,754,1064,22.0,103.14,102.02,3.10,24.06,211,3142,350.00,0,0,0,0,7.57,1.000,34.30,100.0,51.76,0
14.590,1.56,2.34,11.47,21,21,25,25,100.0,13.05,10.68,11.53,1.95,on,11.54,198,1.000,0.0,0.00,0.00,2104,2150,78.8,3,-2.50,12.70,109,104,1288,925,844,1072,22.0,103.71,104.66,3.10,23.80,211,3164,350.00,0,0,0,0,7.57,1.000,34.30,100.0,51.76,0
14.618,2.34,2.34,11.57,20,20,24,25,100.0,13.05,10.69,11.51,1.94,on,11.54,198,1.000,0.0,0.00,0.00,2072,2150,78.8,3,-2.00,12.18,111,104,986,925,999,1072,22.0,102.82,97.39,3.18,23.49,211,3174,350.00,0,0,0,0,7.56,1.000,34.30,100.0,51.76,0
14.661,3.12,2.34,11.64,20,20,24,25,100.0,13.05,10.76,11.53,1.96,on,11.54,198,1.000,0.0,0.00,0.00,2111,2150,78.8,3,-2.00,12.21,111,104,1099,1169,1932,708,22.0,103.62,102.90,3.20,23.65,211,3181,350.00,0,0,0,0,7.57,1.000,34.30,100.0,51.76,0
14.668,3.12,2.34,11.64,20,20,24,25,100.0,13.05,10.88,11.53,1.96,on,11.54,198,1.000,0.0,0.00,0.00,2214,2150,78.8,3,-2.00,12.21,111,104,1099,1045,1932,1188,22.0,103.89,99.38,3.20,23.92,211,3182,350.00,0,0,0,0,7.57,1.000,34.30,100.0,51.76,0
14.693,3.91,2.34,11.52,20,20,24,25,100.0,13.05,10.86,11.53,1.94,on,11.54,198,1.000,0.0,0.00,0.00,2194,2150,78.8,3,-2.00,12.92,111,104,1729,1045,777,1188,22.0,104.00,105.11,3.16,24.21,211,3192,350.00,0,0,0,0,7.56,1.000,34.30,100.0,51.76,0
14.705,3.91,2.34,11.58,20,20,24,25,100.0,13.05,10.85,11.51,1.94,on,11.54,198,1.000,0.0,0.00,0.00,2087,2150,78.8,3,-2.00,12.92,111,104,1736,1614,777,1092,22.0,103.89,103.34,3.16,24.23,211,3206,350.00,0,0,0,0,7.57,1.000,34.30,100.0,51.76,0
14.740,3.12,2.34,11.57,20,20,24,25,100.0,13.05,10.72,11.51,1.95,on,11.51,198,1.000,0.0,0.00,0.00,2216,2150,78.8,3,-2.00,13.01,109,104,1736,1265,1017,1092,22.0,104.58,105.55,3.10,23.68,211,3215,350.00,0,0,0,0,7.57,1.000,34.30,100.0,51.76,0
14.755,3.12,2.34,11.51,20,20,23,25,100.0,13.05,10.66,11.51,1.94,on,11.51,198,1.000,0.0,0.00,0.00,2127,2203,78.8,3,-2.00,12.38,111,104,1015,652,727,566,22.0,104.28,103.34,3.18,23.46,211,3225,350.00,0,0,0,0,7.57,1.000,34.30,100.0,51.76,0
14.784,3.12,2.34,11.53,20,20,23,25,100.0,13.05,10.72,11.51,1.94,on,11.51,198,1.000,0.0,0.00,0.00,2226,2203,78.8,3,-2.00,12.38,111,104,1995,652,727,897,22.0,105.49,103.34,3.18,23.55,211,3230,350.00,0,0,0,0,7.57,1.000,34.30,100.0,51.76,0
14.813,3.91,2.34,11.50,20,20,23,25,100.0,13.05,10.84,11.49,1.98,on,11.51,198,1.000,0.0,0.00,0.00,2088,2203,78.8,3,-2.00,13.13,109,104,1995,1103,915,897,22.0,102.72,103.34,3.26,23.86,211,3236,350.00,0,0,0,0,7.56,1.000,34.30,100.0,51.76,0
14.828,3.91,2.34,11.47,20,20,23,25,100.0,13.05,10.88,11.51,1.94,on,11.51,198,1.000,0.0,0.00,0.00,2105,2203,78.8,3,-2.00,13.13,109,104,1435,1103,2131,640,22.0,105.35,108.12,3.26,24.20,211,3257,350.00,0,0,0,0,7.57,1.000,34.30,100.0,51.76,0
14.852,3.91,2.34,11.43,20,19,23,25,100.0,13.05,10.76,11.51,1.97,on,11.51,198,1.000,0.0,0.00,0.00,2255,2203,78.8,3,-1.50,13.20,109,104,1435,752,2131,1125,22.0,107.27,105.11,3.12,24.23,211,3272,350.00,0,0,0,0,7.56,1.000,34.30,100.0,51.76,0
14.887,3.12,2.34,11.44,19,19,23,25,100.0,13.05,10.75,11.49,1.94,on,11.51,198,1.000,0.0,0.00,0.00,2218,2203,78.8,3,-1.50,13.27,109,104,1000,1170,494,669,22.0,104.82,110.25,3.16,23.46,211,3278,350.00,0,0,0,0,7.57,1.000,34.30,100.0,51.76,0
14.911,3.12,2.34,11.28,19,19,23,25,100.0,13.05,10.78,11.49,1.95,on,11.51,198,1.000,0.0,0.00,0.00,2113,2203,78.8,3,-1.50,13.27,109,104,722,1170,1424,669,22.0,104.82,101.58,3.16,23.55,211,3277,350.00,0,0,0,0,7.57,1.000,34.30,100.0,51.76,0
14.941,2.34,2.34,11.43,19,19,23,24,100.0,13.05,10.89,11.51,1.94,on,11.51,198,1.000,0.0,0.00,0.00,2279,2203,78.8,3,-1.00,12.58,109,104,1531,993,1424,796,22.0,106.15,102.46,3.12,24.23,211,3287,350.00,0,0,0,0,7.57,1.000,34.30,100.0,51.76,0
14.956,1.56,2.34,11.40,19,19,23,24,100.0,13.05,10.79,11.47,1.92,on,11.51,198,1.000,0.0,0.00,0.00,2145,2203,78.8,3,-1.00,12.66,109,104,1099,778,1019,1602,22.0,106.30,104.22,3.08,23.88,211,3307,350.00,0,0,0,0,7.57,1.000,34.30,100.0,51.76,0
14.983,1.56,2.34,11.37,19,19,23,24,100.0,13.05,10.82,11.49,1.91,on,11.51,198,1.000,0.0,0.00,0.00,2161,2203,78.8,3,-1.00,12.66,109,104,1099,1749,1012,1602,22.0,105.95,99.38,3.08,23.46,211,3323,350.00,0,0,0,0,7.57,1.000,34.30,100.0,51.76,0
15.014,2.34,2.34,11.48,18,18,23,24,100.0,13.05,10.93,11.49,1.88,on,11.51,198,1.000,0.0,0.00,0.00,2100,2203,78.8,3,-1.00,12.76,109,104,861,1749,939,790,22.0,104.35,106.41,3.20,23.96,211,3327,350.00,0,0,0,0,7.57,1.000,34.30,100.0,52.16,0
15.044,2.34,2.34,11.44,18,18,23,24,100.0,13.05,10.91,11.49,1.93,on,11.51,198,1.000,0.0,0.00,0.00,2106,2203,78.8,3,-1.00,12.79,109,104,1668,747,939,1130,22.0,105.16,104.22,3.16,24.27,211,3330,350.00,0,0,0,0,7.57,1.000,34.30,100.0,52.16,0
15.059,2.34,2.34,11.41,18,18,23,24,100.0,13.05,10.73,11.49,1.93,on,11.51,198,1.000,0.0,0.00,0.00,2131,2203,78.8,3,-1.00,12.79,109,104,1668,1654,1147,1130,22.0,106.09,103.34,3.16,23.99,211,3335,350.00,0,0,0,0,7.57,1.000,34.30,100.0,52.16,0
15.090,2.34,2.34,11.51,18,18,23,24,100.0,13.05,10.80,11.49,1.91,on,11.51,198,1.000,0.0,0.00,0.00,2181,2203,78.8,3,-1.00,12.81,109,104,2785,1654,1393,716,22.0,106.49,110.25,3.16,23.50,211,3347,350.00,0,0,0,0,7.57,1.000,34.30,100.0,52.16,0
15.120,2.34,2.34,11.61,18,18,23,24,100.0,13.05,10.96,11.47,1.90,on,11.47,198,1.000,0.0,0.00,0.00,2122,2203,78.8,3,-1.00,12.81,109,104,1112,816,1393,502,22.0,107.02,103.78,3.16,24.12,211,3361,350.00,0,0,0,0,7.57,1.000,34.30,100.0,52.16,0
15.135,3.12,2.34,11.53,18,18,22,24,100.0,13.05,10.81,11.47,1.92,on,11.47,198,1.000,0.0,0.00,0.00,2136,2203,78.8,3,-0.50,12.91,109,104,1112,1363,1606,1116,22.0,108.36,111.96,3.16,23.78,211,3376,350.00,0,0,0,0,7.57,1.000,34.30,100.0,52.16,0
15.161,3.12,2.34,11.44,18,18,22,24,100.0,13.05,10.83,11.47,1.90,on,11.47,198,1.000,0.0,0.00,0.00,2111,2203,78.8,3,-1.00,12.99,109,104,564,1364,593,1116,22.0,107.30,102.02,3.24,23.47,211,3388,350.00,0,0,0,0,7.56,1.000,34.30,100.0,52.16,0
15.192,2.34,2.34,11.43,18,18,22,23,100.0,13.05,10.98,11.47,1.87,on,11.47,198,1.000,0.0,0.00,0.00,2140,2203,78.8,3,-0.50,13.00,109,104,987,1364,983,721,22.0,106.49,105.99,3.20,24.19,211,3386,350.00,0,0,0,0,7.57,1.000,34.30,100.0,52.16,0
15.222,2.34,2.34,11.41,18,18,22,23,100.0,13.05,10.90,11.47,1.90,on,11.47,198,1.000,0.0,0.00,0.00,2109,2203,78.8,3,-0.50,13.00,109,104,1717,439,983,1171,22.0,106.21,107.69,3.20,24.23,211,3387,350.00,0,0,0,0,7.57,1.000,34.30,100.0,52.16,0
15.254,1.56,3.12,11.49,18,17,22,23,100.0,13.05,10.87,11.47,1.87,on,11.51,198,1.000,0.0,0.00,0.00,2233,2203,78.8,3,-0.50,13.04,109,104,1717,874,675,539,22.0,107.17,107.69,3.12,23.44,211,3404,350.00,0,0,0,0,7.56,1.000,34.30,100.0,52.16,0
15.284,2.34,3.91,11.40,17,17,22,23,100.0,13.05,11.00,11.47,1.88,on,11.47,198,1.000,0.0,0.00,0.00,2116,2203,78.8,3,-0.50,13.14,109,104,925,975,1385,837,22.0,106.24,100.70,3.10,24.39,211,3421,350.00,0,0,0,0,7.57,1.000,34.30,100.0,52.16,0
15.315,2.34,3.91,11.48,17,17,22,23,100.0,13.05,10.92,11.47,1.86,on,11.47,198,1.000,0.0,0.00,0.00,2191,2203,78.8,3,-0.50,13.14,109,104,1258,973,1815,837,22.0,108.28,106.41,3.10,24.29,211,3445,350.00,0,0,0,0,7.57,1.000,34.30,100.0,52.16,0
15.347,2.34,3.91,11.42,17,17,21,23,100.0,13.05,11.05,11.45,1.88,on,11.47,198,1.000,0.0,0.00,0.00,2269,2203,78.8,3,-0.50,13.25,109,104,774,1394,577,956,22.0,110.51,111.53,3.22,24.34,211,3457,350.00,0,0,0,0,7.57,1.000,34.30,100.0,52.16,0
15.369,3.12,3.91,11.42,17,17,21,23,100.0,13.05,11.01,11.44,1.88,on,11.44,198,1.000,0.0,0.00,0.00,2155,2203,78.8,3,-0.50,14.01,109,104,782,1394,1671,977,22.0,108.30,108.55,3.24,24.15,211,3454,350.00,0,0,0,0,7.56,1.000,34.30,100.0,52.16,0
15.394,2.34,3.91,11.27,16,16,21,23,100.0,13.05,11.11,11.45,1.86,on,11.47,198,1.000,0.0,0.00,0.00,2100,2203,78.8,3,-0.50,13.30,109,104,1471,1105,515,851,22.0,108.18,98.94,3.26,24.16,211,3470,350.00,0,0,0,0,7.56,1.000,34.30,100.0,52.16,0
15.423,2.34,3.91,11.36,16,16,21,23,100.0,13.05,11.03,11.45,1.87,on,11.47,198,1.000,0.0,0.00,0.00,2322,2203,78.8,3,-0.50,13.30,109,104,720,1335,515,728,22.0,108.40,104.22,3.26,24.10,211,3486,350.00,0,0,0,0,7.57,1.000,34.30,100.0,52.16,0
15.456,1.56,3.91,11.42,16,16,21,22,100.0,13.05,11.10,11.44,1.84,on,11.44,198,1.000,0.0,0.00,0.00,2206,2203,78.8,3,0.00,13.39,109,104,720,1173,1436,930,22.0,106.76,108.97,3.18,24.30,211,3489,350.00,0,0,0,0,7.57,1.000,34.30,100.0,52.16,0
15.490,1.56,3.91,11.41,16,16,21,22,100.0,13.05,11.06,11.45,1.87,on,11.47,198,1.000,0.0,0.00,0.00,2159,2203,78.8,3,0.00,13.44,109,104,1299,1451,845,930,22.0,110.33,115.18,3.24,24.25,211,3504,350.00,0,0,0,0,7.57,1.000,34.30,100.0,52.16,0
15.520,1.56,3.91,11.51,16,16,21,22,100.0,13.05,11.10,11.43,1.88,on,11.44,198,1.000,0.0,0.00,0.00,2235,2203,78.8,3,0.00,13.44,109,104,2306,1008,1119,529,22.0,109.73,113.41,3.24,23.57,211,3511,350.00,0,0,0,0,7.57,1.000,34.30,100.0,52.16,0
15.535,2.34,3.91,11.39,16,16,21,22,100.0,13.05,11.06,11.42,1.90,on,11.44,198,1.000,0.0,0.00,0.00,2235,2203,78.8,3,0.00,13.48,109,104,581,437,1759,664,22.0,110.92,112.81,3.28,24.28,211,3519,350.00,0,0,0,0,7.56,1.000,34.30,100.0,52.16,0
15.561,1.56,3.91,11.34,16,16,21,22,100.0,13.05,11.14,11.42,1.90,on,11.44,198,1.000,0.0,0.00,0.00,2231,2203,78.8,3,-0.50,14.28,109,104,1334,437,1759,864,22.0,112.19,108.55,3.26,23.64,211,3535,350.00,0,0,0,0,7.55,1.000,34.30,100.0,52.16,0
15.592,1.56,3.91,11.31,16,16,20,21,100.0,13.05,11.16,11.43,1.89,on,11.44,198,1.000,0.0,0.00,0.00,2183,2203,78.8,3,0.00,14.34,109,104,1334,1151,1364,641,22.0,112.59,108.55,3.22,24.31,211,3538,350.00,0,0,0,0,7.57,1.000,34.30,100.0,52.16,0
15.607,1.56,3.91,11.22,16,16,20,21,100.0,13.05,11.08,11.42,1.85,on,11.44,198,1.000,0.0,0.00,0.00,2227,2203,78.8,3,0.00,14.34,109,104,1169,611,802,641,22.0,110.53,109.40,3.22,24.22,211,3551,350.00,0,0,0,0,7.56,1.000,34.30,100.0,52.16,0
15.634,1.56,3.91,11.29,15,15,20,21,100.0,13.05,11.16,11.40,1.87,on,11.40,198,1.000,0.0,0.00,0.00,2126,2203,78.8,3,0.00,13.68,109,104,737,611,1364,1068,22.0,113.19,116.36,3.28,24.51,211,3569,350.00,0,0,0,0,7.56,1.000,34.30,100.0,52.16,0
15.665,1.56,3.91,11.33,15,15,20,21,100.0,13.05,11.10,11.42,1.84,on,11.44,198,1.000,0.0,0.00,0.00,2295,2203,78.8,3,0.00,13.68,109,106,1315,1847,1364,1008,22.0,112.00,108.97,3.28,24.36,211,3567,350.00,0,0,0,0,7.56,1.000,34.30,100.0,52.16,0
15.691,1.56,3.91,11.31,15,15,20,21,100.0,13.05,11.23,11.42,1.85,on,11.44,198,1.000,0.0,0.00,0.00,2255,2203,78.8,3,0.00,13.73,109,106,1315,928,1384,906,22.0,110.74,108.97,3.20,24.57,211,3585,350.00,0,0,0,0,7.54,1.000,34.30,100.0,52.16,0
15.733,0.78,3.91,11.40,15,15,20,21,100.0,13.05,11.15,11.42,1.84,on,11.40,198,1.000,0.0,0.00,0.00,2262,2203,78.8,3,0.00,13.77,109,106,787,883,531,727,22.0,111.54,107.69,3.16,23.62,211,3592,350.00,0,0,0,0,7.54,1.000,34.30,100.0,52.16,0
15.747,0.78,3.91,11.38,15,15,20,21,100.0,13.05,11.09,11.46,1.86,on,11.47,198,1.000,0.0,0.00,0.00,2201,2203,78.8,3,0.50,13.82,109,106,1429,1670,1242,715,22.0,109.76,103.78,3.16,24.24,211,3600,350.00,0,0,0,0,7.56,1.000,34.30,100.0,52.16,0
15.776,0.78,3.91,11.46,15,15,20,21,100.0,13.05,11.21,11.46,1.83,on,11.47,198,1.000,0.0,0.00,0.00,2249,2203,78.8,3,0.50,13.82,109,106,1113,1106,1105,715,22.0,108.44,102.90,3.16,24.55,211,3610,350.00,0,0,0,0,7.56,1.000,34.30,100.0,52.16,0
15.807,1.56,3.91,11.41,15,15,20,20,100.0,13.05,11.11,11.40,1.78,on,11.47,198,1.000,0.0,0.00,0.00,2137,2203,78.8,3,0.50,13.88,109,106,1058,1106,986,726,22.0,107.70,106.84,3.20,24.19,211,3621,350.00,0,0,0,0,7.54,1.000,34.30,100.0,52.16,0
15.826,1.56,3.91,11.47,15,15,20,20,100.0,13.05,11.15,11.46,1.84,on,11.47,198,1.000,0.0,0.00,0.00,2091,2203,78.8,3,0.50,13.88,109,106,975,1332,986,1142,22.0,111.55,106.41,3.20,23.62,211,3631,350.00,0,0,0,0,7.56,1.000,34.30,100.0,52.16,0
15.851,1.56,4.69,11.57,15,15,20,20,100.0,13.05,11.10,11.51,1.84,on,11.54,198,1.000,0.0,0.00,0.00,2087,2203,78.8,3,0.00,13.17,109,106,975,936,1011,1142,22.0,111.95,111.53,3.28,24.57,211,3635,350.00,0,0,0,0,7.55,1.000,34.30,100.0,52.16,0
15.871,1.56,4.69,11.60,15,15,20,20,100.0,13.05,11.16,11.40,1.78,on,11.40,198,1.000,0.0,0.00,0.00,2243,2203,78.8,3,0.00,13.17,109,106,1579,936,1247,735,22.0,109.12,111.96,3.28,24.24,211,3646,350.00,0,0,0,0,7.56,1.000,34.30,100.0,52.16,0
15.906,2.34,4.69,11.51,14,14,19,20,100.0,13.05,11.11,11.50,1.78,on,11.47,198,1.000,0.0,0.00,0.00,2156,2203,78.8,3,1.00,13.22,109,106,820,643,878,921,22.0,112.43,115.77,3.26,24.45,211,3671,350.00,0,0,0,0,7.54,1.000,34.30,100.0,52.16,0
15.930,1.56,4.69,11.47,14,14,19,20,100.0,13.05,11.23,11.44,1.83,on,11.51,198,1.000,0.0,0.00,0.00,2118,2203,78.8,3,1.00,13.32,109,106,1163,1534,878,767,22.0,112.25,109.83,3.26,24.59,211,3679,350.00,0,0,0,0,7.53,1.000,34.30,100.0,52.16,0
15.960,2.34,5.47,11.54,14,14,19,20,100.0,13.05,11.11,11.44,1.81,on,11.47,198,1.000,0.0,0.00,0.00,2307,2203,78.8,3,0.50,14.12,109,106,1163,747,636,579,22.0,111.42,112.81,3.28,24.16,211,3678,350.00,0,0,0,0,7.54,1.000,34.30,100.0,52.16,0
15.975,2.34,5.47,11.46,14,14,19,20,100.0,13.05,11.11,11.44,1.80,on,11.47,198,1.000,0.0,0.00,0.00,2184,2203,78.8,3,0.50,14.12,109,106,1405,630,1425,1484,22.0,112.04,111.53,3.28,24.22,211,3678,350.00,0,0,0,0,7.53,1.000,34.30,100.0,52.16,0
16.003,2.34,5.47,11.34,14,14,19,20,100.0,13.05,11.17,11.50,1.82,on,11.51,198,1.000,0.0,0.00,0.00,2264,2203,78.8,3,1.00,14.15,109,106,557,1736,1278,1484,22.0,112.15,113.41,3.18,23.70,211,3700,350.00,0,0,0,0,7.53,1.000,34.30,100.0,52.16,0
16.040,2.34,5.47,11.31,14,14,19,19,100.0,13.05,11.19,11.37,1.84,on,11.37,198,1.000,0.0,0.00,0.00,2254,2203,78.8,3,0.50,13.47,109,106,808,854,936,616,22.0,114.87,112.81,3.26,24.63,211,3713,350.00,0,0,0,0,7.54,1.000,34.30,100.0,52.16,0
16.056,2.34,5.47,11.35,14,14,19,19,100.0,13.05,11.33,11.48,1.78,on,11.44,198,1.000,0.0,0.00,0.00,2234,2203,78.8,3,0.50,13.47,109,106,1747,854,918,686,22.0,113.19,104.22,3.26,24.75,211,3725,350.00,0,0,0,0,7.54,1.000,34.30,100.0,52.16,0
16.085,0.78,4.69,11.37,13,13,19,19,100.0,13.05,11.25,11.48,1.82,on,11.51,198,1.000,0.0,0.00,0.00,2110,2203,78.8,3,1.00,13.51,109,106,956,943,918,1745,22.0,113.51,110.68,3.22,24.18,211,3735,350.00,0,0,0,0,7.53,1.000,34.30,100.0,52.16,0
16.116,0.78,4.69,11.44,13,13,19,19,100.0,13.05,11.14,11.42,1.82,on,11.44,198,1.000,0.0,0.00,0.00,2198,2203,78.8,3,1.00,13.51,109,106,956,1076,1481,1745,22.0,113.28,112.39,3.22,24.79,211,3735,350.00,0,0,0,0,7.54,1.000,34.30,100.0,52.16,0
16.136,1.56,4.69,11.44,13,13,19,19,100.0,13.05,11.18,11.42,1.81,on,11.44,198,1.000,0.0,0.00,0.00,2275,2203,78.8,3,1.00,14.34,109,106,1137,890,1319,814,22.0,113.62,113.41,3.26,24.21,211,3745,350.00,0,0,0,0,7.55,1.000,34.30,100.0,52.16,0
16.160,1.56,5.47,11.31,13,13,19,19,100.0,13.05,11.10,11.46,1.79,on,11.44,198,1.000,0.0,0.00,0.00,2109,2203,78.8,3,1.00,14.40,109,106,784,890,798,643,22.0,114.23,115.18,3.24,24.11,211,3759,350.00,0,0,0,0,7.54,1.000,34.30,100.0,52.16,0
16.188,1.56,5.47,11.28,13,13,19,19,100.0,13.05,11.09,11.40,1.82,on,11.44,198,1.000,0.0,0.00,0.00,2284,2203,78.8,3,1.00,14.40,109,106,852,881,798,646,22.0,113.94,107.27,3.24,24.82,211,3772,350.00,0,0,0,0,7.55,1.000,34.30,100.0,52.16,0
16.221,0.78,5.47,11.35,13,13,19,19,100.0,13.05,11.20,11.40,1.84,on,11.44,198,1.000,0.0,0.00,0.00,2233,2203,78.8,3,1.00,14.49,109,106,852,743,803,1079,22.0,115.81,118.72,3.20,24.80,211,3779,350.00,0,0,0,0,7.53,1.000,34.30,100.0,52.16,0
16.250,0.78,5.47,11.46,12,12,18,19,100.0,13.05,11.27,11.40,1.83,on,11.44,198,1.000,0.0,0.00,0.00,2190,2203,78.8,3,1.00,13.73,109,106,1162,414,1295,878,22.0,113.57,113.99,3.24,24.67,211,3789,350.00,0,0,0,0,7.53,1.000,34.30,100.0,52.16,0
16.275,1.56,5.47,11.41,12,12,18,18,100.0,13.05,11.25,11.40,1.81,on,11.44,198,1.000,0.0,0.00,0.00,2179,2203,78.8,3,0.50,14.59,109,106,958,1265,1087,1133,22.0,115.44,118.13,3.32,24.60,211,3800,350.00,0,0,0,0,7.56,1.000,34.30,100.0,52.16,0
16.314,1.56,5.47,11.35,12,12,18,18,100.0,13.05,11.16,11.40,1.80,on,11.44,198,1.000,0.0,0.00,0.00,2216,2203,78.8,3,0.50,14.59,109,106,993,688,1010,653,22.0,114.24,110.68,3.32,24.27,211,3805,350.00,0,0,0,0,7.58,1.000,34.30,100.0,52.16,0
16.345,0.78,5.47,11.28,12,12,18,18,100.0,13.05,11.18,11.39,1.79,on,11.40,198,1.000,0.0,0.00,0.00,2251,2203,78.8,3,1.00,13.80,109,106,1044,1376,1144,733,22.0,114.86,110.68,3.24,24.15,211,3814,350.00,0,0,0,0,7.57,1.000,34.30,100.0,52.16,0
16.376,0.78,5.47,11.31,12,12,18,18,100.0,13.05,11.26,11.45,1.85,on,11.40,198,1.000,0.0,0.00,0.00,2291,2203,78.8,3,1.00,14.72,109,106,775,846,827,868,22.0,118.08,114.59,3.26,24.75,211,3839,350.00,0,0,0,0,7.58,1.000,34.30,100.0,52.16,0
16.396,0.78,5.47,11.31,12,12,18,18,100.0,13.05,11.24,11.39,1.81,on,11.40,198,1.000,0.0,0.00,0.00,2283,2203,78.8,3,1.50,13.95,109,106,1092,758,963,1597,22.0,115.33,113.41,3.30,24.21,211,3853,350.00,0,0,0,0,7.59,1.000,34.30,100.0,52.16,0
16.421,0.78,5.47,11.35,12,12,18,18,100.0,13.05,11.11,11.43,1.79,on,11.40,198,1.000,0.0,0.00,0.00,2255,2203,78.8,3,1.50,13.95,109,106,991,1007,1342,1597,22.0,115.67,113.99,3.30,24.13,211,3860,350.00,0,0,0,0,7.61,1.000,34.30,100.0,52.16,0
16.450,0.00,4.69,11.41,12,11,18,18,100.0,13.05,11.28,11.43,1.76,on,11.44,198,1.000,0.0,0.00,0.00,2182,2203,78.8,3,1.50,14.00,109,106,1147,1007,726,974,22.0,116.01,115.18,3.26,24.66,211,3860,350.00,0,0,0,0,7.59,1.000,34.30,100.0,52.16,0
16.480,1.56,4.69,11.55,12,11,18,18,100.0,13.05,11.25,11.37,1.78,on,11.40,198,1.000,0.0,0.00,0.00,2210,2203,78.8,3,1.50,14.00,109,106,1042,888,726,869,22.0,115.95,121.67,3.34,24.26,211,3861,350.00,0,0,0,0,7.62,1.000,34.30,100.0,52.16,0
16.495,1.56,4.69,11.72,12,11,18,18,100.0,13.05,11.28,11.37,1.82,on,11.40,198,1.000,0.0,0.00,0.00,2322,2203,78.8,3,1.50,14.00,109,106,1222,773,807,559,22.0,117.08,115.77,3.34,24.67,211,3875,350.00,0,0,0,0,7.63,1.000,34.30,100.0,52.16,0
16.522,3.12,5.47,11.44,11,11,17,17,100.0,13.05,11.26,11.37,1.79,on,11.40,198,1.000,0.0,0.00,0.00,2153,2203,78.8,3,1.50,14.90,109,106,815,792,1130,1048,22.0,117.35,123.35,3.28,24.30,211,3896,350.00,0,0,0,0,7.60,1.000,34.30,100.0,52.16,0
16.554,0.78,5.47,11.28,11,11,17,17,100.0,13.05,11.23,11.35,1.80,on,11.37,198,1.000,0.0,0.00,0.00,2363,2203,78.8,3,1.50,15.02,109,106,815,1174,718,865,22.0,117.90,118.72,3.30,24.75,211,3911,350.00,0,0,0,0,7.62,1.000,34.30,100.0,52.16,0
16.581,0.78,5.47,11.20,11,11,17,17,100.0,13.05,11.28,11.35,1.78,on,11.37,198,1.000,0.0,0.00,0.00,2303,2203,78.8,3,1.50,15.02,108,106,980,786,899,865,22.0,115.66,115.18,3.30,24.20,211,3908,350.00,0,0,0,0,7.62,1.000,34.30,100.0,52.16,0
16.596,-0.78,4.69,11.22,11,11,17,17,100.0,13.05,11.33,11.35,1.80,on,11.44,198,1.000,0.0,0.00,0.00,2160,2203,78.8,3,1.50,14.17,108,106,767,786,585,359,22.0,114.52,115.18,3.28,24.78,211,3909,350.00,0,0,0,0,7.61,1.000,34.30,100.0,52.16,0
16.623,-0.78,4.69,11.36,11,11,17,17,100.0,13.05,11.25,11.35,1.77,on,11.37,198,1.000,0.0,0.00,0.00,2266,2203,78.8,3,1.50,14.17,108,106,1229,645,1842,1505,22.0,116.05,122.81,3.28,24.27,211,3924,350.00,0,0,0,0,7.63,1.000,34.30,100.0,52.16,0
