Time (sec),AF Correction 1 (%),AF Learning 1 (%),AF Sens 1 Ratio (AFR),AVCS Exh Left (°),AVCS Exh Right (°),AVCS In Left (°),AVCS In Right (°),Accel Position (%),Baro Pressure (psi),Boost Extended (psi),CL Fuel Target (AFR),Calculated Load Ext (g/rev),Closed Loop Sw (on/off),Comm Fuel Final (AFR),Coolant Temp (F),Dyn Adv Mult (DAM),Ethanol Final (%),Feedback Knock (°),Fine Knock Learn (°),Fuel Pressure (psi),Fuel Pressure Target (psi),Fuel Pump Duty (%),Gear Position (Gear),Ignition Timing (°),Inj Duty Cycle (%),Intake Temp (F),Intake Temp Manifold (F),KS Noise Cyl 1 (raw),KS Noise Cyl 2 (raw),KS Noise Cyl 3 (raw),KS Noise Cyl 4 (raw),Limits Boost Table Base Rel SL Ext (psi),MAF Corr Final (g/s),MAF Table (g/s),MAF Volts (V),Man Abs Press (psi),Oil Temp (F),RPM (RPM),Req Torque (Nm),Roughness Cyl 1 (count),Roughness Cyl 2 (count),Roughness Cyl 3 (count),Roughness Cyl 4 (count),Sns Only TGV R (raw),TGV Map Ratio (mult),Target Boost Final Abs Ext (psi),Throttle Pos (%),Wastegate Duty (%),AP Info:[AP3-SUB-004 v1.7.4.2-17441][2016 USDM WRX MT COBB Custom Features Gen2][Reflash: 2016 WRX 91 - 01.ptm - Realtime: 2016 WRX 91 - 01.ptm]
25.345,0.00,12.50,16.96,0,0,0,-1,0.0,13.05,-11.13,14.70,0.08,off,14.70,199,1.000,0.0,0.00,0.00,414,438,71.8,5,1.50,3.35,104,117,7,6,19,16,22.0,5.34,2.80,0.82,1.93,215,3921,0.00,0,0,0,0,7.60,1.000,6.43,6.7,0.00,0
25.360,0.00,12.50,17.48,0,0,0,-1,0.0,13.05,-11.13,14.70,0.08,off,14.70,199,1.000,0.0,0.00,0.00,419,438,71.8,5,1.50,3.35,104,117,12,9,15,16,22.0,5.16,2.95,0.82,1.93,215,3875,0.00,0,0,0,0,7.60,1.000,6.43,6.7,0.00,0
25.395,0.00,12.50,18.60,0,0,0,-1,0.0,13.05,-11.13,14.70,0.08,off,14.70,199,1.000,0.0,0.00,0.00,425,438,71.8,5,1.50,3.29,104,117,5,5,12,13,22.0,5.01,3.32,0.84,1.93,215,3836,0.00,0,0,0,0,7.58,1.000,6.43,6.7,0.00,0
25.440,0.00,12.50,19.38,0,0,0,-1,0.0,13.05,-11.13,14.70,0.08,off,14.70,199,1.000,0.0,0.00,0.00,430,438,71.8,5,1.50,3.25,104,117,7,7,14,9,22.0,4.87,3.71,0.92,1.93,215,3768,0.00,0,0,0,0,7.59,1.000,6.43,6.7,0.00,0
25.465,0.00,12.50,19.98,0,0,0,-1,0.0,13.05,-11.13,14.70,0.08,off,14.70,199,1.000,0.0,0.00,0.00,434,438,71.8,5,1.50,3.19,104,117,7,7,15,9,22.0,4.74,3.39,0.92,1.93,215,3737,0.00,0,0,0,0,7.59,1.000,6.43,6.7,0.00,0
25.495,0.00,12.50,20.75,0,0,0,-1,0.0,13.05,-11.13,14.70,0.08,off,14.70,199,1.000,0.0,0.00,0.00,435,438,71.8,5,1.50,3.19,104,117,5,7,7,10,22.0,4.61,3.39,0.92,1.93,215,3678,0.00,0,0,0,0,7.59,1.000,6.43,6.7,0.00,0
25.526,0.00,12.50,21.41,0,0,0,-1,0.0,13.05,-11.13,14.70,0.07,off,14.70,199,1.000,0.0,0.00,0.00,441,438,71.8,5,1.50,3.13,104,117,12,7,13,10,22.0,4.56,3.51,0.90,1.93,215,3642,0.00,0,0,0,0,7.58,1.000,6.43,6.7,0.00,0
25.545,0.00,12.50,22.18,0,0,0,-1,3.5,13.05,-11.13,14.70,0.07,off,14.70,199,1.000,0.0,0.00,0.00,446,438,71.8,5,1.50,3.11,104,117,12,8,9,10,22.0,4.63,3.42,0.92,1.93,215,3662,10.93,0,0,0,0,7.58,1.000,6.80,7.5,0.00,0
25.570,0.00,12.50,22.20,0,0,0,-1,5.9,13.05,-11.13,14.70,0.08,off,14.70,199,1.000,0.0,0.00,0.00,429,438,71.8,5,1.50,3.11,104,117,5,6,9,13,22.0,4.78,3.66,0.92,1.93,215,3676,18.51,0,0,0,0,7.60,1.000,14.77,7.5,0.00,0
25.595,0.00,12.50,22.20,0,0,0,-1,9.0,13.05,-11.13,14.70,0.08,off,14.70,199,1.000,0.0,0.00,0.00,394,438,71.8,5,16.50,0.79,104,117,5,12,11,13,22.0,5.16,4.37,0.96,1.93,215,3691,27.86,0,0,0,0,7.58,1.000,18.98,10.6,0.00,0
25.612,0.00,12.50,22.20,0,0,0,-1,10.6,13.05,-11.13,14.70,0.09,off,14.70,199,1.000,0.0,0.00,0.00,345,438,71.8,5,16.50,0.79,104,117,9,12,10,14,22.0,5.53,5.75,0.96,1.93,215,3692,32.74,0,0,0,0,7.59,1.000,21.18,10.6,0.00,0
25.636,0.00,12.50,22.20,0,0,0,-2,12.5,13.05,-11.10,14.70,0.11,off,14.70,199,1.000,0.0,0.00,0.00,293,438,71.8,5,-2.00,0.79,104,117,10,9,10,12,22.0,6.47,8.37,1.14,1.93,215,3661,38.98,0,0,0,0,7.58,1.000,22.93,13.0,0.00,0
25.663,0.00,12.50,22.20,0,0,-2,-6,13.3,13.05,-10.88,14.70,0.12,off,14.70,199,1.000,0.0,0.00,0.00,292,438,71.8,5,18.00,2.34,104,117,10,12,15,11,22.0,7.78,12.63,1.48,2.44,215,3651,41.50,0,0,0,0,7.58,1.000,24.68,15.4,0.78,0
25.692,0.00,12.50,22.20,0,0,-2,-6,14.9,13.05,-10.57,14.70,0.16,off,14.70,199,1.000,0.0,0.00,0.00,403,438,71.8,5,18.00,2.34,104,117,7,10,16,11,22.0,10.38,19.30,1.48,2.77,215,3656,46.17,0,0,0,0,7.58,1.000,25.48,15.4,0.78,0
25.720,0.00,12.50,22.20,0,0,-6,-12,15.7,13.05,-10.02,14.70,0.19,off,14.70,199,1.000,0.0,0.00,0.00,373,438,71.8,5,19.00,2.34,104,117,15,10,12,9,22.0,12.60,18.99,1.68,3.52,215,3663,48.53,0,0,0,0,7.57,1.000,28.29,16.9,1.57,0
25.749,0.00,12.50,22.20,0,0,-12,-19,17.3,13.05,-9.52,14.70,0.24,off,14.70,199,1.000,0.0,0.00,0.00,410,438,71.8,5,19.50,3.13,104,117,12,8,10,13,22.0,15.09,21.94,1.78,4.22,215,3665,52.41,0,0,0,0,7.58,1.000,29.16,17.7,2.35,0
25.778,0.00,12.50,22.20,0,0,-12,-19,18.0,13.05,-8.94,14.70,0.27,off,14.70,199,1.000,0.0,0.00,0.00,484,438,71.8,5,19.50,3.13,104,117,11,7,10,16,22.0,17.22,21.79,1.78,4.55,215,3678,55.34,0,0,0,0,7.58,1.000,30.53,17.7,2.35,0
25.807,0.00,12.50,21.83,0,0,-16,-22,19.2,13.05,-8.39,14.70,0.32,off,14.70,199,1.000,0.0,0.00,0.00,464,650,71.8,5,20.50,3.93,104,117,11,7,24,12,22.0,19.96,24.05,1.84,5.34,215,3665,58.25,0,0,0,0,7.56,1.000,30.88,18.9,3.14,0
25.826,0.00,12.50,20.57,1,0,-18,-22,19.2,13.05,-7.77,14.70,0.35,off,14.70,199,1.000,0.0,0.00,0.00,582,650,71.8,5,21.00,3.89,104,117,14,12,16,7,22.0,21.87,27.81,1.90,5.95,215,3654,59.23,0,0,0,0,7.57,1.000,31.05,20.1,3.53,0
25.851,0.00,12.50,19.82,1,0,-18,-22,19.6,13.05,-7.35,14.70,0.38,off,14.70,199,1.000,0.0,0.00,0.00,711,756,71.8,5,21.00,3.89,104,117,14,12,16,7,22.0,23.74,29.78,1.90,6.18,215,3652,60.39,0,0,0,0,7.59,1.000,31.22,20.1,3.53,0
25.867,0.00,12.50,19.33,3,1,-18,-22,19.6,13.05,-6.99,14.70,0.40,off,14.70,199,1.000,0.0,0.00,0.00,744,876,71.8,5,21.50,3.91,104,117,14,12,16,15,22.0,24.95,30.20,1.98,6.38,215,3662,60.39,0,0,0,0,7.57,1.000,31.22,20.5,3.53,0
25.889,0.00,12.50,17.97,3,1,-18,-22,20.0,13.05,-6.71,14.70,0.42,off,14.70,199,1.000,0.0,0.00,0.00,821,876,71.8,5,21.50,3.91,104,117,14,9,20,51,22.0,26.11,27.16,1.98,6.97,215,3676,60.99,0,0,0,0,7.58,1.000,31.28,20.5,3.53,0
25.919,0.00,12.50,16.52,3,2,-18,-21,20.0,13.05,-6.41,14.70,0.43,off,14.70,199,1.000,0.0,0.00,0.00,879,876,71.8,5,21.50,4.70,104,117,43,9,68,51,22.0,26.89,33.96,2.04,6.79,215,3676,61.58,0,0,0,0,7.55,1.000,31.35,20.5,3.92,0
25.950,0.00,12.50,14.74,3,2,-18,-20,20.4,13.05,-6.08,14.70,0.45,off,14.70,199,1.000,0.0,0.00,0.00,956,969,71.8,5,22.00,3.91,104,117,144,52,240,268,22.0,28.01,33.75,2.12,7.23,215,3669,62.33,0,0,0,0,7.56,1.000,31.37,20.9,3.92,0
25.965,0.00,12.50,13.83,3,2,-18,-20,20.4,13.05,-5.75,14.70,0.47,off,14.70,199,1.000,0.0,0.00,0.00,1016,969,71.8,5,22.00,3.91,104,117,322,212,240,334,22.0,28.73,30.82,2.12,7.88,215,3658,62.91,0,0,0,0,7.57,1.000,31.49,20.9,3.92,0
25.991,-3.91,12.50,14.17,4,3,-18,-18,20.8,13.05,-5.48,14.70,0.48,off,14.70,199,1.000,0.0,0.00,0.00,1009,1062,71.8,5,23.00,3.90,104,117,334,1600,518,395,22.0,29.41,32.90,2.04,7.59,215,3658,63.70,0,0,0,0,7.55,1.000,31.56,21.3,3.92,0
26.022,-3.12,12.50,14.04,4,4,-17,-17,20.8,13.05,-5.29,14.70,0.49,on,14.70,199,1.000,0.0,0.00,0.00,1078,1062,71.8,5,23.50,3.90,104,117,334,545,622,395,22.0,29.98,33.32,2.04,8.05,215,3662,63.89,0,0,0,0,7.56,1.000,31.62,21.3,4.31,0
26.053,-3.12,12.50,13.98,4,4,-17,-17,20.8,13.05,-5.10,14.70,0.49,on,14.70,199,1.000,0.0,0.00,0.00,1112,1062,71.8,5,23.50,3.90,104,117,332,1056,610,395,22.0,30.08,32.70,2.04,7.87,215,3662,64.09,0,0,0,0,7.56,1.000,31.60,21.3,4.31,0
26.067,-3.91,12.50,13.94,4,4,-16,-16,20.4,13.05,-4.90,14.70,0.50,on,14.70,199,1.000,0.0,0.00,0.00,1086,1062,71.8,5,24.00,3.91,104,117,341,1056,500,325,22.0,30.48,29.13,2.04,8.56,215,3662,62.91,0,0,0,0,7.55,1.000,31.49,21.3,4.31,0
26.100,-4.69,12.50,13.95,5,5,-16,-16,19.2,13.05,-4.84,14.70,0.50,on,14.70,199,1.000,0.0,0.00,0.00,1104,1062,71.8,5,25.00,3.89,104,117,267,344,500,396,22.0,30.03,32.28,2.08,8.35,215,3649,59.21,0,0,0,0,7.56,1.000,31.26,20.1,3.92,0
26.131,-4.69,12.50,14.00,5,5,-16,-16,15.7,13.05,-4.82,14.70,0.49,on,14.70,199,1.000,0.0,0.00,0.00,1094,1062,71.8,5,25.00,3.89,104,117,267,1872,551,217,22.0,29.89,29.78,2.08,8.42,215,3651,47.54,0,0,0,0,7.54,1.000,30.67,20.1,3.92,0
26.155,-4.69,12.50,14.12,5,5,-15,-15,0.0,13.05,-5.32,14.70,0.45,on,14.70,199,1.000,0.0,0.00,0.00,1008,969,71.8,5,26.00,3.89,104,117,467,1435,506,374,22.0,26.62,16.40,1.98,6.69,216,3645,29.00,0,0,0,0,7.55,1.000,19.72,11.8,0.39,0
26.194,-4.69,12.50,14.11,6,6,-14,-15,0.0,13.05,-6.34,14.70,0.34,on,14.70,199,1.000,0.0,0.00,0.00,892,438,71.8,5,26.50,3.10,104,117,6,322,361,16,22.0,19.71,8.15,1.32,5.76,216,3632,27.00,0,0,0,0,7.54,1.000,18.82,11.4,0.00,0
26.221,-4.69,12.50,14.13,6,7,-14,-15,0.0,13.05,-7.11,14.70,0.29,on,14.70,199,1.000,0.0,0.00,0.00,810,438,71.8,5,26.00,3.10,104,117,13,18,18,14,22.0,16.81,10.56,1.36,5.10,216,3628,25.50,0,0,0,0,7.55,1.000,18.37,11.0,0.00,0
26.252,-4.69,12.50,14.14,6,7,-14,-15,0.0,13.05,-7.68,14.70,0.26,on,14.70,199,1.000,0.0,0.00,0.00,737,438,71.8,5,26.00,3.10,104,117,13,9,16,13,22.0,15.02,9.55,1.36,4.56,216,3628,24.50,0,0,0,0,7.57,1.000,17.47,11.0,0.00,0
26.267,-4.69,12.50,14.14,4,6,-13,-14,0.0,13.05,-8.19,14.70,0.24,on,14.70,199,1.000,0.0,0.00,0.00,671,438,71.8,5,25.50,2.32,104,117,8,9,15,13,22.0,13.80,11.76,1.38,4.05,216,3632,0.00,0,0,0,0,7.55,1.000,6.43,5.9,0.00,0
26.295,-5.47,12.50,14.10,0,2,-11,-12,0.0,13.05,-8.78,14.70,0.21,on,14.70,199,1.000,0.0,0.00,0.00,617,438,71.8,5,24.50,2.32,104,117,14,21,15,8,22.0,12.04,8.37,1.26,3.44,216,3625,0.00,0,0,0,0,7.56,1.000,6.43,6.3,0.00,0
26.325,-5.47,12.50,13.99,0,2,-11,-12,0.0,13.05,-9.38,14.70,0.17,on,14.70,199,1.000,0.0,0.00,0.00,574,438,71.8,5,24.50,2.32,104,117,9,12,11,4,22.0,9.86,4.10,1.26,2.98,216,3620,0.00,0,0,0,0,7.55,1.000,6.43,6.3,0.00,0
26.353,0.00,12.50,13.93,0,0,-7,-10,0.0,13.05,-9.83,14.70,0.15,off,14.70,199,1.000,0.0,0.00,0.00,544,438,71.8,5,24.00,1.54,104,117,9,12,17,4,22.0,8.76,2.67,0.86,2.76,216,3617,0.00,0,0,0,0,7.55,1.000,6.43,5.9,0.00,0
26.368,0.00,12.50,13.92,0,0,-7,-10,0.0,13.05,-10.23,14.70,0.13,off,14.70,199,1.000,0.0,0.00,0.00,520,438,71.8,5,24.00,1.54,104,117,12,12,5,10,22.0,7.69,2.31,0.86,2.20,216,3615,0.00,0,0,0,0,7.57,1.000,6.43,5.9,0.00,0
26.386,0.00,12.50,13.85,0,0,-2,-7,0.0,13.05,-10.47,14.70,0.12,off,14.70,199,1.000,0.0,0.00,0.00,507,438,71.8,5,23.00,1.54,104,117,12,11,5,9,22.0,6.90,2.17,0.74,2.08,216,3599,0.00,0,0,0,0,7.55,1.000,6.43,5.9,0.00,0
26.411,0.00,12.50,13.80,0,0,-2,-7,0.0,13.05,-10.74,14.70,0.11,off,14.70,199,1.000,0.0,0.00,0.00,489,438,71.8,5,23.00,1.54,104,117,9,8,9,9,22.0,6.25,2.19,0.74,1.93,216,3570,0.00,0,0,0,0,7.52,1.000,6.43,5.9,0.00,0
26.431,0.00,12.50,13.70,0,0,2,-4,0.0,13.05,-10.88,14.70,0.10,off,14.70,199,1.000,0.0,0.00,0.00,452,438,71.8,5,23.50,1.52,104,117,8,8,9,11,22.0,5.73,2.07,0.72,1.93,216,3546,0.00,0,0,0,0,7.53,1.000,6.43,5.9,0.00,0
26.466,0.00,12.50,13.59,0,0,5,-1,0.0,13.05,-11.03,14.70,0.09,off,14.70,199,1.000,0.0,0.00,0.00,433,438,71.8,5,22.00,0.75,104,117,8,6,12,12,22.0,5.04,2.12,0.70,1.93,216,3499,0.00,0,0,0,0,7.55,1.000,6.43,5.9,0.00,0
26.487,0.00,12.50,13.53,0,0,5,-1,0.0,13.05,-11.07,14.70,0.08,off,14.70,199,1.000,0.0,0.00,0.00,428,438,71.8,0,22.00,0.75,104,117,8,14,12,6,22.0,4.74,2.26,0.70,1.93,216,3472,0.00,0,0,0,0,7.56,1.000,6.43,5.9,0.00,0
26.513,0.00,12.50,13.44,0,0,7,1,0.0,13.05,-11.09,14.70,0.08,off,14.70,199,1.000,0.0,0.00,0.00,399,438,71.8,6,21.00,0.74,104,117,17,6,8,6,22.0,4.46,2.49,0.76,1.93,216,3449,0.00,0,0,0,0,7.56,1.000,6.43,5.9,0.00,0
26.538,0.00,12.50,13.40,0,0,7,1,0.0,13.05,-11.11,14.70,0.08,off,14.70,199,1.000,0.0,0.00,0.00,384,438,71.8,6,21.00,0.74,104,117,13,6,8,14,22.0,4.28,2.45,0.76,1.93,216,3408,0.00,0,0,0,0,7.58,1.000,6.43,5.9,0.00,0
26.571,0.00,12.50,13.38,0,0,6,2,0.0,13.05,-11.12,14.70,0.07,off,14.70,199,1.000,0.0,0.00,0.00,368,438,71.8,6,20.50,0.73,104,117,13,11,9,11,22.0,4.08,2.67,0.80,1.93,216,3381,0.00,0,0,0,0,7.56,1.000,6.43,5.9,0.00,0
26.600,0.00,12.50,13.40,0,0,6,2,0.0,13.05,-11.13,14.70,0.07,off,14.70,199,1.000,0.0,0.00,0.00,332,438,71.8,6,19.50,0.72,104,117,7,6,7,11,22.0,3.94,2.92,0.82,1.93,216,3343,0.00,0,0,0,0,7.57,1.000,6.43,5.9,0.00,0
26.615,0.00,12.50,13.38,0,0,5,2,0.0,13.05,-11.13,14.70,0.07,off,14.70,199,1.000,0.0,0.00,0.00,308,438,71.8,6,19.00,0.70,104,117,18,6,13,19,22.0,3.83,3.09,0.88,1.93,216,3302,0.00,0,0,0,0,7.59,1.000,6.43,5.9,0.00,0
26.660,0.00,12.50,13.42,0,0,4,3,0.0,13.05,-11.13,14.70,0.07,off,14.70,199,1.000,0.0,0.00,0.00,322,438,71.8,6,18.50,0.69,104,117,12,8,10,10,22.0,3.72,2.95,0.86,1.93,216,3253,0.00,0,0,0,0,7.59,1.000,6.43,5.9,0.00,0
26.689,0.00,12.50,13.52,0,0,4,3,0.0,13.05,-11.13,14.70,0.07,off,14.70,199,1.000,0.0,0.00,0.00,309,438,71.8,6,18.50,0.69,104,117,5,8,10,11,22.0,3.67,2.76,0.86,1.93,216,3229,0.00,0,0,0,0,7.57,1.000,6.43,5.9,0.00,0
26.720,0.00,12.50,13.55,0,0,3,2,0.0,13.05,-11.13,14.70,0.07,off,14.70,199,1.000,0.0,0.00,0.00,310,438,71.8,6,17.50,0.68,104,117,5,3,13,15,22.0,3.62,2.76,0.82,1.93,216,3197,0.00,0,0,0,0,7.59,1.000,6.43,5.9,0.00,0
26.750,0.00,12.50,13.58,0,0,2,2,0.0,13.05,-11.13,14.70,0.07,off,14.70,199,1.000,0.0,0.00,0.00,317,438,71.8,6,17.00,0.67,104,117,11,3,7,14,22.0,3.58,2.80,0.82,1.93,216,3160,0.00,0,0,0,0,7.60,1.000,6.43,5.9,0.00,0
26.771,0.00,12.50,13.63,0,0,2,2,0.0,13.05,-11.13,14.70,0.07,off,14.70,199,1.000,0.0,0.00,0.00,322,438,71.8,6,17.00,0.67,104,117,14,6,8,14,22.0,3.54,2.92,0.82,1.93,216,3119,0.00,0,0,0,0,7.61,1.000,6.43,5.9,0.00,0
26.806,0.00,12.50,13.71,0,0,1,2,0.0,13.05,-11.13,14.70,0.07,off,14.70,199,1.000,0.0,0.00,0.00,324,438,71.8,6,16.50,0.66,104,117,8,6,10,7,22.0,3.49,3.05,0.86,1.93,216,3071,0.00,0,0,0,0,7.59,1.000,6.43,5.9,0.00,0
26.827,0.00,12.50,13.75,0,0,1,1,0.0,13.05,-11.13,14.70,0.07,off,14.70,199,1.000,0.0,0.00,0.00,329,438,71.8,6,16.00,0.65,104,117,6,3,10,3,22.0,3.48,2.76,0.86,1.93,216,3054,0.00,0,0,0,0,7.59,1.000,6.43,5.9,0.00,0
26.849,0.00,12.50,13.79,0,0,1,1,0.0,13.05,-11.13,14.70,0.07,off,14.70,199,1.000,0.0,0.00,0.00,329,438,71.8,6,16.00,0.65,104,117,6,8,7,3,22.0,3.50,2.64,0.86,1.93,216,3061,0.00,0,0,0,0,7.61,1.000,6.43,5.9,0.00,0
26.874,0.00,12.50,13.88,0,0,0,1,0.0,13.05,-11.13,14.70,0.07,off,14.70,199,1.000,0.0,0.00,0.00,334,438,71.8,6,16.00,0.66,104,117,6,8,7,2,22.0,3.53,2.76,0.82,1.93,216,3091,0.00,0,0,0,0,7.58,1.000,6.43,5.9,0.00,0
26.904,0.00,12.50,13.90,0,0,0,1,0.0,13.05,-11.13,14.70,0.07,off,14.70,199,1.000,0.0,0.00,0.00,334,438,71.8,6,16.00,0.66,104,117,6,6,7,8,22.0,3.56,2.73,0.82,1.93,216,3100,0.00,0,0,0,0,7.60,1.000,6.43,5.9,0.00,0
26.930,0.00,12.50,13.95,0,0,0,1,0.0,13.05,-11.13,14.70,0.07,off,14.70,199,1.000,0.0,0.00,0.00,340,438,71.8,6,16.00,0.66,104,117,8,5,12,8,22.0,3.52,2.67,0.82,1.93,216,3083,0.00,0,0,0,0,7.59,1.000,6.43,5.9,0.00,0
26.968,0.00,12.50,14.03,0,0,0,0,0.0,13.05,-11.13,14.70,0.07,off,14.70,199,1.000,0.0,0.00,0.00,340,438,71.8,6,16.00,0.66,104,117,10,4,11,4,22.0,3.46,2.12,0.78,1.93,216,3065,0.00,0,0,0,0,7.59,1.000,6.43,5.9,0.00,0
27.000,0.00,12.50,14.10,0,0,-1,0,0.0,13.05,-11.13,14.70,0.07,off,14.70,199,1.000,0.0,0.00,0.00,345,438,71.8,6,16.00,0.66,104,117,8,4,11,1,22.0,3.44,2.07,0.68,1.93,216,3072,0.00,0,0,0,0,7.58,1.000,6.43,5.9,0.00,0
27.030,0.00,12.50,14.18,0,0,-1,0,0.0,13.05,-11.13,14.70,0.07,off,14.70,199,1.000,0.0,0.00,0.00,350,438,71.8,6,16.00,0.66,104,117,8,3,9,7,22.0,3.42,2.26,0.72,1.93,216,3084,0.00,0,0,0,0,7.59,1.000,6.43,5.9,0.00,0
27.045,0.00,12.50,14.27,0,0,-1,0,0.0,13.05,-11.13,14.70,0.07,off,14.70,199,1.000,0.0,0.00,0.00,350,438,71.8,6,16.00,0.66,104,117,7,10,7,5,22.0,3.38,2.73,0.72,1.93,216,3077,0.00,0,0,0,0,7.61,1.000,6.43,5.9,0.00,0
27.070,0.00,12.50,14.36,0,0,-1,0,0.0,13.05,-11.13,14.70,0.07,off,14.70,199,1.000,0.0,0.00,0.00,356,438,71.8,6,16.00,0.66,104,117,10,10,12,5,22.0,3.35,3.09,0.84,1.93,216,3066,0.00,0,0,0,0,7.58,1.000,6.43,5.9,0.00,0
27.101,0.00,12.50,14.42,0,0,-1,0,0.0,13.05,-11.13,14.70,0.06,off,14.70,199,1.000,0.0,0.00,0.00,356,438,71.8,6,16.00,0.65,104,117,8,4,12,3,22.0,3.32,3.16,0.90,1.93,216,3062,0.00,0,0,0,0,7.58,1.000,6.43,5.9,0.00,0
27.132,0.00,12.50,14.48,0,0,-1,0,0.0,13.05,-11.13,14.70,0.06,off,14.70,199,1.000,0.0,0.00,0.00,361,438,71.8,6,16.00,0.65,104,117,8,7,11,3,22.0,3.31,2.99,0.90,1.93,216,3066,0.00,0,0,0,0,7.59,1.000,6.43,5.9,0.00,0
27.156,0.00,12.50,14.60,0,0,-1,0,0.0,13.05,-11.13,14.70,0.06,off,14.70,199,1.000,0.0,0.00,0.00,361,438,71.8,6,16.00,0.65,104,117,5,7,14,3,22.0,3.29,2.67,0.86,1.93,216,3066,0.00,0,0,0,0,7.58,1.000,6.43,5.9,0.00,0
27.183,0.00,12.50,14.72,0,0,-1,0,0.0,13.05,-11.13,14.70,0.06,off,14.70,199,1.000,0.0,0.00,0.00,366,438,71.8,6,16.00,0.65,104,117,7,5,14,7,22.0,3.27,2.52,0.80,1.93,216,3065,0.00,0,0,0,0,7.58,1.000,6.43,5.9,0.00,0
27.209,0.00,12.50,14.87,0,0,-1,0,0.0,13.05,-11.13,14.70,0.06,off,14.70,199,1.000,0.0,0.00,0.00,366,438,71.8,6,16.00,0.65,104,117,7,3,12,5,22.0,3.25,2.64,0.80,1.93,216,3061,0.00,0,0,0,0,7.60,1.000,6.43,5.9,0.00,0
27.224,0.00,12.50,15.02,0,0,-1,0,0.0,13.05,-11.13,14.70,0.06,off,14.70,199,1.000,0.0,0.00,0.00,371,438,71.8,6,16.00,0.65,104,117,8,3,10,5,22.0,3.23,2.64,0.82,1.93,216,3059,0.00,0,0,0,0,7.58,1.000,6.43,5.9,0.00,0
27.260,0.00,12.50,15.59,0,0,-1,0,0.0,13.05,-11.13,14.70,0.06,off,14.70,199,1.000,0.0,0.00,0.00,372,438,71.8,6,16.00,0.65,104,117,5,4,10,3,22.0,3.21,2.64,0.80,1.93,216,3060,0.00,0,0,0,0,7.59,1.000,6.43,5.9,0.00,0
27.285,0.00,12.50,15.99,0,0,-1,0,0.0,13.05,-11.13,14.70,0.06,off,14.70,199,1.000,0.0,0.00,0.00,372,438,71.8,6,16.00,0.65,104,117,5,4,9,3,22.0,3.19,2.49,0.80,1.93,216,3062,0.00,0,0,0,0,7.56,1.000,6.43,5.9,0.00,0
27.300,0.00,12.50,16.32,0,0,-1,0,0.0,13.05,-11.13,14.70,0.06,off,14.70,199,1.000,0.0,0.00,0.00,377,438,71.8,6,16.00,0.65,104,117,5,4,10,5,22.0,3.15,2.55,0.80,1.93,216,3058,0.00,0,0,0,0,7.57,1.000,6.43,5.5,0.00,0
27.328,0.00,12.50,16.56,0,0,-1,0,0.0,13.05,-11.13,14.70,0.06,off,14.70,199,1.000,0.0,0.00,0.00,377,438,71.8,6,16.00,0.65,104,117,5,4,10,5,22.0,3.13,2.61,0.80,1.93,216,3054,0.00,0,0,0,0,7.59,1.000,6.43,5.5,0.00,0
27.360,0.00,12.50,16.77,0,0,-1,0,0.0,13.05,-11.13,14.70,0.06,off,14.70,199,1.000,0.0,0.00,0.00,378,438,71.8,6,16.00,0.65,104,117,6,7,10,5,22.0,3.12,2.61,0.80,1.93,216,3050,0.00,0,0,0,0,7.57,1.000,6.43,5.5,0.00,0
27.390,0.00,12.50,17.14,0,0,-1,0,0.0,13.05,-11.13,14.70,0.06,off,14.70,199,1.000,0.0,0.00,0.00,382,438,71.8,6,16.00,0.65,104,117,13,7,10,3,22.0,3.10,2.14,0.74,1.93,216,3055,0.00,0,0,0,0,7.58,1.000,6.43,5.5,0.00,0
27.421,0.00,12.50,17.52,0,0,-1,0,0.0,13.05,-11.13,14.70,0.06,off,14.70,199,1.000,0.0,0.00,0.00,382,438,71.8,6,16.00,0.65,104,117,13,7,11,5,22.0,3.08,2.02,0.74,1.93,216,3056,0.00,0,0,0,0,7.59,1.000,6.43,5.5,0.00,0
27.436,0.00,12.50,17.92,0,0,-1,-1,0.0,13.05,-11.13,14.70,0.06,off,14.70,199,1.000,0.0,0.00,0.00,388,438,71.8,6,16.00,0.65,104,117,4,8,7,5,22.0,3.06,2.05,0.66,1.93,216,3054,0.00,0,0,0,0,7.57,1.000,6.43,5.5,0.00,0
27.465,0.00,12.50,18.28,0,0,-1,-1,0.0,13.05,-11.13,14.70,0.06,off,14.70,199,1.000,0.0,0.00,0.00,388,438,71.8,6,16.00,0.65,104,117,10,8,7,5,22.0,3.04,2.14,0.70,1.93,216,3051,0.00,0,0,0,0,7.57,1.000,6.43,5.5,0.00,0
27.490,0.00,12.50,18.58,0,0,-1,-1,0.0,13.05,-11.13,14.70,0.06,off,14.70,199,1.000,0.0,0.00,0.00,392,438,71.8,6,16.00,0.65,104,117,10,8,7,4,22.0,3.02,2.35,0.70,1.93,216,3051,0.00,0,0,0,0,7.59,1.000,6.43,5.5,0.00,0
27.530,0.00,12.50,18.92,0,0,-1,-1,0.0,13.05,-11.13,14.70,0.06,off,14.70,199,1.000,0.0,0.00,0.00,393,438,71.8,6,16.00,0.65,104,117,8,3,12,6,22.0,3.00,2.73,0.76,1.93,216,3054,0.00,0,0,0,0,7.55,1.000,6.43,5.5,0.00,0
