Time (sec),AF Correction 1 (%),AF Correction 3 (%),AF Sens 1 Curr (mA),AF Sens 1 Ratio (AFR),AVCS Exh Table (°),AVCS In Table (°),Accel Position (%),Battery Volt (V),Boost Extended (psi),CL Fuel Target (AFR),CL Fuel Target Table (AFR),CPC Purge Valve Duty (%),Calculated Load (g/rev),Catalyst Temp (F),Comm Fuel Final (AFR),Coolant Temp (F),Dyn Adv Mult (DAM),Dynamic Adv Base Table (°),Dynamic Adv Lrn (°),EGR Actual (steps),Engine Start Mode (mode),Feedback Knock (°),Fine Knock Learn (°),Fuel Econ Corr (mult),Fuel Pressure (psi),Fuel Pressure Target (psi),Fuel Pump Duty (%),Gear Position (Gear),Ignition Timing (°),Inj Duty Cycle (%),Intake Temp (F),MAF Corr Final (g/s),MAF Table (g/s),MAF Volt (V),Man Abs Press (psi),Oil Temp (F),Per Gear Boost (%),Primary Ign (°),RPM (RPM),Req Torque (Nm),TD Boost Error Ext (psi),TGV Map Ratio (mult),TPS Duty (%),Target Boost Final Abs Ext (psi),Throttle Pos (%),Vehicle Speed (mph),Wastegate Duty (%),AP Info:[AP3-SUB-004 v1.7.3.1-17032][2016 USDM WRX MT COBB Custom Features Gen2][Reflash: Stage1 91 v361.ptm - Realtime: Stage1 91 v361.ptm]
178.407,-4.69,0.00,-0.12,14.50,15.23,-17.36,12.2,13.44,-5.25,14.73,14.64,14.3,0.44,1093.6,14.70,190,0.750,0.00,0.00,13.0,0.0,0.00,0.00,1.000,991,942,71.8,6,18.50,2.70,64,23.51,22.94,2.02,7.80,212,0.0,17.50,3163,75.66,1.03,0.000,32.81,8.84,17.3,85,0.00,0
178.426,-4.69,0.00,-0.12,14.52,15.23,-17.36,12.2,13.44,-5.28,14.73,14.64,14.3,0.44,1093.6,14.70,190,0.750,0.00,0.00,13.0,0.0,0.00,0.00,1.000,904,942,71.8,6,18.50,2.70,64,23.40,22.79,2.02,7.76,212,0.0,17.50,3164,76.08,1.03,0.000,32.81,8.80,17.3,85,0.00,0
178.456,-4.69,0.00,0.00,14.53,15.23,-17.36,12.2,13.68,-5.33,14.73,14.64,14.3,0.44,1093.6,14.70,190,0.750,0.00,0.00,13.0,0.0,0.00,0.00,1.000,916,942,71.8,6,18.50,2.70,64,23.31,22.50,2.02,7.70,212,0.0,18.00,3161,76.58,1.03,0.000,27.34,8.77,17.3,85,0.00,0
178.487,-4.69,0.00,0.00,14.56,15.23,-17.36,12.2,13.68,-5.36,14.73,14.64,14.3,0.44,1093.6,14.70,190,0.750,0.00,0.00,13.0,0.0,0.00,0.00,1.000,927,942,71.8,6,19.00,2.70,64,23.19,22.05,2.00,7.53,212,0.0,18.00,3162,76.97,1.14,0.000,36.72,8.83,17.3,85,0.00,0
178.512,-4.69,0.00,0.00,14.56,14.53,-17.28,12.5,13.68,-5.38,14.73,14.64,14.3,0.43,1093.6,14.70,190,0.750,0.00,0.00,13.0,0.0,0.00,0.00,1.000,928,849,71.8,6,19.00,2.70,64,23.14,22.65,2.00,7.52,212,0.0,18.00,3165,77.33,1.22,0.000,36.72,8.89,17.3,85,0.00,0
178.531,-4.69,0.00,0.00,14.57,14.56,-17.27,12.5,13.92,-5.36,14.73,14.64,14.3,0.43,1094.1,14.70,190,0.750,0.00,0.00,13.0,0.0,0.00,0.00,1.000,909,849,71.8,6,19.00,2.70,64,23.15,22.94,2.00,7.60,212,0.0,18.00,3166,77.75,1.24,0.000,38.28,8.93,17.3,85,0.00,0
178.557,-4.69,0.00,0.00,14.60,14.65,-17.27,12.5,13.68,-5.34,14.73,14.64,14.3,0.43,1094.1,14.70,190,0.750,0.00,0.00,13.0,0.0,0.00,0.00,1.000,848,849,71.8,6,19.00,2.70,64,23.13,22.50,2.00,7.68,212,0.0,18.00,3163,77.36,1.19,0.000,35.16,8.90,17.3,85,0.00,0
178.597,-4.69,0.00,0.00,14.60,14.60,-17.27,12.5,13.84,-5.36,14.73,14.64,14.3,0.44,1094.1,14.70,190,0.750,0.00,0.00,13.0,0.0,0.00,0.00,1.000,843,849,71.8,6,19.00,3.38,64,23.21,23.73,2.04,7.73,212,0.0,18.00,3166,77.31,1.19,0.000,32.81,8.90,17.3,85,0.00,0
178.624,-4.69,0.00,0.00,14.63,15.18,-17.36,12.9,13.84,-5.36,14.73,14.64,14.3,0.44,1094.1,14.70,190,0.750,0.00,0.00,13.0,0.0,0.00,0.00,1.000,867,942,71.8,6,19.00,3.38,64,23.23,23.24,2.04,7.67,212,0.0,18.00,3166,79.86,1.41,0.000,32.81,9.09,17.3,85,0.00,0
178.654,-5.47,0.00,0.00,14.64,15.16,-17.37,12.9,13.76,-5.38,14.73,14.64,14.3,0.44,1094.1,14.70,190,0.750,0.00,0.00,13.0,0.0,0.00,0.00,1.000,890,942,71.8,6,19.00,3.38,64,23.27,23.09,2.04,7.68,212,0.0,18.00,3167,81.55,1.55,0.000,41.41,9.22,17.7,85,0.00,0
178.668,-5.47,0.00,0.00,14.65,15.16,-17.37,13.3,13.76,-5.37,14.73,14.64,14.3,0.44,1094.1,14.70,190,0.750,0.00,0.00,13.0,0.0,0.00,0.00,1.000,974,942,71.8,6,19.00,3.38,64,23.33,22.94,2.04,7.57,212,0.0,18.00,3171,83.20,1.61,0.000,41.41,9.28,17.7,85,0.00,0
178.684,-5.47,0.00,0.00,14.67,15.11,-17.37,13.3,13.60,-5.35,14.73,14.64,14.3,0.44,1094.6,14.70,190,0.750,0.00,0.00,13.0,0.0,0.00,0.00,1.000,978,942,71.8,6,19.00,3.38,64,23.40,23.56,2.02,7.60,212,0.0,18.00,3169,84.49,1.77,0.000,32.81,9.47,17.7,85,0.00,0
178.722,-5.47,0.00,0.00,14.67,15.08,-17.37,13.7,13.76,-5.27,14.73,14.64,14.3,0.44,1094.6,14.70,190,0.750,0.00,0.00,13.0,0.0,0.00,0.00,1.000,874,942,71.8,6,18.50,2.71,64,23.62,24.53,2.04,7.77,212,0.0,17.50,3169,85.34,1.72,0.000,33.59,9.50,18.1,85,0.00,0
178.752,-5.47,0.00,0.00,14.67,15.11,-17.37,13.7,13.76,-5.21,14.73,14.64,14.3,0.44,1094.6,14.70,190,0.750,0.00,0.00,13.0,0.0,0.00,0.00,1.000,874,942,71.8,6,18.50,2.71,64,23.75,24.21,2.04,7.89,212,0.0,17.50,3167,86.22,1.75,0.000,33.59,9.57,18.1,85,0.00,0
178.771,-5.47,0.00,0.00,14.69,15.18,-17.36,13.7,13.68,-5.20,14.73,14.64,14.3,0.44,1094.6,14.70,190,0.750,0.00,0.00,13.0,0.0,0.00,0.00,1.000,942,942,71.8,6,18.50,3.38,64,23.82,24.05,2.06,7.92,212,0.0,17.50,3165,85.43,1.69,0.000,34.38,9.55,18.1,85,0.00,0
178.796,-5.47,0.00,0.00,14.72,15.08,-17.37,13.7,13.84,-5.18,14.73,14.64,14.3,0.44,1094.6,14.70,190,0.750,0.00,0.00,13.0,0.0,0.00,0.00,1.000,913,942,71.8,6,18.50,3.38,64,23.95,24.69,2.04,7.95,212,0.0,17.50,3170,85.75,1.67,0.000,26.56,9.54,18.1,85,0.00,0
178.831,-5.47,0.00,0.00,14.74,15.73,-17.46,13.7,13.84,-5.17,14.73,14.64,14.3,0.45,1094.6,14.70,190,0.750,0.00,0.00,13.0,0.0,0.00,0.00,1.000,953,942,71.8,6,18.50,3.38,64,23.95,23.89,2.04,7.86,212,0.0,17.50,3164,86.64,1.73,0.000,26.56,9.60,18.1,85,0.00,0
178.846,-5.47,0.00,0.00,14.75,15.83,-17.46,13.7,13.84,-5.16,14.73,14.64,14.3,0.45,1095.1,14.70,190,0.750,0.00,0.00,13.0,0.0,0.00,0.00,1.000,1008,942,71.8,6,18.50,2.70,64,23.92,23.89,2.06,7.83,212,0.0,17.50,3162,85.47,1.66,0.000,27.34,9.55,18.1,85,0.00,0
178.881,-5.47,0.00,0.00,14.80,16.01,-17.45,13.7,13.84,-5.10,14.73,14.64,14.3,0.45,1095.1,14.70,190,0.750,0.00,0.00,13.0,0.0,0.00,0.00,1.000,897,942,71.8,6,18.50,2.69,64,23.95,24.69,2.06,7.86,212,0.0,17.50,3159,86.39,1.64,0.000,18.75,9.59,18.1,85,0.00,0
178.918,-4.69,0.00,0.00,14.87,15.93,-17.45,13.7,13.60,-5.07,14.73,14.64,14.3,0.45,1095.1,14.70,190,0.750,0.00,0.00,13.0,0.0,0.00,0.00,1.000,926,942,71.8,6,18.50,3.37,64,24.02,24.05,2.04,7.98,212,0.0,17.50,3163,86.75,1.63,0.000,43.75,9.61,18.1,85,0.00,0
178.948,-4.69,0.00,0.00,14.90,15.93,-17.45,14.5,13.60,-5.04,14.73,14.64,14.3,0.45,1095.1,14.70,190,0.750,0.00,0.00,13.0,0.0,0.00,0.00,1.000,993,942,71.8,6,18.50,3.37,64,24.07,24.69,2.04,8.03,212,0.0,17.50,3162,88.86,1.77,0.000,43.75,9.77,18.1,85,0.00,0
178.963,-3.91,0.00,0.00,14.96,15.96,-17.45,14.5,13.68,-5.05,14.73,14.64,15.1,0.45,1095.1,14.70,190,0.750,0.00,0.00,13.0,0.0,0.00,0.00,1.000,994,942,71.8,6,18.50,2.70,64,24.13,24.21,2.04,8.03,212,0.0,17.50,3163,91.01,1.94,0.000,44.53,9.94,18.5,85,0.00,0
179.001,-3.91,0.00,0.00,14.93,15.93,-17.45,14.5,13.76,-5.04,14.73,14.64,15.1,0.45,1095.5,14.70,190,0.750,0.00,0.00,13.0,0.0,0.00,0.00,1.000,882,942,71.8,6,18.50,3.37,64,24.33,24.85,2.08,8.00,212,0.0,17.50,3161,91.46,1.98,0.000,31.25,9.97,18.5,85,0.00,0
179.032,-3.91,0.00,0.00,14.95,15.93,-17.45,14.5,13.76,-5.00,14.73,14.64,15.1,0.45,1095.5,14.70,190,0.750,0.00,0.00,13.0,0.0,0.00,0.00,1.000,970,942,71.8,6,18.50,3.37,64,24.45,25.02,2.08,8.03,212,0.0,17.00,3162,91.44,1.95,0.000,31.25,9.97,18.5,85,0.00,0
179.046,-3.91,0.00,0.00,14.91,15.96,-17.45,14.5,13.92,-4.96,14.73,14.64,15.5,0.47,1095.5,14.70,190,0.750,0.00,0.00,13.0,0.0,0.00,0.00,1.000,1040,942,71.8,6,18.00,3.37,64,24.61,25.66,2.08,8.00,212,0.0,17.00,3162,90.16,1.85,0.000,36.72,9.94,18.5,85,0.00,0
179.075,-3.91,0.00,0.00,14.87,16.59,-17.54,14.1,13.84,-4.92,14.73,14.64,15.5,0.47,1095.5,14.76,190,0.750,0.00,0.00,13.0,0.0,0.00,0.00,1.000,978,942,71.8,6,17.50,3.37,64,24.62,26.00,2.10,8.03,212,0.0,17.00,3153,88.54,1.63,0.000,35.16,9.75,18.1,85,0.00,0
179.110,-3.91,0.00,0.00,14.88,16.77,-17.53,14.1,13.84,-4.89,14.73,14.64,15.5,0.47,1095.5,14.76,190,0.750,0.00,0.00,13.0,0.0,0.00,0.00,1.000,960,942,71.8,6,17.50,3.37,64,24.55,24.53,2.10,8.12,212,0.0,17.00,3151,88.24,1.56,0.000,35.16,9.73,18.1,85,0.00,0
179.125,-3.91,0.00,0.00,14.88,16.80,-17.53,13.7,13.68,-4.89,14.72,14.64,15.5,0.47,1095.5,14.76,190,0.750,0.00,0.00,13.0,0.0,0.00,0.00,1.000,984,942,71.8,6,17.50,3.36,64,24.48,24.37,2.06,8.19,212,0.0,17.00,3150,86.54,1.44,0.000,21.88,9.60,18.1,85,0.00,0
179.161,-3.12,0.00,0.00,14.87,15.99,-17.45,13.7,13.76,-4.93,14.73,14.64,15.5,0.45,1096.0,14.76,190,0.750,0.00,0.00,13.0,0.0,0.00,0.00,1.000,984,942,71.8,6,17.50,3.36,64,24.45,24.69,2.04,8.12,212,0.0,17.00,3159,86.84,1.49,0.000,25.00,9.62,18.1,85,0.00,0
179.196,-3.12,0.00,0.00,14.88,16.03,-17.45,14.1,13.84,-4.99,14.83,14.64,15.1,0.45,1096.0,14.70,190,0.750,0.00,0.00,13.0,0.0,0.00,0.00,1.000,914,942,71.8,6,18.00,3.36,64,24.38,24.53,2.04,8.02,212,0.0,17.00,3156,87.72,1.62,0.000,30.47,9.69,18.1,85,0.00,0
179.234,-3.91,0.00,0.00,14.85,16.03,-17.45,14.1,13.68,-4.99,14.83,14.64,15.1,0.45,1096.0,14.82,190,0.750,0.00,0.00,13.0,0.0,0.00,0.00,1.000,1024,942,71.8,6,18.00,3.36,64,24.33,24.85,2.06,7.91,211,0.0,17.00,3155,87.76,1.63,0.000,30.47,9.69,18.1,85,0.00,0
179.264,-3.91,0.00,0.00,14.87,16.09,-17.44,14.1,13.68,-4.97,14.83,14.64,15.1,0.45,1096.0,14.82,190,0.750,0.00,0.00,13.0,0.0,0.00,0.00,1.000,928,942,71.8,6,18.00,3.36,64,24.36,24.85,2.06,7.98,211,0.0,17.00,3156,88.56,1.67,0.000,30.47,9.75,18.1,85,0.00,0
179.296,-3.12,-0.78,0.00,14.87,16.09,-17.44,14.5,13.92,-4.95,14.83,14.64,14.7,0.45,1096.0,14.82,190,0.750,0.00,0.00,13.0,0.0,0.00,0.00,1.000,867,942,71.8,6,18.00,2.69,64,24.37,24.69,2.08,8.02,211,0.0,17.00,3155,90.28,1.68,0.000,30.47,9.78,18.1,85,0.00,0
179.311,-3.12,-0.78,0.00,14.83,16.09,-17.44,14.5,13.92,-4.94,14.83,14.64,14.7,0.45,1096.0,14.82,190,0.750,0.00,0.00,13.0,0.0,0.00,0.00,1.000,912,942,71.8,6,18.00,2.69,64,24.41,24.21,2.08,8.11,211,0.0,17.00,3155,92.84,1.84,0.000,30.47,9.95,18.1,85,0.00,0
179.343,-3.12,-0.78,0.00,14.80,16.06,-17.44,15.3,13.76,-4.92,14.83,14.64,14.7,0.45,1096.5,14.82,190,0.750,0.00,0.00,13.0,0.0,0.00,0.00,1.000,1001,942,71.8,6,18.00,3.37,64,24.51,24.85,2.06,8.17,211,0.0,17.00,3156,95.79,2.08,0.000,43.75,10.20,18.5,85,0.00,0
179.357,-3.12,-0.78,0.00,14.87,16.62,-17.54,16.9,13.92,-4.89,14.83,14.64,15.5,0.47,1096.5,14.87,190,0.750,0.00,0.00,13.0,0.0,0.00,0.00,1.000,969,942,71.8,6,17.50,3.37,64,24.82,26.00,2.08,8.21,211,0.0,17.00,3159,105.96,2.92,0.000,35.16,11.08,19.3,85,0.00,0
179.387,-3.12,-0.78,0.00,14.84,16.59,-17.54,17.6,13.92,-4.83,14.83,14.64,15.5,0.48,1096.5,14.87,190,0.750,0.00,0.00,13.0,0.0,0.00,0.00,1.000,892,942,71.8,6,17.50,3.37,64,25.22,26.70,2.08,8.27,211,0.0,17.00,3162,111.45,3.14,0.000,35.16,11.33,19.3,85,0.00,0
179.415,-2.34,-0.78,0.00,14.84,17.27,-17.62,18.4,13.84,-4.70,14.83,14.64,15.5,0.48,1096.5,14.87,190,0.750,0.00,0.00,15.0,0.0,0.00,0.00,1.000,953,1035,71.8,6,17.50,3.37,64,25.81,29.19,2.14,8.43,211,0.0,16.50,3160,116.14,3.40,0.000,29.69,11.69,20.1,85,0.00,0
179.430,-2.34,-0.78,0.00,14.79,17.90,-17.72,18.4,13.84,-4.55,14.83,14.64,15.5,0.49,1096.5,14.87,190,0.750,0.00,0.00,15.0,0.0,0.00,0.00,1.000,1051,1035,71.8,6,17.50,3.37,64,26.29,29.76,2.14,8.51,211,0.0,16.50,3159,117.41,3.50,0.000,29.69,11.92,20.1,85,0.00,0
179.451,-3.12,-0.78,0.00,14.76,17.85,-17.72,18.4,13.68,-4.36,14.83,14.64,15.9,0.50,1096.5,14.87,190,0.750,0.00,0.00,15.0,0.0,0.00,0.00,1.000,1020,1035,71.8,6,17.50,3.37,64,26.84,30.71,2.20,8.79,211,0.0,16.00,3160,118.28,3.34,0.000,25.00,11.98,20.9,85,0.00,0
179.469,-3.12,-0.78,0.00,14.85,18.39,-17.81,18.8,13.68,-4.12,14.83,14.64,15.9,0.52,1097.0,14.87,190,0.750,0.00,0.00,17.0,0.0,0.00,0.00,1.000,1041,1035,71.8,6,16.00,3.37,64,27.43,31.09,2.24,9.13,211,0.0,15.50,3162,118.68,3.27,0.000,34.38,12.11,21.3,85,0.00,0
179.508,-3.12,-0.78,0.00,14.87,19.17,-17.89,18.8,13.68,-3.94,14.83,14.64,15.9,0.53,1097.0,14.87,190,0.750,0.00,0.00,18.0,0.0,0.00,0.00,1.000,1109,1128,71.8,6,16.00,3.37,64,28.09,31.66,2.24,9.38,211,0.0,15.50,3154,119.62,3.02,0.000,34.38,12.05,21.3,85,0.00,0
179.527,-2.34,-0.78,0.00,14.92,20.06,-17.21,18.8,13.68,-3.62,14.83,14.64,17.9,0.53,1097.0,14.87,190,0.750,0.00,0.00,19.0,0.0,0.00,0.00,1.000,1180,1128,71.8,6,16.00,3.37,64,28.56,31.28,2.28,9.73,211,0.0,15.50,3155,120.46,2.82,0.000,42.19,12.18,21.3,85,0.00,0
179.549,-2.34,-0.78,0.00,15.05,20.89,-16.53,18.8,13.84,-3.48,14.83,14.64,17.9,0.54,1097.0,14.87,190,0.750,0.00,0.00,19.0,0.0,0.00,0.00,1.000,1138,1128,71.8,6,16.00,3.36,64,28.81,31.66,2.26,9.84,211,0.0,15.50,3152,121.35,2.67,0.000,29.69,12.18,21.3,85,0.00,0
179.583,-2.34,-0.78,0.00,15.05,20.89,-16.53,19.2,13.84,-3.39,14.83,14.64,17.9,0.54,1097.0,14.87,190,0.750,0.00,0.00,21.0,0.0,0.00,0.00,1.000,1121,1128,71.8,6,16.00,3.36,64,29.02,31.66,2.26,9.87,211,0.0,15.50,3154,121.74,2.62,0.000,29.69,12.24,21.3,85,0.00,0
179.594,-1.56,-0.78,0.00,15.05,20.84,-16.54,19.2,14.00,-3.25,14.83,14.64,18.7,0.54,1097.0,14.87,190,0.750,0.00,0.00,21.0,0.0,0.00,0.00,1.000,1110,1128,71.8,6,16.00,3.36,64,29.19,31.66,2.28,9.93,211,0.0,15.50,3154,122.19,2.60,0.000,40.62,12.31,21.7,85,0.00,0
179.620,-1.56,-0.78,0.00,15.05,20.87,-16.54,19.2,14.00,-3.15,14.83,14.64,18.7,0.56,1097.0,14.87,190,0.750,0.00,0.00,21.0,0.0,0.00,0.00,1.000,1080,1128,71.8,6,16.00,3.36,64,29.35,31.86,2.28,9.89,211,0.0,15.50,3154,122.60,2.49,0.000,40.62,12.31,21.7,85,0.00,0
179.662,-1.56,-0.78,0.00,15.13,21.75,-15.86,19.2,13.76,-2.97,14.83,14.64,18.7,0.56,1097.4,14.87,190,0.750,0.00,0.00,21.0,0.0,0.00,0.00,1.000,1169,1221,71.8,6,16.00,3.37,64,29.70,31.47,2.26,10.11,211,0.0,15.50,3155,123.00,2.28,0.000,31.25,12.34,21.7,85,0.00,0
179.677,-0.78,-0.78,0.00,15.23,21.75,-15.86,19.2,13.76,-2.82,14.83,14.64,19.9,0.56,1097.4,14.87,190,0.750,0.00,0.00,21.0,0.0,0.00,0.00,1.000,1251,1221,71.8,6,16.00,3.37,64,29.93,31.86,2.26,10.25,211,0.0,15.50,3156,123.85,2.20,0.000,28.91,12.44,21.7,85,0.00,0
179.706,-0.78,-0.78,0.00,15.18,22.58,-15.18,19.6,13.76,-2.73,14.83,14.64,19.9,0.57,1097.4,14.87,190,0.750,0.00,0.00,21.0,0.0,0.00,0.00,1.000,1206,1221,71.8,6,16.00,3.37,64,30.08,32.06,2.26,10.41,211,0.0,15.50,3154,124.33,2.18,0.000,28.91,12.47,21.7,85,0.00,0
179.732,-0.78,-0.78,0.00,15.13,22.56,-15.18,20.0,13.52,-2.70,14.83,14.64,19.9,0.57,1097.4,14.87,190,0.750,0.00,0.00,21.0,0.0,0.00,0.00,1.000,1238,1221,71.8,6,16.00,3.36,64,30.33,31.66,2.26,10.43,211,0.0,15.50,3158,126.81,2.23,0.000,32.03,12.57,21.7,85,0.00,0
179.757,-0.78,-0.78,0.00,15.07,22.56,-15.18,20.0,13.76,-2.68,14.83,14.64,20.7,0.57,1097.4,14.87,190,0.750,0.00,0.00,21.0,0.0,0.00,0.00,1.000,1250,1221,71.8,6,16.00,3.37,64,30.42,31.86,2.28,10.46,211,0.0,15.50,3155,127.95,2.38,0.000,32.03,12.75,21.7,85,0.00,0
179.784,-0.78,-0.78,0.00,15.01,22.51,-15.18,20.0,13.76,-2.64,14.83,14.64,20.7,0.57,1097.4,14.87,190,0.750,0.00,0.00,21.0,0.0,0.00,0.00,1.000,1236,1221,71.8,6,16.00,3.37,64,30.61,32.26,2.28,10.43,211,0.0,15.50,3159,127.91,2.40,0.000,32.03,12.79,21.7,85,0.00,0
179.822,-0.78,-0.78,0.00,14.91,23.41,-14.50,20.0,14.00,-2.58,14.83,14.64,20.7,0.58,1097.8,14.87,190,0.750,0.00,0.00,21.0,0.0,0.00,0.00,1.000,1230,1221,71.8,6,16.00,3.37,64,30.78,32.26,2.28,10.35,211,0.0,15.00,3154,128.55,2.32,0.000,41.41,12.75,21.7,85,0.00,0
179.836,-0.78,-0.78,0.00,14.89,23.46,-14.50,20.0,13.84,-2.53,14.83,14.64,20.7,0.58,1097.8,14.87,190,0.750,0.00,0.00,21.0,0.0,0.00,0.00,1.000,1266,1221,71.8,6,15.50,3.36,64,30.92,33.05,2.28,10.44,211,0.0,15.00,3153,127.36,2.31,0.000,25.00,12.79,21.7,85,0.00,0
179.871,-0.78,-0.78,0.00,14.92,23.52,-14.50,20.0,13.76,-2.43,14.83,14.64,20.7,0.58,1097.8,14.87,190,0.750,0.00,0.00,21.0,0.0,0.00,0.00,1.000,1235,1221,71.8,6,15.50,3.36,64,31.12,32.45,2.28,10.55,212,0.0,15.00,3149,128.04,2.15,0.000,31.25,12.76,21.7,85,0.00,0
179.899,-0.78,-0.78,0.00,14.95,24.30,-13.83,20.0,13.76,-2.38,14.83,14.64,20.7,0.59,1097.8,14.87,190,0.750,0.00,0.00,21.0,0.0,0.00,0.00,1.000,1141,1221,71.8,6,15.50,3.36,64,31.32,33.05,2.28,10.73,212,0.0,15.00,3150,126.91,2.00,0.000,31.25,12.67,21.7,85,0.00,0
179.933,0.00,-0.78,0.00,14.97,24.32,-13.83,20.0,13.60,-2.38,14.83,14.64,21.5,0.59,1097.8,14.87,190,0.750,0.00,0.00,21.0,0.0,0.00,0.00,1.000,1214,1221,71.8,6,15.50,4.03,64,31.42,32.85,2.28,10.76,212,0.0,15.00,3149,128.04,2.08,0.000,34.38,12.76,21.7,85,0.00,0
179.966,0.00,-0.78,0.00,14.87,24.26,-13.83,20.0,13.84,-2.36,14.83,14.64,21.5,0.59,1098.2,14.87,190,0.750,0.00,0.00,21.0,0.0,0.00,0.00,1.000,1279,1314,71.8,6,15.50,4.04,64,31.61,32.85,2.28,10.73,212,0.0,15.00,3153,127.99,2.07,0.000,33.59,12.75,21.7,85,0.00,0
179.981,0.00,-0.78,0.00,14.82,24.22,-13.83,20.0,13.84,-2.35,14.83,14.64,21.5,0.59,1098.2,14.87,190,0.750,0.00,0.00,21.0,0.0,0.00,0.00,1.000,1327,1314,71.8,6,15.50,4.04,64,31.76,33.05,2.28,10.65,212,0.0,15.00,3152,127.95,2.06,0.000,33.59,12.75,21.7,85,0.00,0
180.009,0.00,-0.78,0.00,14.76,24.26,-13.83,20.0,13.84,-2.32,14.83,14.64,21.5,0.59,1098.2,14.87,190,0.750,0.00,0.00,21.0,0.0,0.00,0.00,1.000,1387,1314,71.8,6,15.50,3.36,64,31.81,33.45,2.30,10.62,212,0.0,15.00,3149,128.04,1.99,0.000,32.03,12.70,21.7,85,0.00,0
180.027,0.00,-0.78,0.00,14.74,24.29,-13.83,20.0,13.84,-2.30,14.83,14.64,21.5,0.59,1098.2,14.87,190,0.750,0.00,0.00,21.0,0.0,0.00,0.00,1.000,1350,1314,71.8,6,15.50,3.36,64,31.96,33.45,2.30,10.66,212,0.0,15.00,3153,128.56,2.06,0.000,32.03,12.80,21.7,85,0.00,0
180.054,-0.78,-0.78,0.00,14.76,25.09,-13.15,20.0,14.00,-2.25,14.83,14.64,21.5,0.61,1098.2,14.87,190,0.750,0.00,0.00,21.0,0.0,0.00,0.00,1.000,1309,1314,71.8,6,15.50,3.36,64,32.07,33.25,2.30,10.73,212,0.0,15.00,3155,128.56,2.02,0.000,38.28,12.79,22.0,85,0.00,0
180.079,-0.78,-0.78,0.00,14.82,25.09,-13.15,20.0,13.84,-2.20,14.83,14.64,22.3,0.61,1098.2,14.87,190,0.750,0.00,0.00,21.0,0.0,0.00,0.00,1.000,1296,1314,71.8,6,15.50,3.36,64,32.23,33.65,2.30,10.84,212,0.0,15.00,3155,129.74,2.03,0.000,43.75,12.88,22.0,85,0.00,0
180.115,-0.78,-0.78,0.00,14.83,25.09,-13.15,20.0,13.84,-2.18,14.83,14.64,22.3,0.61,1098.2,14.87,190,0.750,0.00,0.00,21.0,0.0,0.00,0.00,1.000,1240,1314,71.8,6,15.50,3.36,64,32.35,33.25,2.30,10.94,212,0.0,15.00,3153,129.76,2.01,0.000,43.75,12.88,22.0,85,0.00,0
180.130,-0.78,-0.78,0.00,14.85,25.15,-13.15,20.4,13.84,-2.18,14.83,14.64,22.3,0.61,1098.6,14.87,190,0.750,0.00,0.00,21.0,0.0,0.00,0.00,1.000,1321,1314,71.8,6,15.50,3.36,64,32.44,32.45,2.30,10.89,212,0.0,15.00,3153,130.96,2.06,0.000,34.38,12.93,22.0,85,0.00,0
180.164,0.00,-0.78,0.00,14.93,25.08,-13.15,20.4,13.92,-2.18,14.83,14.64,22.7,0.61,1098.6,14.87,190,0.750,0.00,0.00,21.0,0.0,0.00,0.00,1.000,1384,1314,71.8,6,15.50,4.04,64,32.60,34.04,2.32,10.91,212,0.0,15.00,3158,130.90,2.11,0.000,33.59,12.98,22.0,85,0.00,0
180.179,0.00,-0.78,0.00,14.94,25.97,-12.48,20.4,13.92,-2.14,14.73,14.64,22.7,0.62,1098.6,14.87,190,0.750,0.00,0.00,21.0,0.0,0.00,0.00,1.000,1344,1314,71.8,6,15.50,4.04,64,32.72,34.04,2.32,10.83,212,0.0,15.00,3150,130.39,2.04,0.000,33.59,12.94,22.0,85,0.00,0
180.208,0.78,-0.78,0.00,14.92,25.94,-12.47,20.4,13.92,-2.12,14.73,14.64,22.7,0.62,1098.6,14.76,190,0.750,0.00,0.00,21.0,0.0,0.00,0.00,1.000,1347,1314,71.8,6,15.50,3.36,64,32.84,34.84,2.32,10.82,211,0.0,15.00,3154,130.32,2.01,0.000,34.38,12.93,22.0,85,0.00,0
180.227,0.78,-0.78,0.00,14.90,25.91,-12.47,20.4,13.92,-2.08,14.73,14.64,22.7,0.62,1098.6,14.76,190,0.750,0.00,0.00,21.0,0.0,0.00,0.00,1.000,1362,1314,71.8,6,15.50,3.36,64,32.96,34.04,2.32,10.88,211,0.0,15.00,3153,130.96,1.97,0.000,34.38,12.93,22.0,85,0.00,0
180.253,0.78,0.00,0.00,14.89,25.89,-12.47,20.4,13.84,-2.04,14.73,14.64,22.7,0.62,1098.6,14.76,190,0.750,0.00,0.00,21.0,0.0,0.00,0.00,1.000,1325,1314,71.8,6,15.50,4.04,64,32.99,34.24,2.32,10.93,211,0.0,15.00,3155,130.31,2.03,0.000,31.25,13.02,22.0,85,0.00,0
180.286,0.78,0.00,0.00,14.91,25.87,-12.47,20.4,13.68,-2.01,14.73,14.64,22.7,0.62,1099.0,14.76,190,0.750,0.00,0.00,21.0,0.0,0.00,0.00,1.000,1308,1314,71.8,6,15.50,4.04,64,33.08,33.84,2.30,11.04,211,0.0,15.00,3155,130.31,1.99,0.000,30.47,13.03,22.0,85,0.00,0
