Time (sec),AF Correction 1 (%),AF Learning 1 (%),AF Sens 1 Ratio (AFR),AVCS Exh Left (°),AVCS Exh Right (°),AVCS In Left (°),AVCS In Right (°),Accel Position (%),Baro Pressure (psi),Boost Extended (psi),CL Fuel Target (AFR),Calculated Load Ext (g/rev),Closed Loop Sw (on/off),Comm Fuel Final (AFR),Coolant Temp (F),Dyn Adv Mult (DAM),Ethanol Final (%),Feedback Knock (°),Fine Knock Learn (°),Fuel Pressure (psi),Fuel Pressure Target (psi),Fuel Pump Duty (%),Gear Position (Gear),Ignition Timing (°),Inj Duty Cycle (%),Intake Temp (F),Intake Temp Manifold (F),KS Noise Cyl 1 (raw),KS Noise Cyl 2 (raw),KS Noise Cyl 3 (raw),KS Noise Cyl 4 (raw),Limits Boost Table Base Rel SL Ext (psi),MAF Corr Final (g/s),MAF Table (g/s),MAF Volts (V),Man Abs Press (psi),Oil Temp (F),RPM (RPM),Req Torque (Nm),Roughness Cyl 1 (count),Roughness Cyl 2 (count),Roughness Cyl 3 (count),Roughness Cyl 4 (count),Sns Only TGV R (raw),TGV Map Ratio (mult),Target Boost Final Abs Ext (psi),Throttle Pos (%),Wastegate Duty (%),AP Info:[AP3-SUB-004 v1.7.4.2-17441][2016 USDM WRX MT COBB Custom Features Gen2][Reflash: 2016 WRX 91 - 01.ptm - Realtime: 2016 WRX 91 - 01.ptm]
323.831,-1.56,9.38,14.73,10,12,-16,-15,16.1,13.05,-3.46,14.81,0.48,on,14.82,194,1.000,0.0,-2.11,0.00,950,902,71.8,6,21.00,2.24,106,108,255,196,241,228,22.0,16.72,15.25,1.60,9.49,211,2099,49.61,0,0,0,0,66.85,0.000,28.82,16.5,1.96,0
323.859,-2.34,9.38,14.72,10,12,-16,-15,16.1,13.05,-3.51,14.81,0.48,on,14.82,194,1.000,0.0,-2.11,0.00,908,902,71.8,6,21.00,2.24,106,108,255,306,246,228,22.0,16.61,16.40,1.56,9.45,211,2099,49.42,0,0,0,0,66.85,0.000,28.73,16.5,1.96,0
323.875,-2.34,9.38,14.71,10,12,-16,-15,16.1,13.05,-3.54,14.81,0.47,on,14.82,194,1.000,0.0,-2.11,0.00,855,902,71.8,6,21.00,2.24,106,108,267,306,246,292,22.0,16.65,17.28,1.62,9.57,211,2104,49.81,0,0,0,0,66.85,0.000,28.64,16.5,1.96,0
323.912,-2.34,9.38,14.68,10,12,-16,-15,16.1,13.05,-3.55,14.81,0.47,on,14.82,194,1.000,0.0,-2.11,0.00,875,902,71.8,6,21.00,2.25,106,108,267,204,289,196,22.0,16.68,16.25,1.62,9.46,211,2108,49.81,0,0,0,0,66.85,0.000,28.73,16.5,1.96,0
323.932,-2.34,9.38,14.67,10,12,-16,-15,16.1,13.05,-3.56,14.81,0.48,on,14.82,194,1.000,0.0,-2.11,0.00,877,902,71.8,6,21.00,2.25,106,108,242,204,289,196,22.0,16.63,16.97,1.62,9.45,211,2101,49.81,0,0,0,0,66.84,0.000,28.91,16.5,1.96,0
323.969,-2.34,9.38,14.69,10,12,-16,-15,16.1,13.05,-3.59,14.81,0.47,on,14.82,194,1.000,0.0,-2.11,0.00,917,902,71.8,6,21.00,2.24,106,108,242,196,263,196,22.0,16.61,15.53,1.58,9.46,211,2099,49.81,0,0,0,0,66.85,0.000,28.82,16.5,1.96,0
323.988,-2.34,9.38,14.70,10,12,-16,-15,16.1,13.05,-3.61,14.81,0.47,on,14.82,194,1.000,0.0,-2.11,0.00,876,902,71.8,6,21.00,2.24,106,108,219,196,263,170,22.0,16.60,16.68,1.58,9.43,211,2101,49.61,0,0,0,0,66.85,0.000,28.73,16.5,1.96,0
324.013,-3.12,9.38,14.71,10,12,-16,-15,16.1,13.05,-3.60,14.81,0.47,on,14.82,194,1.000,0.0,-1.76,0.00,864,902,71.8,6,21.50,2.24,106,108,219,276,172,170,22.0,16.63,16.40,1.60,9.41,211,2106,49.61,0,0,0,0,66.85,0.000,28.82,16.5,1.96,0
324.031,-3.12,9.38,14.70,10,12,-16,-15,16.1,13.05,-3.59,14.81,0.47,on,14.82,194,1.000,0.0,-1.76,0.00,893,902,71.8,6,21.50,2.25,106,108,219,276,172,207,22.0,16.61,16.11,1.60,9.42,211,2106,49.61,0,0,0,0,66.85,0.000,28.73,16.5,1.96,0
324.056,-3.12,9.38,14.71,10,12,-16,-15,16.1,13.05,-3.62,14.81,0.47,on,14.82,194,1.000,0.0,-1.76,0.00,877,902,71.8,6,21.50,2.25,106,108,177,276,231,207,22.0,16.52,15.25,1.60,9.33,211,2098,49.04,0,0,0,0,66.85,0.000,28.55,16.5,1.96,0
324.084,-3.12,9.38,14.73,10,12,-16,-15,16.1,13.05,-3.64,14.81,0.47,on,14.82,194,1.000,0.0,-1.76,0.00,865,902,71.8,6,21.50,2.24,106,109,177,189,231,240,22.0,16.47,15.68,1.62,9.38,211,2100,49.24,0,0,0,0,66.85,0.000,28.55,16.5,1.96,0
324.112,-3.12,9.38,14.73,10,12,-16,-15,16.1,13.05,-3.64,14.81,0.47,on,14.82,194,1.000,0.0,-1.76,0.00,899,902,71.8,6,21.50,2.24,106,109,189,189,226,240,22.0,16.47,15.53,1.56,9.38,211,2104,49.24,0,0,0,0,66.85,0.000,28.55,16.5,1.96,0
324.141,-3.12,9.38,14.76,10,12,-16,-15,16.1,13.05,-3.64,14.81,0.47,on,14.82,194,1.000,0.0,-1.76,0.00,868,902,71.8,6,21.50,2.24,106,109,189,203,226,240,22.0,16.45,15.82,1.56,9.38,211,2105,49.24,0,0,0,0,66.85,0.000,28.55,16.5,1.96,0
324.171,-3.12,9.38,14.74,10,12,-16,-15,16.1,13.05,-3.65,14.81,0.47,on,14.82,194,1.000,0.0,-1.76,0.00,878,902,71.8,6,21.50,2.24,106,109,380,203,226,261,22.0,16.35,16.11,1.60,9.32,211,2098,49.24,0,0,0,0,66.85,0.000,28.55,16.5,1.96,0
324.201,-3.12,9.38,14.73,10,11,-16,-15,16.1,13.05,-3.65,14.81,0.47,on,14.82,194,1.000,0.0,-1.76,0.00,883,902,71.8,6,21.50,2.23,106,109,380,328,226,261,22.0,16.33,16.11,1.60,9.34,211,2095,49.24,0,0,0,0,66.85,0.000,28.55,16.5,1.96,0
324.233,-3.12,9.38,14.75,10,11,-16,-15,16.1,13.05,-3.66,14.81,0.47,on,14.82,194,1.000,0.0,-1.76,0.00,840,902,71.8,6,21.50,2.23,106,109,249,328,226,324,22.0,16.34,15.10,1.60,9.35,211,2102,49.24,0,0,0,0,66.85,0.000,28.64,16.5,1.96,0
324.247,-3.91,9.38,14.77,10,11,-16,-15,16.1,13.05,-3.68,14.81,0.46,on,14.82,194,1.000,0.0,-1.76,0.00,844,902,71.8,6,21.50,2.24,106,109,249,218,320,324,22.0,16.24,15.25,1.58,9.31,211,2104,49.04,0,0,0,0,66.85,0.000,28.46,16.5,1.96,0
324.277,-3.91,9.38,14.75,10,11,-16,-15,16.1,13.05,-3.67,14.81,0.46,on,14.82,194,1.000,0.0,-1.76,0.00,865,902,71.8,6,21.50,2.24,106,109,368,218,320,185,22.0,16.14,15.97,1.58,9.31,211,2096,48.84,0,0,0,0,66.85,0.000,28.46,16.5,1.96,0
324.308,-3.91,9.38,14.78,10,11,-16,-15,15.7,13.05,-3.66,14.81,0.46,on,14.82,194,1.000,0.0,-1.76,0.00,913,902,71.8,6,21.50,2.24,106,109,368,349,226,185,22.0,16.09,15.68,1.58,9.33,211,2096,48.64,0,0,0,0,66.85,0.000,28.27,16.5,1.96,0
324.334,-3.91,9.38,14.81,10,11,-16,-15,15.7,13.05,-3.70,14.81,0.46,on,14.82,194,1.000,0.0,-1.76,0.00,883,902,71.8,6,21.50,2.24,106,109,337,349,226,100,22.0,16.07,14.96,1.56,9.29,211,2101,48.64,0,0,0,0,66.85,0.000,28.27,16.1,1.57,0
324.359,-3.91,9.38,14.82,10,11,-16,-15,15.3,13.05,-3.73,14.81,0.46,on,14.82,194,1.000,0.0,-1.76,0.00,869,902,71.8,6,21.50,2.24,106,109,337,174,226,100,22.0,15.93,14.82,1.58,9.21,211,2101,46.89,0,0,0,0,66.85,0.000,28.00,15.7,1.57,0
324.381,-3.91,9.38,14.84,10,11,-16,-15,14.9,13.05,-3.78,14.81,0.45,on,14.82,194,1.000,0.0,-1.76,0.00,867,902,71.8,6,21.50,2.24,106,109,337,174,226,218,22.0,15.86,15.68,1.58,9.20,211,2098,46.10,0,0,0,0,66.85,0.000,27.46,15.7,1.57,0
324.411,-3.12,9.38,14.87,10,11,-16,-15,14.9,13.05,-3.79,14.81,0.45,on,14.82,194,1.000,0.0,-1.76,0.00,868,902,71.8,6,21.50,2.24,106,109,278,174,363,218,22.0,15.81,15.97,1.60,9.16,211,2100,45.73,0,0,0,0,66.84,0.000,27.10,15.4,1.57,0
324.435,-3.12,9.38,14.91,10,11,-16,-15,14.5,13.05,-3.94,14.81,0.45,on,14.82,194,1.000,0.0,-1.76,0.00,838,902,71.8,6,21.00,2.24,106,109,278,291,363,293,22.0,15.58,12.52,1.48,9.01,211,2101,44.36,0,0,0,0,66.84,0.000,26.66,15.0,1.18,0
324.462,-3.12,9.38,15.00,10,11,-16,-15,14.1,13.05,-4.05,14.81,0.44,on,14.82,194,1.000,0.0,-1.76,0.00,828,902,71.8,6,21.00,2.24,106,109,315,291,263,293,22.0,15.36,14.55,1.48,8.81,211,2098,43.78,0,0,0,0,66.85,0.000,26.02,15.0,1.18,0
324.488,-3.12,9.38,15.00,10,10,-16,-15,13.7,13.05,-4.19,14.81,0.44,on,14.82,194,1.000,0.0,-1.76,0.00,845,810,71.8,6,21.50,2.24,106,109,315,321,263,223,22.0,15.17,13.14,1.54,8.64,211,2099,42.01,0,0,0,0,66.85,0.000,25.57,14.6,1.18,0
324.524,-2.34,9.38,15.03,10,10,-16,-15,13.3,13.05,-4.34,14.81,0.43,on,14.82,194,1.000,0.0,-1.41,0.00,832,810,71.8,6,22.00,2.24,106,109,279,321,336,223,22.0,15.01,13.78,1.50,8.50,211,2102,41.42,0,0,0,0,66.85,0.000,25.02,14.2,0.78,0
324.553,-2.34,9.38,15.06,10,10,-16,-15,13.3,13.05,-4.43,14.81,0.42,on,14.82,194,1.000,0.0,-1.41,0.00,786,810,71.8,6,22.00,2.24,106,109,279,218,336,228,22.0,14.80,12.76,1.50,8.44,211,2101,41.42,0,0,0,0,66.85,0.000,24.93,14.2,0.78,0
324.567,-2.34,9.38,15.04,10,10,-16,-15,13.3,13.05,-4.56,14.81,0.42,on,14.82,194,1.000,0.0,-1.41,0.00,754,810,71.8,6,22.00,1.79,106,109,195,218,336,228,22.0,14.61,14.29,1.50,8.26,211,2098,41.42,0,0,0,0,66.85,0.000,24.93,14.2,0.78,0
324.597,-2.34,9.38,14.99,10,10,-16,-15,12.9,13.05,-4.69,14.81,0.41,on,14.82,194,1.000,0.0,-1.41,0.00,780,810,71.8,6,22.00,1.79,106,109,195,262,210,228,22.0,14.54,14.03,1.50,8.12,211,2101,40.08,0,0,0,0,66.85,0.000,24.66,14.2,0.78,0
324.617,-2.34,9.38,14.99,10,10,-16,-15,12.5,13.05,-4.84,14.81,0.41,on,14.82,194,1.000,0.0,-1.41,0.00,747,810,71.8,6,22.00,2.24,106,109,297,262,210,207,22.0,14.37,11.98,1.52,8.03,211,2101,38.90,0,0,0,0,66.85,0.000,24.03,13.4,0.78,0
324.640,-2.34,9.38,14.99,10,10,-16,-15,12.5,13.05,-4.93,14.81,0.41,on,14.82,194,1.000,0.0,-1.41,0.00,744,810,71.8,6,22.00,2.24,106,109,297,262,232,207,22.0,14.13,11.65,1.42,7.95,211,2099,38.90,0,0,0,0,66.85,0.000,23.76,13.0,0.78,0
324.667,-2.34,9.38,14.94,10,10,-16,-15,12.5,13.05,-5.04,14.81,0.40,on,14.82,194,1.000,0.0,-1.41,0.00,764,717,71.8,6,22.00,2.24,106,109,297,312,232,234,22.0,13.92,12.08,1.42,7.81,211,2100,38.90,0,0,0,0,66.85,0.000,23.76,13.0,0.78,0
324.698,-2.34,9.38,14.93,10,10,-16,-15,12.5,13.05,-5.19,14.81,0.39,on,14.82,194,1.000,0.0,-1.41,0.00,750,717,71.8,6,22.00,1.79,106,109,231,312,278,234,22.0,13.71,11.43,1.44,7.64,211,2099,38.90,0,0,0,0,66.85,0.000,23.76,13.4,0.78,0
324.717,-2.34,9.38,14.87,10,10,-16,-15,12.5,13.05,-5.38,14.81,0.39,on,14.82,194,1.000,0.0,-1.41,0.00,734,717,71.8,6,22.50,1.79,106,109,231,298,278,239,22.0,13.52,12.19,1.44,7.46,211,2100,38.50,0,0,0,0,66.85,0.000,23.76,13.0,0.78,0
324.741,-2.34,9.38,14.88,10,10,-16,-15,12.5,13.05,-5.46,14.81,0.38,on,14.82,194,1.000,0.0,-1.41,0.00,729,717,71.8,6,22.50,1.79,106,109,333,298,278,239,22.0,13.41,12.88,1.44,7.44,211,2098,38.31,0,0,0,0,66.85,0.000,23.57,13.0,0.78,0
324.757,-2.34,9.38,14.81,10,10,-16,-15,12.5,13.05,-5.54,14.81,0.38,on,14.82,194,1.000,0.0,-1.41,0.00,708,717,71.8,6,23.00,1.79,106,109,333,218,178,239,22.0,13.32,12.88,1.46,7.36,211,2095,38.50,0,0,0,0,66.85,0.000,23.48,13.0,0.39,0
324.783,-2.34,9.38,14.80,10,10,-16,-15,12.5,13.05,-5.65,14.81,0.38,on,14.82,194,1.000,0.0,-1.41,0.00,673,717,71.8,6,23.00,1.79,106,109,297,218,178,287,22.0,13.24,11.43,1.46,7.25,211,2094,38.90,0,0,0,0,66.85,0.000,23.75,13.0,0.39,0
324.813,-2.34,9.38,14.73,10,9,-16,-15,12.5,13.05,-5.76,14.81,0.38,on,14.82,194,1.000,0.0,-1.41,0.00,693,717,71.8,6,23.00,1.79,106,109,297,284,284,287,22.0,13.16,12.19,1.44,7.14,211,2094,39.10,0,0,0,0,66.85,0.000,23.85,13.4,0.78,0
324.844,-3.12,9.38,14.68,10,9,-16,-15,12.5,13.05,-5.84,14.81,0.38,on,14.82,194,1.000,0.0,-1.41,0.00,680,717,71.8,6,23.00,1.79,106,109,297,284,284,276,22.0,13.15,13.27,1.48,7.06,211,2092,38.90,0,0,0,0,66.85,0.000,23.75,13.0,0.78,0
324.859,-3.12,9.38,14.64,10,9,-16,-15,12.5,13.05,-5.93,14.81,0.38,on,14.82,194,1.000,0.0,-1.41,0.00,651,717,71.8,6,23.00,1.79,106,109,261,284,257,276,22.0,13.14,12.41,1.48,7.02,211,2094,39.10,0,0,0,0,66.85,0.000,23.85,13.0,0.78,0
324.886,-3.12,9.38,14.58,10,9,-16,-15,12.5,13.05,-5.99,14.81,0.38,on,14.82,194,1.000,0.0,-1.41,0.00,654,717,71.8,6,23.00,1.79,106,109,261,226,257,261,22.0,13.14,13.52,1.44,6.95,211,2096,39.10,0,0,0,0,66.85,0.000,23.85,13.4,0.78,0
324.923,-3.91,9.38,14.55,10,9,-16,-15,12.5,13.05,-6.05,14.81,0.38,on,14.82,194,1.000,0.0,-1.41,0.00,695,717,71.8,6,23.00,1.79,106,109,368,226,205,261,22.0,13.17,13.91,1.50,6.89,211,2096,39.10,0,0,0,0,66.85,0.000,23.93,13.4,0.78,0
324.938,-3.91,9.38,14.53,10,9,-16,-15,12.9,13.05,-6.10,14.81,0.38,on,14.82,194,1.000,0.0,-1.41,0.00,685,717,71.8,6,23.00,1.79,106,109,368,276,205,212,22.0,13.21,11.98,1.50,6.88,211,2096,39.29,0,0,0,0,66.85,0.000,23.85,13.4,0.78,0
324.964,-3.91,9.38,14.46,10,9,-16,-15,12.9,13.05,-6.11,14.81,0.38,on,14.82,194,1.000,0.0,-1.41,0.00,651,717,71.8,6,23.00,1.79,106,109,392,276,205,212,22.0,13.23,13.78,1.48,6.91,211,2095,39.48,0,0,0,0,66.85,0.000,24.02,13.4,0.78,0
324.993,-4.69,9.38,14.39,10,9,-16,-15,12.9,13.05,-6.13,14.81,0.38,on,14.82,194,1.000,0.0,-1.41,0.00,645,717,71.8,6,23.00,1.79,106,109,392,269,242,212,22.0,13.27,12.52,1.46,6.83,211,2097,39.48,0,0,0,0,66.85,0.000,24.11,13.4,0.78,0
325.008,-4.69,9.38,14.34,10,9,-16,-15,12.9,13.05,-6.17,14.81,0.38,on,14.82,194,1.000,0.0,-1.41,0.00,649,717,71.8,6,23.00,1.79,106,109,344,269,242,276,22.0,13.26,13.52,1.46,6.83,211,2095,39.48,0,0,0,0,66.85,0.000,24.02,13.4,0.78,0
325.040,-5.47,9.38,14.31,10,9,-16,-15,12.9,13.05,-6.19,14.81,0.38,on,14.82,194,1.000,0.0,-1.05,0.00,632,717,71.8,6,23.00,1.79,106,109,344,269,258,276,22.0,13.29,13.65,1.52,6.82,211,2095,39.29,0,0,0,0,66.85,0.000,24.02,13.4,0.78,0
325.055,-5.47,9.38,14.25,10,9,-16,-15,12.9,13.05,-6.19,14.81,0.38,on,14.82,194,1.000,0.0,-1.05,0.00,637,717,71.8,6,23.00,1.79,106,109,344,203,258,271,22.0,13.30,12.30,1.52,6.78,211,2096,39.48,0,0,0,0,66.85,0.000,23.93,13.4,0.78,0
325.102,-5.47,9.38,14.21,10,9,-16,-15,12.9,13.05,-6.22,14.81,0.38,on,14.82,194,1.000,0.0,-1.05,0.00,643,717,71.8,6,23.00,1.79,106,109,213,203,321,271,22.0,13.26,12.30,1.44,6.75,211,2096,39.67,0,0,0,0,66.85,0.000,24.02,13.4,0.78,0
325.126,-6.25,9.38,14.19,10,9,-16,-15,12.9,13.05,-6.25,14.81,0.38,on,14.82,194,1.000,0.0,-1.05,0.00,687,717,71.8,6,23.00,1.79,106,109,213,151,321,133,22.0,13.26,12.76,1.48,6.74,211,2098,39.67,0,0,0,0,66.85,0.000,24.12,13.4,0.78,0
325.161,-6.25,9.38,14.15,10,9,-16,-15,12.9,13.05,-6.25,14.81,0.38,on,14.82,194,1.000,0.0,-1.05,0.00,671,717,71.8,6,23.00,1.79,106,109,296,151,204,133,22.0,13.22,11.43,1.48,6.78,211,2097,39.67,0,0,0,0,66.85,0.000,24.11,13.4,0.78,0
325.191,-6.25,9.38,14.11,9,9,-16,-15,12.9,13.05,-6.27,14.81,0.38,on,14.82,194,1.000,0.0,-1.05,0.00,673,717,71.8,6,23.00,1.79,106,109,296,248,204,213,22.0,13.13,11.76,1.44,6.72,211,2094,39.67,0,0,0,0,66.85,0.000,24.11,13.4,0.78,0
325.206,-7.03,9.38,14.11,9,9,-16,-15,12.9,13.05,-6.29,14.81,0.37,on,14.82,194,1.000,0.0,-1.05,0.00,649,717,71.8,6,23.00,1.79,106,109,207,313,178,213,22.0,13.07,13.27,1.42,6.70,211,2095,39.48,0,0,0,0,66.85,0.000,24.02,13.4,0.78,0
325.241,-7.03,9.38,14.10,9,9,-16,-15,12.9,13.05,-6.29,14.81,0.37,on,14.82,194,1.000,0.0,-1.05,0.00,654,717,71.8,6,23.00,1.79,106,109,380,313,178,213,22.0,13.02,12.08,1.44,6.73,211,2093,39.48,0,0,0,0,66.85,0.000,24.02,13.4,0.78,0
325.271,-7.03,9.38,14.10,9,9,-16,-15,12.9,13.05,-6.29,14.81,0.37,on,14.82,194,1.000,0.0,-1.05,0.00,657,717,71.8,6,23.00,1.79,106,109,380,196,231,213,22.0,13.00,12.41,1.46,6.74,211,2093,39.48,0,0,0,0,66.85,0.000,24.02,13.4,0.78,0
325.300,-7.03,9.38,14.11,9,9,-16,-15,12.9,13.05,-6.31,14.81,0.37,on,14.82,194,1.000,0.0,-1.05,0.00,673,717,71.8,6,23.00,1.79,106,109,380,196,231,233,22.0,12.98,12.41,1.46,6.69,211,2092,39.48,0,0,0,0,66.85,0.000,24.02,13.4,0.78,0
325.331,-7.81,9.38,14.12,9,8,-16,-15,12.9,13.05,-6.30,14.82,0.37,on,14.82,194,1.000,0.0,-1.05,0.00,692,717,71.8,6,23.00,1.79,106,109,231,196,237,233,22.0,12.95,13.65,1.46,6.68,211,2094,39.48,0,0,0,0,66.85,0.000,24.02,13.4,0.78,0
325.361,-7.81,9.38,14.11,9,8,-16,-15,12.9,13.05,-6.32,14.82,0.37,on,14.87,194,1.000,0.0,-1.05,0.00,666,717,71.8,6,23.00,1.79,106,109,231,232,237,250,22.0,12.96,14.67,1.56,6.68,211,2095,39.29,0,0,0,0,66.85,0.000,23.93,13.4,0.78,0
325.376,-7.81,9.38,14.15,9,8,-16,-15,12.5,13.05,-6.33,14.82,0.37,on,14.87,194,1.000,0.0,-1.05,0.00,636,717,71.8,6,23.00,1.79,106,109,374,232,194,250,22.0,13.00,14.29,1.56,6.69,211,2094,39.10,0,0,0,0,66.85,0.000,24.02,13.4,0.78,0
325.402,-7.81,9.38,14.12,9,9,-16,-15,12.9,13.05,-6.33,14.82,0.37,on,14.87,194,1.000,0.0,-1.05,0.00,670,717,71.8,6,23.00,1.78,106,109,374,276,194,287,22.0,13.01,12.76,1.52,6.67,211,2091,39.48,0,0,0,0,66.85,0.000,24.02,13.4,0.78,0
325.432,-7.81,9.38,14.15,9,9,-16,-15,12.9,13.05,-6.32,14.82,0.37,on,14.87,194,1.000,0.0,-1.05,0.00,651,717,71.8,6,23.00,1.79,106,108,302,276,200,287,22.0,13.07,14.03,1.52,6.68,211,2093,39.48,0,0,0,0,66.85,0.000,24.02,13.4,0.78,0
325.463,-7.81,9.38,14.17,9,9,-16,-15,12.9,13.05,-6.34,14.82,0.38,on,14.87,194,1.000,0.0,-1.05,0.00,636,717,71.8,6,23.00,1.79,106,108,302,189,200,287,22.0,13.09,13.27,1.52,6.66,211,2094,39.48,0,0,0,0,66.85,0.000,24.02,13.4,0.78,0
325.478,-8.59,9.38,14.20,9,9,-16,-15,12.9,13.05,-6.35,14.82,0.38,on,14.87,194,1.000,0.0,-1.05,0.00,668,717,71.8,6,23.00,1.78,106,108,321,189,200,308,22.0,13.11,12.63,1.50,6.67,211,2090,39.48,0,0,0,0,66.85,0.000,24.02,13.4,0.78,0
325.505,-8.59,9.38,14.19,9,9,-16,-15,12.9,13.05,-6.34,14.82,0.38,on,14.87,194,1.000,0.0,-1.05,0.00,684,717,71.8,6,23.00,1.78,106,109,321,218,235,308,22.0,13.15,14.82,1.50,6.65,211,2093,39.48,0,0,0,0,66.85,0.000,24.02,13.4,0.78,0
325.535,-8.59,9.38,14.24,9,9,-16,-15,12.9,13.05,-6.34,14.82,0.38,on,14.87,194,1.000,0.0,-0.70,0.00,665,717,71.8,6,23.00,1.79,106,108,326,218,235,287,22.0,13.17,14.42,1.52,6.66,211,2091,39.48,0,0,0,0,66.85,0.000,24.02,13.4,0.78,0
325.566,-8.59,9.38,14.24,9,9,-16,-15,12.9,13.05,-6.34,14.82,0.38,on,14.87,194,1.000,0.0,-0.70,0.00,702,717,71.8,6,23.50,1.78,106,108,326,145,167,287,22.0,13.19,14.29,1.50,6.65,211,2090,39.67,0,0,0,0,66.85,0.000,24.11,13.4,0.78,0
325.581,-8.59,9.38,14.26,9,9,-16,-15,12.9,13.05,-6.36,14.82,0.38,on,14.87,194,1.000,0.0,-0.70,0.00,689,717,71.8,6,23.50,1.78,106,108,326,145,167,144,22.0,13.22,14.55,1.50,6.65,211,2093,39.48,0,0,0,0,66.85,0.000,24.02,13.4,0.78,0
325.595,-8.59,9.38,14.27,9,9,-16,-15,12.9,13.05,-6.36,14.82,0.38,on,14.87,194,1.000,0.0,-0.70,0.00,689,717,71.8,6,23.50,1.78,106,108,303,145,262,144,22.0,13.26,13.52,1.52,6.68,211,2094,39.29,0,0,0,0,66.85,0.000,23.93,13.4,0.78,0
325.622,-8.59,9.38,14.31,9,9,-16,-15,12.9,13.05,-6.35,14.82,0.38,on,14.87,194,1.000,0.0,-0.70,0.00,650,717,71.8,6,23.50,1.78,106,108,303,137,262,144,22.0,13.27,13.39,1.52,6.64,211,2091,39.29,0,0,0,0,66.85,0.000,23.93,13.4,0.78,0
325.653,-8.59,9.38,14.30,9,9,-16,-15,12.9,13.05,-6.35,14.82,0.38,on,14.87,194,1.000,0.0,-0.70,0.00,672,717,71.8,6,23.50,1.78,106,108,177,137,262,218,22.0,13.28,13.39,1.48,6.65,211,2089,39.29,0,0,0,0,66.84,0.000,23.93,13.4,0.78,0
325.684,-8.59,9.38,14.29,9,9,-16,-16,12.9,13.05,-6.36,14.82,0.38,on,14.87,194,1.000,0.0,-0.70,0.00,682,717,71.8,6,23.50,1.78,106,108,177,138,246,218,22.0,13.28,12.76,1.48,6.66,211,2091,39.29,0,0,0,0,66.85,0.000,23.93,13.4,0.78,0
325.714,-8.59,9.38,14.30,9,9,-16,-16,12.5,13.05,-6.38,14.82,0.38,on,14.87,194,1.000,0.0,-0.70,0.00,684,717,71.8,6,23.50,1.78,106,108,267,138,246,196,22.0,13.28,12.41,1.48,6.66,211,2091,38.90,0,0,0,0,66.84,0.000,23.75,13.4,0.78,0
325.741,-8.59,9.38,14.32,9,9,-16,-16,12.5,13.05,-6.38,14.82,0.38,on,14.87,194,1.000,0.0,-0.70,0.00,688,717,71.8,6,23.50,1.78,106,108,267,225,241,196,22.0,13.22,13.14,1.48,6.65,211,2091,38.90,0,0,0,0,66.84,0.000,23.75,13.0,0.78,0
325.757,-8.59,9.38,14.33,9,9,-16,-15,12.5,13.05,-6.40,14.82,0.38,on,14.87,194,1.000,0.0,-0.70,0.00,682,717,71.8,6,23.50,1.78,106,108,171,225,241,111,22.0,13.11,11.54,1.46,6.59,211,2088,38.71,0,0,0,0,66.84,0.000,23.66,13.0,0.78,0
325.787,-8.59,9.38,14.34,9,9,-16,-15,12.5,13.05,-6.44,14.82,0.37,on,14.87,194,1.000,0.0,-0.70,0.00,669,717,71.8,6,23.50,1.78,106,108,171,225,215,111,22.0,13.05,12.52,1.46,6.53,211,2089,38.71,0,0,0,0,66.84,0.000,23.66,13.0,0.78,0
325.819,-9.38,9.38,14.33,9,9,-16,-16,12.5,13.05,-6.49,14.82,0.37,on,14.87,194,1.000,0.0,-0.70,0.00,697,717,71.8,6,23.50,1.78,106,108,171,189,215,186,22.0,12.99,12.76,1.46,6.50,211,2090,38.71,0,0,0,0,66.84,0.000,23.75,13.0,0.78,0
325.838,-9.38,9.38,14.33,9,9,-16,-16,12.5,13.05,-6.50,14.82,0.37,on,14.87,194,1.000,0.0,-0.70,0.00,660,717,71.8,6,23.50,1.78,106,108,225,189,241,186,22.0,12.91,11.43,1.42,6.48,211,2089,38.50,0,0,0,0,66.84,0.000,23.66,13.0,0.78,0
325.859,-9.38,9.38,14.35,9,9,-16,-16,12.5,13.05,-6.52,14.82,0.37,on,14.87,194,1.000,0.0,-0.70,0.00,674,717,71.8,6,23.50,1.78,106,108,225,211,241,170,22.0,12.86,12.08,1.42,6.46,211,2090,38.31,0,0,0,0,66.84,0.000,23.48,13.0,0.78,0
325.892,-9.38,9.38,14.34,9,9,-16,-16,12.5,13.05,-6.55,14.82,0.37,on,14.87,194,1.000,0.0,-0.70,0.00,635,717,71.8,6,23.50,1.78,106,108,284,211,241,170,22.0,12.82,11.98,1.44,6.42,211,2088,38.31,0,0,0,0,66.84,0.000,23.48,13.0,0.39,0
325.922,-9.38,9.38,14.36,9,9,-16,-16,12.2,13.05,-6.57,14.82,0.37,on,14.87,194,1.000,0.0,-0.70,0.00,664,717,71.8,6,23.50,1.78,106,108,284,305,152,170,22.0,12.75,11.11,1.40,6.42,211,2089,37.73,0,0,0,0,66.84,0.000,23.30,13.0,0.39,0
325.937,-9.38,9.38,14.38,9,9,-16,-16,11.8,13.05,-6.59,14.82,0.36,on,14.87,194,1.000,0.0,-0.70,0.00,676,717,71.8,6,23.50,1.78,106,108,439,305,152,164,22.0,12.66,11.00,1.40,6.41,211,2088,35.78,0,0,0,0,66.84,0.000,22.30,13.0,0.39,0
