Time (sec),AF Correction 1,AF Learning 1,AF Sensor 1 Ratio,Accelerator Position,Barometric Pressure,Boost Limits Base FINAL Abs Extended,Boost Target FINAL Abs Extended,Calculated Load,Calculated Load Extended,Catalyst Temperature,Closed Loop Fuel Target,Coolant Temperature,Dynamic Advance Final,Dynamic Advance Multiplier,Engine Speed,Feedback Knock Correction,Fine Knock Learning,Fuel Injector Timing CRANKING TABLE,Fuel Pressure Target Main TABLE,Fuel Pump Duty,Gear Position ESTIMATED,Ignition Timing,Intake Temperature Manifold,Intake Temperature Pre Turbo,Knock Sensor Level Threshold Cylinder 1,Knock Sensor Level Threshold Cylinder 2,Knock Sensor Level Threshold Cylinder 3,Knock Sensor Level Threshold Cylinder 4,Knock Sensor Noise Level Cylinder 1,Knock Sensor Noise Level Cylinder 2,Knock Sensor Noise Level Cylinder 3,Knock Sensor Noise Level Cylinder 4,Knock Sum,Manifold Abs Pressure,Manifold Abs Pressure Extended BOOST CONTROL,Manifold Abs Pressure Extended RAW,Mass Airflow Corrected FINAL,Mass Airflow Corrected SD,Oil Temperature,Primary Ignition,Requested Torque,Throttle Position,Vehicle Speed,Wastegate Duty,Wastegate Duty Cycles High TABLE,Wastegate Duty Cycles Low TABLE,Wastegate Duty Max,Manifold Rel Pressure Extended,Inj Duty Cycle
3.108,1.56,9.38,1.00,0.0,0.90,0.2,0.59,0.18,0.19,252.7,1.00,90,0.00,1.0000,713,0.00,0.00,40,30.2,71.8,0,5.50,59,58,2662,2867,2611,2560,0,0,0,0,20,0.25,0.24,0.24,2.21,3.05,96,17.00,0.00,5.1,0,0.00,0.00,0.00,0.00,-0.66,0.49
3.134,1.56,9.38,1.00,0.0,0.90,0.2,0.59,0.18,0.19,252.7,1.00,90,0.00,1.0000,714,0.00,0.00,40,30.2,71.8,0,5.50,59,58,2662,2867,2611,2560,0,0,0,0,20,0.25,0.25,0.25,2.21,3.06,96,17.00,0.00,5.1,0,0.00,0.00,0.00,0.00,-0.65,0.50
3.154,1.56,9.38,1.00,0.0,0.90,0.2,0.59,0.18,0.19,252.7,1.00,90,0.00,1.0000,710,0.00,0.00,40,30.2,71.8,0,5.50,59,58,2662,2867,2611,2560,0,0,0,0,20,0.25,0.24,0.24,2.20,3.03,96,17.00,0.00,5.1,0,0.00,0.00,0.00,0.00,-0.66,0.49
3.174,1.56,9.38,1.00,0.0,0.90,0.2,0.59,0.18,0.19,252.7,1.00,90,0.00,1.0000,707,0.00,0.00,40,30.2,71.8,0,5.50,59,58,2662,2867,2611,2560,0,0,0,0,20,0.25,0.24,0.25,2.19,3.03,96,17.00,0.00,5.1,0,0.00,0.00,0.00,0.00,-0.66,0.49
3.195,1.56,9.38,1.00,0.0,0.90,0.2,0.59,0.18,0.19,252.7,1.00,90,0.00,1.0000,707,0.00,0.00,40,30.2,71.8,0,5.50,59,58,2662,2867,2611,2560,0,0,0,0,20,0.25,0.24,0.24,2.19,3.02,96,17.00,0.00,5.1,0,0.00,0.00,0.00,0.00,-0.66,0.49
3.216,1.56,9.38,1.00,0.0,0.90,0.2,0.59,0.18,0.19,252.7,1.00,90,0.00,1.0000,708,0.00,0.00,40,30.2,71.8,0,5.50,59,58,2662,2867,2611,2560,0,0,0,0,20,0.25,0.25,0.25,2.19,3.03,96,17.00,0.00,5.1,0,0.00,0.00,0.00,0.00,-0.65,0.49
3.235,1.56,9.38,1.00,0.0,0.90,0.2,0.59,0.18,0.19,252.7,1.00,90,0.00,1.0000,706,0.00,0.00,40,30.2,71.8,0,5.50,59,58,2662,2867,2611,2560,0,0,0,0,20,0.25,0.24,0.24,2.19,3.01,96,17.00,0.00,5.1,0,0.00,0.00,0.00,0.00,-0.66,0.49
3.254,1.56,9.38,1.00,0.0,0.90,0.2,0.59,0.18,0.19,252.6,1.00,90,0.00,1.0000,705,0.00,0.00,40,30.2,71.8,0,5.50,59,58,2662,2867,2611,2560,0,0,0,0,20,0.25,0.24,0.25,2.19,3.01,96,17.00,0.00,5.1,0,0.00,0.00,0.00,0.00,-0.66,0.49
3.277,1.56,9.38,1.00,0.0,0.90,0.2,0.59,0.18,0.19,252.6,1.00,90,0.00,1.0000,706,0.00,0.00,40,30.2,71.8,0,5.50,59,58,2662,2867,2611,2560,0,0,0,0,20,0.25,0.24,0.24,2.19,3.01,96,17.00,0.00,5.1,0,0.00,0.00,0.00,0.00,-0.66,0.49
3.297,1.56,9.38,1.00,0.0,0.90,0.2,0.59,0.18,0.19,252.6,1.00,90,0.00,1.0000,706,0.00,0.00,40,30.2,71.8,0,5.50,59,58,2662,2867,2611,2560,0,0,0,0,20,0.25,0.24,0.25,2.19,3.02,96,17.00,0.00,5.1,0,0.00,0.00,0.00,0.00,-0.66,0.49
3.316,1.56,9.38,1.00,0.0,0.90,0.2,0.59,0.18,0.19,252.6,1.00,90,0.00,1.0000,706,0.00,0.00,40,30.2,71.8,0,5.50,59,58,2662,2867,2611,2560,0,0,0,0,20,0.25,0.24,0.24,2.19,3.01,96,17.00,0.00,5.1,0,0.00,0.00,0.00,0.00,-0.66,0.49
3.336,1.56,9.38,1.00,0.0,0.90,0.2,0.59,0.18,0.19,252.6,1.00,90,0.00,1.0000,706,0.00,0.00,40,30.2,71.8,0,5.50,59,58,2662,2867,2611,2560,0,0,0,0,20,0.25,0.24,0.25,2.19,3.02,97,17.00,0.00,5.1,0,0.00,0.00,0.00,0.00,-0.66,0.49
3.356,1.56,9.38,1.00,0.0,0.90,0.2,0.59,0.18,0.19,252.6,1.00,90,0.00,1.0000,706,0.00,0.00,40,30.2,71.8,0,5.50,59,58,2662,2867,2611,2560,0,0,0,0,20,0.25,0.24,0.24,2.20,3.02,97,17.00,0.00,5.1,0,0.00,0.00,0.00,0.00,-0.66,0.49
3.376,1.56,9.38,1.00,0.0,0.90,0.2,0.59,0.18,0.19,252.6,1.00,90,0.00,1.0000,708,0.00,0.00,40,30.2,71.8,0,5.50,59,58,2662,2867,2611,2560,0,0,0,0,20,0.25,0.24,0.25,2.20,3.02,97,17.00,0.00,5.1,0,0.00,0.00,0.00,0.00,-0.66,0.49
3.396,1.56,9.38,1.00,0.0,0.90,0.2,0.59,0.18,0.19,252.6,1.00,90,0.00,1.0000,708,0.00,0.00,40,30.2,71.8,0,5.50,59,58,2662,2867,2611,2560,0,0,0,0,20,0.25,0.24,0.24,2.20,3.03,97,17.00,0.00,5.1,0,0.00,0.00,0.00,0.00,-0.66,0.49
3.422,1.56,9.38,1.00,0.0,0.90,0.2,0.59,0.18,0.19,252.6,1.00,90,0.00,1.0000,708,0.00,0.00,40,30.2,71.8,0,5.50,59,58,2662,2867,2611,2560,0,0,0,0,20,0.25,0.24,0.24,2.20,3.02,97,17.00,0.00,5.1,0,0.00,0.00,0.00,0.00,-0.66,0.49
3.441,1.56,9.38,1.00,0.0,0.90,0.2,0.59,0.18,0.19,252.6,1.00,90,0.00,1.0000,708,0.00,0.00,40,30.2,71.8,0,5.50,59,58,2662,2867,2611,2560,0,0,0,0,20,0.25,0.24,0.24,2.20,3.03,97,17.00,0.00,5.1,0,0.00,0.00,0.00,0.00,-0.66,0.49
3.459,1.56,9.38,1.00,0.0,0.90,0.2,0.59,0.18,0.19,252.6,1.00,90,0.00,1.0000,711,0.00,0.00,40,30.2,71.8,0,5.50,59,58,2662,2867,2611,2560,0,0,0,0,20,0.25,0.24,0.25,2.21,3.03,97,17.00,0.00,5.1,0,0.00,0.00,0.00,0.00,-0.66,0.50
3.478,1.56,9.38,1.00,0.0,0.90,0.2,0.59,0.18,0.19,252.6,1.00,90,0.00,1.0000,710,0.00,0.00,40,30.2,71.8,0,5.50,59,58,2662,2867,2611,2560,0,0,0,0,20,0.25,0.24,0.25,2.21,3.04,97,17.00,0.00,5.1,0,0.00,0.00,0.00,0.00,-0.66,0.50
3.513,1.56,9.38,1.00,0.0,0.90,0.2,0.59,0.18,0.19,252.6,1.00,90,0.00,1.0000,707,0.00,0.00,40,30.2,71.8,0,5.50,59,58,2662,2867,2611,2560,0,0,0,0,20,0.25,0.25,0.25,2.20,3.03,97,17.00,0.00,5.1,0,0.00,0.00,0.00,0.00,-0.65,0.49
3.533,1.56,9.38,1.00,0.0,0.90,0.2,0.59,0.18,0.19,252.6,1.00,90,0.00,1.0000,710,0.00,0.00,40,30.2,71.8,0,5.50,59,58,2662,2867,2611,2560,0,0,0,0,20,0.25,0.24,0.24,2.20,3.02,97,17.00,0.00,5.1,0,0.00,0.00,0.00,0.00,-0.66,0.49
3.553,1.56,9.38,1.00,0.0,0.90,0.2,0.59,0.18,0.19,252.6,1.00,90,0.00,1.0000,710,0.00,0.00,40,30.2,71.8,0,5.50,59,58,2662,2867,2611,2560,0,0,0,0,20,0.25,0.24,0.25,2.20,3.03,97,17.00,0.00,5.1,0,0.00,0.00,0.00,0.00,-0.66,0.49
3.576,1.56,9.38,1.00,0.0,0.90,0.2,0.59,0.18,0.19,252.5,1.00,90,0.00,1.0000,708,0.00,0.00,40,30.2,71.8,0,5.50,59,58,2662,2867,2611,2560,0,0,0,0,20,0.25,0.24,0.24,2.20,3.02,97,17.00,0.00,5.1,0,0.00,0.00,0.00,0.00,-0.66,0.49
3.594,1.56,9.38,1.00,0.0,0.90,0.2,0.59,0.18,0.19,252.5,1.00,90,0.00,1.0000,708,0.00,0.00,40,30.2,71.8,0,5.50,59,58,2662,2867,2611,2560,0,0,0,0,20,0.25,0.25,0.25,2.20,3.02,97,17.00,0.00,5.1,0,0.00,0.00,0.00,0.00,-0.65,0.49
3.614,1.56,9.38,1.00,0.0,0.90,0.2,0.59,0.18,0.19,252.5,1.00,90,0.00,1.0000,711,0.00,0.00,40,30.2,71.8,0,5.50,59,59,2662,2867,2611,2560,0,0,0,0,20,0.25,0.24,0.24,2.19,3.03,97,17.00,0.00,5.1,0,0.00,0.00,0.00,0.00,-0.66,0.49
3.634,1.56,9.38,1.00,0.0,0.90,0.2,0.59,0.18,0.19,252.5,1.00,90,0.00,1.0000,712,0.00,0.00,40,30.2,71.8,0,5.50,59,58,2662,2867,2611,2560,0,0,0,0,20,0.25,0.24,0.25,2.20,3.03,97,17.00,0.00,5.1,0,0.00,0.00,0.00,0.00,-0.66,0.49
3.655,1.56,9.38,1.00,0.0,0.90,0.2,0.59,0.18,0.19,252.5,1.00,90,0.00,1.0000,710,0.00,0.00,40,30.2,71.8,0,5.50,59,58,2662,2867,2611,2560,0,0,0,0,20,0.25,0.24,0.24,2.20,3.03,97,17.00,0.00,5.1,0,0.00,0.00,0.00,0.00,-0.66,0.49
3.676,1.56,9.38,1.00,0.0,0.90,0.2,0.59,0.18,0.19,252.5,1.00,90,0.00,1.0000,710,0.00,0.00,40,30.2,71.8,0,5.50,59,58,2662,2867,2611,2560,0,0,0,0,20,0.25,0.24,0.25,2.19,3.03,97,17.00,0.00,5.1,0,0.00,0.00,0.00,0.00,-0.66,0.49
3.695,1.56,9.38,1.00,0.0,0.90,0.2,0.59,0.18,0.19,252.5,1.00,90,0.00,1.0000,710,0.00,0.00,40,30.2,71.8,0,5.50,59,59,2662,2867,2611,2560,0,0,0,0,20,0.25,0.24,0.24,2.19,3.02,97,17.00,0.00,5.1,0,0.00,0.00,0.00,0.00,-0.66,0.49
3.720,1.56,9.38,1.00,0.0,0.90,0.2,0.59,0.18,0.18,252.5,1.00,90,0.00,1.0000,713,0.00,0.00,40,30.2,71.8,0,5.50,59,59,2662,2867,2611,2560,0,0,0,0,20,0.25,0.24,0.25,2.20,3.04,97,17.00,0.00,5.1,0,0.00,0.00,0.00,0.00,-0.66,0.49
3.738,1.56,9.38,1.00,0.0,0.90,0.2,0.59,0.18,0.18,252.5,1.00,90,0.00,1.0000,713,0.00,0.00,40,30.2,71.8,0,5.50,59,58,2662,2867,2611,2560,0,0,0,0,20,0.25,0.24,0.24,2.20,3.04,97,17.00,0.00,5.1,0,0.00,0.00,0.00,0.00,-0.66,0.49
3.756,1.56,9.38,1.00,0.0,0.90,0.2,0.59,0.18,0.18,252.5,1.00,90,0.00,1.0000,714,0.00,0.00,40,30.2,71.8,0,5.50,59,58,2662,2867,2611,2560,0,0,0,0,20,0.25,0.24,0.25,2.20,3.04,97,17.00,0.00,5.1,0,0.00,0.00,0.00,0.00,-0.66,0.49
3.781,1.56,9.38,1.00,0.0,0.90,0.2,0.59,0.18,0.18,252.5,1.00,90,0.00,1.0000,714,0.00,0.00,40,30.2,71.8,0,5.50,59,58,2662,2867,2611,2560,0,0,0,0,20,0.25,0.24,0.24,2.20,3.04,97,17.00,0.00,5.1,0,0.00,0.00,0.00,0.00,-0.66,0.49
3.805,1.56,9.38,1.00,0.0,0.90,0.2,0.59,0.18,0.18,252.5,1.00,90,0.00,1.0000,713,0.00,0.00,40,30.2,71.8,0,5.50,59,58,2662,2867,2611,2560,0,0,0,0,20,0.25,0.24,0.25,2.19,3.03,97,17.00,0.00,5.1,0,0.00,0.00,0.00,0.00,-0.66,0.49
3.826,1.56,9.38,1.00,0.0,0.90,0.2,0.59,0.18,0.18,252.5,1.00,90,0.00,1.0000,712,0.00,0.00,40,30.2,71.8,0,5.50,59,58,2662,2867,2611,2560,0,0,0,0,20,0.24,0.24,0.24,2.19,3.02,97,17.00,0.00,5.1,0,0.00,0.00,0.00,0.00,-0.66,0.49
3.856,1.56,9.38,1.00,0.0,0.90,0.2,0.59,0.18,0.18,252.5,1.00,90,0.00,1.0000,711,0.00,0.00,40,30.2,71.8,0,5.50,59,58,2662,2867,2611,2560,0,0,0,0,20,0.24,0.24,0.25,2.19,3.01,97,17.00,0.00,5.1,0,0.00,0.00,0.00,0.00,-0.66,0.49
3.876,1.56,9.38,1.00,0.0,0.90,0.2,0.59,0.18,0.18,252.5,1.00,90,0.00,1.0000,713,0.00,0.00,40,30.2,71.8,0,5.50,59,58,2662,2867,2611,2560,0,0,0,0,20,0.24,0.24,0.24,2.19,3.02,97,17.00,0.00,5.1,0,0.00,0.00,0.00,0.00,-0.66,0.49
3.895,1.56,9.38,1.00,0.0,0.90,0.2,0.59,0.18,0.18,252.5,1.00,90,0.00,1.0000,713,0.00,0.00,40,30.2,71.8,0,5.50,59,58,2662,2867,2611,2560,0,0,0,0,20,0.24,0.24,0.25,2.19,3.03,97,17.00,0.00,5.1,0,0.00,0.00,0.00,0.00,-0.66,0.49
3.921,0.78,9.38,1.00,0.0,0.90,0.2,0.59,0.18,0.18,252.5,1.00,90,0.00,1.0000,712,0.00,0.00,40,30.2,71.8,0,5.50,59,59,2662,2867,2611,2560,0,0,0,0,20,0.24,0.24,0.24,2.19,3.02,97,17.00,0.00,5.1,0,0.00,0.00,0.00,0.00,-0.66,0.49
3.940,0.78,9.38,1.00,0.0,0.90,0.2,0.59,0.18,0.18,252.5,1.00,90,0.00,1.0000,711,0.00,0.00,40,30.2,71.8,0,5.50,59,58,2662,2867,2611,2560,0,0,0,0,20,0.24,0.24,0.24,2.18,3.03,97,17.00,0.00,5.1,0,0.00,0.00,0.00,0.00,-0.66,0.49
3.959,1.56,9.38,1.00,0.0,0.90,0.2,0.59,0.18,0.18,252.5,1.00,90,0.00,1.0000,713,0.00,0.00,40,30.2,71.8,0,5.50,59,58,2662,2867,2611,2560,0,0,0,0,20,0.24,0.24,0.24,2.19,3.02,96,17.00,0.00,5.1,0,0.00,0.00,0.00,0.00,-0.66,0.49
3.976,1.56,9.38,1.00,0.0,0.90,0.2,0.59,0.18,0.18,252.5,1.00,90,0.00,1.0000,714,0.00,0.00,40,30.2,71.8,0,5.50,59,58,2662,2867,2611,2560,0,0,0,0,20,0.24,0.24,0.25,2.19,3.04,96,17.00,0.00,5.1,0,0.00,0.00,0.00,0.00,-0.66,0.49
3.995,1.56,9.38,1.00,0.0,0.90,0.2,0.59,0.18,0.18,252.5,1.00,90,0.00,1.0000,713,0.00,0.00,40,30.2,71.8,0,5.50,59,58,2662,2867,2611,2560,0,0,0,0,20,0.24,0.24,0.24,2.18,3.02,96,17.00,0.00,5.1,0,0.00,0.00,0.00,0.00,-0.66,0.49
4.017,0.78,9.38,1.00,0.0,0.90,0.2,0.59,0.18,0.18,252.5,1.00,90,0.00,1.0000,714,0.00,0.00,40,30.2,71.8,0,5.50,59,59,2662,2867,2611,2560,0,0,0,0,20,0.24,0.24,0.25,2.18,3.04,96,17.00,0.00,5.1,0,0.00,0.00,0.00,0.00,-0.66,0.49
4.036,0.78,9.38,1.00,0.0,0.90,0.2,0.59,0.18,0.18,252.4,1.00,90,0.00,1.0000,716,0.00,0.00,40,30.2,71.8,0,5.50,59,58,2662,2867,2611,2560,0,0,0,0,20,0.24,0.24,0.24,2.19,3.04,96,17.00,0.00,5.1,0,0.00,0.00,0.00,0.00,-0.66,0.49
4.055,0.78,9.38,1.00,0.0,0.90,0.2,0.59,0.18,0.18,252.4,1.00,90,0.00,1.0000,716,0.00,0.00,40,30.2,71.8,0,5.50,59,58,2662,2867,2611,2560,0,0,0,0,20,0.24,0.24,0.25,2.19,3.04,96,17.00,0.00,5.1,0,0.00,0.00,0.00,0.00,-0.66,0.49
4.078,0.78,9.38,1.00,0.0,0.90,0.2,0.59,0.18,0.18,252.4,1.00,90,0.00,1.0000,716,0.00,0.00,40,30.2,71.8,0,5.00,59,58,2662,2867,2611,2560,0,0,0,0,20,0.24,0.24,0.24,2.19,3.04,96,17.00,0.00,5.1,0,0.00,0.00,0.00,0.00,-0.66,0.49
4.096,0.78,9.38,1.00,0.0,0.90,0.2,0.59,0.18,0.18,252.4,1.00,90,0.00,1.0000,717,0.00,0.00,40,30.2,71.8,0,5.00,59,58,2662,2867,2611,2560,0,0,0,0,20,0.24,0.24,0.25,2.19,3.05,96,17.00,0.00,5.1,0,0.00,0.00,0.00,0.00,-0.66,0.49
4.116,0.78,10.16,1.00,0.0,0.90,0.2,0.59,0.18,0.18,252.4,1.00,90,0.00,1.0000,717,0.00,0.00,40,30.2,71.8,0,5.00,59,59,2662,2867,2611,2560,0,0,0,0,20,0.24,0.24,0.24,2.19,3.04,96,17.00,0.00,5.1,0,0.00,0.00,0.00,0.00,-0.66,0.49
4.147,0.78,10.16,1.00,0.0,0.90,0.2,0.59,0.18,0.18,252.4,1.00,90,0.00,1.0000,718,0.00,0.00,40,30.2,71.8,0,5.00,59,58,2662,2867,2611,2560,0,0,0,0,20,0.24,0.24,0.25,2.19,3.05,96,17.00,0.00,5.1,0,0.00,0.00,0.00,0.00,-0.66,0.49
4.167,0.78,10.16,1.00,0.0,0.90,0.2,0.59,0.18,0.18,252.4,1.00,90,0.00,1.0000,715,0.00,0.00,40,30.2,71.8,0,5.00,59,58,2662,2867,2611,2560,0,0,0,0,20,0.24,0.24,0.24,2.18,3.04,96,17.00,0.00,5.1,0,0.00,0.00,0.00,0.00,-0.66,0.49
4.186,0.78,10.16,1.00,0.0,0.90,0.2,0.59,0.18,0.18,252.4,1.00,90,0.00,1.0000,714,0.00,0.00,40,30.2,71.8,0,5.00,59,58,2662,2867,2611,2560,0,0,0,0,20,0.24,0.24,0.25,2.18,3.03,96,17.00,0.00,5.1,0,0.00,0.00,0.00,0.00,-0.66,0.49
4.206,0.78,10.16,1.00,0.0,0.90,0.2,0.59,0.18,0.18,252.4,1.00,90,0.00,1.0000,714,0.00,0.00,40,30.2,71.8,0,5.00,59,58,2662,2867,2611,2560,0,0,0,0,20,0.25,0.24,0.24,2.18,3.05,96,17.00,0.00,5.1,0,0.00,0.00,0.00,0.00,-0.66,0.49
4.237,0.78,10.16,1.00,0.0,0.90,0.2,0.59,0.18,0.18,252.4,1.00,90,0.00,1.0000,714,0.00,0.00,40,30.2,71.8,0,5.00,59,58,2662,2867,2611,2560,0,0,0,0,20,0.25,0.24,0.24,2.18,3.06,96,17.00,0.00,5.1,0,0.00,0.00,0.00,0.00,-0.66,0.49
4.256,0.78,10.16,1.00,0.0,0.90,0.2,0.59,0.18,0.18,252.4,1.00,90,0.00,1.0000,713,0.00,0.00,40,30.2,71.8,0,5.00,59,58,2662,2867,2611,2560,0,0,0,0,20,0.25,0.24,0.25,2.17,3.05,96,17.00,0.00,5.1,0,0.00,0.00,0.00,0.00,-0.66,0.49
4.279,0.78,10.16,1.00,0.0,0.90,0.2,0.59,0.18,0.18,252.4,1.00,90,0.00,1.0000,713,0.00,0.00,40,30.2,71.8,0,5.00,59,58,2662,2867,2611,2560,0,0,0,0,20,0.25,0.25,0.25,2.17,3.07,96,17.00,0.00,5.1,0,0.00,0.00,0.00,0.00,-0.65,0.49
4.299,0.78,10.16,1.00,0.0,0.90,0.2,0.59,0.18,0.18,252.4,1.00,90,0.00,1.0000,714,0.00,0.00,40,30.2,71.8,0,5.00,59,58,2662,2867,2611,2560,0,0,0,0,20,0.25,0.25,0.25,2.17,3.06,96,17.00,0.00,5.1,0,0.00,0.00,0.00,0.00,-0.65,0.49
4.318,0.78,10.16,1.00,0.0,0.90,0.2,0.59,0.18,0.18,252.4,1.00,90,0.00,1.0000,714,0.00,0.00,40,30.2,71.8,0,5.50,59,58,2662,2867,2611,2560,0,0,0,0,20,0.25,0.25,0.25,2.17,3.08,96,17.00,0.00,5.1,0,0.00,0.00,0.00,0.00,-0.65,0.49
4.336,0.78,10.16,1.00,0.0,0.90,0.2,0.59,0.18,0.18,252.4,1.00,90,0.00,1.0000,713,0.00,0.00,40,30.2,71.8,0,5.50,59,58,2662,2867,2611,2560,0,0,0,0,20,0.25,0.25,0.25,2.17,3.07,96,17.00,0.00,5.1,0,0.00,0.00,0.00,0.00,-0.65,0.49
4.356,0.78,10.16,1.00,0.0,0.90,0.2,0.59,0.18,0.18,252.3,1.00,90,0.00,1.0000,713,0.00,0.00,40,30.2,71.8,0,5.50,59,58,2662,2867,2611,2560,0,0,0,0,20,0.25,0.25,0.25,2.17,3.08,96,17.00,0.00,5.1,0,0.00,0.00,0.00,0.00,-0.65,0.49
4.387,0.78,10.16,1.00,0.0,0.90,0.2,0.59,0.18,0.18,252.3,1.00,90,0.00,1.0000,712,0.00,0.00,40,30.2,71.8,0,5.50,59,58,2662,2867,2611,2560,0,0,0,0,20,0.25,0.25,0.26,2.16,3.08,96,17.00,0.00,5.1,0,0.00,0.00,0.00,0.00,-0.65,0.49
4.406,0.78,10.16,1.00,0.0,0.90,0.2,0.59,0.18,0.18,252.3,1.00,90,0.00,1.0000,712,0.00,0.00,40,30.2,71.8,0,5.50,59,58,2662,2867,2611,2560,0,0,0,0,20,0.25,0.25,0.25,2.16,3.09,96,17.00,0.00,5.1,0,0.00,0.00,0.00,0.00,-0.65,0.49
4.429,0.78,10.16,1.00,0.0,0.90,0.2,0.59,0.18,0.18,252.3,1.00,90,0.00,1.0000,713,0.00,0.00,40,30.2,71.8,0,5.50,59,59,2662,2867,2611,2560,0,0,0,0,20,0.25,0.25,0.25,2.16,3.08,96,17.00,0.00,5.1,0,0.00,0.00,0.00,0.00,-0.65,0.49
4.451,0.78,10.16,1.00,0.0,0.90,0.2,0.59,0.18,0.18,252.3,1.00,90,0.00,1.0000,713,0.00,0.00,40,30.2,71.8,0,5.50,59,58,2662,2867,2611,2560,0,0,0,0,20,0.25,0.25,0.25,2.16,3.09,96,17.00,0.00,5.1,0,0.00,0.00,0.00,0.00,-0.65,0.49
4.473,0.78,10.16,1.00,0.0,0.90,0.2,0.59,0.18,0.18,252.3,1.00,90,0.00,1.0000,715,0.00,0.00,40,30.2,71.8,0,5.50,59,58,2662,2867,2611,2560,0,0,1,0,20,0.25,0.25,0.26,2.17,3.09,96,17.00,0.00,5.1,0,0.00,0.00,0.00,0.00,-0.65,0.49
4.493,0.78,10.16,1.00,0.0,0.90,0.2,0.59,0.18,0.18,252.3,1.00,90,0.00,1.0000,711,0.00,0.00,40,30.2,71.8,0,5.50,59,59,2662,2867,2611,2560,0,0,1,0,20,0.25,0.25,0.25,2.17,3.11,96,17.00,0.00,5.1,0,0.00,0.00,0.00,0.00,-0.65,0.49
4.517,0.78,10.16,1.00,0.0,0.90,0.2,0.59,0.18,0.18,252.3,1.00,90,0.00,1.0000,710,0.00,0.00,40,30.2,71.8,0,5.50,59,59,2662,2867,2611,2560,0,0,1,0,20,0.25,0.25,0.26,2.16,3.09,96,17.00,0.00,5.1,0,0.00,0.00,0.00,0.00,-0.65,0.49
4.536,0.78,10.16,1.00,0.0,0.90,0.2,0.59,0.18,0.18,252.3,1.00,90,0.00,1.0000,710,0.00,0.00,40,30.2,71.8,0,5.50,59,59,2662,2867,2611,2560,0,0,1,0,20,0.25,0.25,0.25,2.16,3.09,96,17.00,0.00,5.1,0,0.00,0.00,0.00,0.00,-0.65,0.48
4.554,0.78,10.16,1.00,0.0,0.90,0.2,0.59,0.18,0.18,252.3,1.00,90,0.00,1.0000,715,0.00,0.00,40,30.2,71.8,0,5.50,59,58,2662,2867,2611,2560,0,0,1,0,20,0.25,0.25,0.26,2.17,3.12,96,17.00,0.00,5.1,0,0.00,0.00,0.00,0.00,-0.65,0.48
4.576,0.78,10.16,1.00,0.0,0.90,0.2,0.59,0.18,0.18,252.3,1.00,90,0.00,1.0000,715,0.00,0.00,40,30.2,71.8,0,5.50,59,58,2662,2867,2611,2560,0,0,1,0,20,0.25,0.25,0.25,2.17,3.12,96,17.00,0.00,5.1,0,0.00,0.00,0.00,0.00,-0.65,0.48
4.607,0.78,10.16,1.00,0.0,0.90,0.2,0.59,0.18,0.18,252.3,1.00,90,0.00,1.0000,715,0.00,0.00,40,30.2,71.8,0,5.50,59,58,2662,2867,2611,2560,0,0,1,0,20,0.25,0.25,0.25,2.16,3.13,96,17.00,0.00,4.7,0,0.00,0.00,0.00,0.00,-0.65,0.48
4.626,0.78,10.16,1.00,0.0,0.90,0.2,0.59,0.17,0.18,252.3,1.00,90,0.00,1.0000,717,0.00,0.00,40,30.2,71.8,0,5.50,59,58,2662,2867,2611,2560,0,0,1,0,20,0.25,0.25,0.25,2.16,3.13,96,16.50,0.00,4.7,0,0.00,0.00,0.00,0.00,-0.65,0.49
4.649,0.78,10.16,1.00,0.0,0.90,0.2,0.59,0.17,0.18,252.3,1.00,90,0.00,1.0000,717,0.00,0.00,40,30.2,71.8,0,5.50,59,58,2662,2867,2611,2560,0,0,1,0,20,0.25,0.25,0.26,2.15,3.12,96,16.50,0.00,4.7,0,0.00,0.00,0.00,0.00,-0.65,0.49
4.672,0.78,10.16,1.00,0.0,0.90,0.2,0.59,0.17,0.18,252.3,1.00,90,0.00,1.0000,717,0.00,0.00,40,30.2,71.8,0,5.50,59,58,2662,2867,2611,2560,0,0,1,0,20,0.25,0.25,0.25,2.15,3.13,96,16.50,0.00,4.7,0,0.00,0.00,0.00,0.00,-0.65,0.49
4.693,0.78,10.16,1.00,0.0,0.90,0.2,0.59,0.17,0.18,252.2,1.00,90,0.00,1.0000,718,0.00,0.00,40,30.2,71.8,0,5.00,59,58,2662,2867,2611,2560,0,0,1,0,20,0.25,0.25,0.25,2.14,3.13,96,16.50,0.00,4.7,0,0.00,0.00,0.00,0.00,-0.65,0.49
4.713,0.78,10.16,1.00,0.0,0.90,0.2,0.59,0.17,0.18,252.2,1.00,90,0.00,1.0000,719,0.00,0.00,40,30.2,71.8,0,5.00,59,59,2662,2867,2611,2560,0,0,1,0,20,0.25,0.25,0.25,2.14,3.13,96,16.50,0.00,4.7,0,0.00,0.00,0.00,0.00,-0.65,0.48
4.738,0.78,10.16,1.00,0.0,0.90,0.2,0.59,0.17,0.18,252.2,1.00,90,0.00,1.0000,719,0.00,0.00,40,30.2,71.8,0,5.00,59,59,2662,2867,2611,2560,0,0,1,0,20,0.25,0.25,0.25,2.14,3.13,96,16.50,0.00,4.7,0,0.00,0.00,0.00,0.00,-0.65,0.48
